,מספר לקוח,שם לקוח,מק'ט,תאור משפחת מוצר,מחיר ליחידה,הנחה כללית (%),שם סוכן,מוצר משלים,עלות (שח),עלות יצוא (שח),עלויות נוספות(שח),כמות (ללא סיכום),כמות,סכום (שח),כמות ביח' מפעל,עמלת סוכן (שח),רווח (שח),עמלת סוכן (%),עלות ליחידה (שח),תאריך
658,200010,פרדיס חלקי חילוף לרכב,04680516,הגה ותיבת הגה מחודש,980.0,0.0,רם,,127.8,0.0,0.0,1,1,489.74,1,14.69,347.24,3.0,0.0,2024-05-23
659,200010,פרדיס חלקי חילוף לרכב,04940134,הגה ותיבת הגה מחודש,918.0,0.0,רם,,0.0,0.0,0.0,1,1,458.97,1,13.76,445.2,3.0,0.0,2024-01-24
660,200010,פרדיס חלקי חילוף לרכב,05620667,הגאי כח הידראוליים מחודש,1200.0,0.0,רם,,0.0,0.0,0.0,1,1,600.0,1,18.0,582.0,3.0,0.0,2024-03-01
661,200010,פרדיס חלקי חילוף לרכב,0588,משפחת מוצר כללית,300.0,0.0,רם,,0.0,0.0,0.0,1,1,300.0,1,9.0,291.0,3.0,0.0,2024-03-01
662,200010,פרדיס חלקי חילוף לרכב,06490837,ציריה מחודשת,1058.4,0.0,רם,,0.0,0.0,0.0,1,1,529.06,1,15.87,513.18,3.0,0.0,2024-01-01
663,200010,פרדיס חלקי חילוף לרכב,06681379,ציריה מחודשת,900.0,0.0,רם,,0.0,0.0,0.0,1,1,450.0,1,13.5,436.5,3.0,0.0,2024-04-18
664,200010,פרדיס חלקי חילוף לרכב,06681382,ציריה מחודשת,900.0,0.0,רם,,0.0,0.0,0.0,1,1,450.0,1,13.5,436.5,3.0,0.0,2024-04-18
665,200010,פרדיס חלקי חילוף לרכב,06822167,ציריה מחודשת,1512.0,0.0,רם,,0.0,0.0,0.0,1,1,756.41,1,22.69,733.71,3.0,0.0,2024-02-01
666,200010,פרדיס חלקי חילוף לרכב,46390620GSP,ציריות,216.0,0.0,רם,,501.2,0.0,0.0,4,4,864.23,4,25.92,337.1,3.0,125.3,2024-03-17
667,200010,פרדיס חלקי חילוף לרכב,61370809YAS,הגה כוח,674.5,0.0,רם,,276.91,0.0,0.0,1,1,674.48,1,20.23,377.33,3.0,276.91,2024-01-21
668,200010,פרדיס חלקי חילוף לרכב,61372111YAS,הגה כוח,663.0,0.0,רם,,282.63,0.0,0.0,1,1,663.14,1,19.89,360.61,3.0,282.63,2024-08-09
669,200010,פרדיס חלקי חילוף לרכב,61680806GSP,הגה כוח,1016.0,0.0,רם,,609.49,0.0,0.0,1,1,1016.37,1,30.49,376.38,3.0,609.49,2024-09-24
670,200010,פרדיס חלקי חילוף לרכב,67451253LPR,משאבות בלם,395.0,0.0,רם,,186.5,0.0,0.0,2,2,395.0,2,11.85,196.65,3.0,93.25,2024-09-18
671,200010,פרדיס חלקי חילוף לרכב,68260509YAS,הגה מכני,250.0,0.0,רם,,120.58,0.0,0.0,1,1,249.96,1,7.49,121.88,3.0,120.58,2024-02-18
672,200010,פרדיס חלקי חילוף לרכב,68390302YAS,הגה מכני,384.0,0.0,רם,,136.33,0.0,0.0,1,1,384.09,1,11.52,236.23,3.0,136.33,2024-03-13
673,200010,פרדיס חלקי חילוף לרכב,68390321YAS,הגה מכני,190.0,0.0,רם,,269.68,0.0,0.0,2,2,379.62,2,11.38,98.55,3.0,134.84,2024-06-10
674,200010,פרדיס חלקי חילוף לרכב,68390625YAS,הגה מכני,285.5,0.0,רם,,275.97,0.0,0.0,2,2,571.07,2,17.13,277.96,3.0,137.98,2024-08-01
675,200010,פרדיס חלקי חילוף לרכב,68391029YAS,הגה מכני,376.0,0.0,רם,,149.63,0.0,0.0,1,1,376.2,1,11.28,215.28,3.0,149.63,2024-02-14
676,200010,פרדיס חלקי חילוף לרכב,68391029YAS,הגה מכני,376.0,0.0,רם,,299.25,0.0,0.0,2,2,751.88,2,22.55,430.07,3.0,149.63,2024-02-18
677,200010,פרדיס חלקי חילוף לרכב,68391333YAS,הגה מכני,324.5,0.0,רם,,124.16,0.0,0.0,1,1,324.58,1,9.73,190.68,3.0,124.16,2024-03-13
678,200010,פרדיס חלקי חילוף לרכב,68451135YAS,הגה מכני,322.5,0.0,רם,,279.3,0.0,0.0,2,2,645.42,2,19.36,346.75,3.0,139.65,2024-01-23
679,200010,פרדיס חלקי חילוף לרכב,68490304GSP,הגה מכני,498.5,0.0,רם,,598.18,0.0,0.0,2,2,996.71,2,29.9,368.62,3.0,299.09,2024-04-21
680,200010,פרדיס חלקי חילוף לרכב,68551945YAS,הגה מכני,270.0,0.0,רם,,133.64,0.0,0.0,1,1,270.06,1,8.1,128.31,3.0,133.64,2024-08-09
681,200010,פרדיס חלקי חילוף לרכב,71041416ER,משולשים,123.0,0.0,רם,,69.78,0.0,0.0,1,1,123.19,1,3.69,49.71,3.0,69.78,2024-03-19
682,200010,פרדיס חלקי חילוף לרכב,99760066,קניות שונות,5.0,0.0,רם,,5.0,0.0,0.0,1,1,5.0,1,0.15,-0.15,3.0,5.0,2024-08-01
683,200010,פרדיס חלקי חילוף לרכב,99760066,קניות שונות,5.0,0.0,רם,,5.0,0.0,0.0,1,1,5.0,1,0.15,-0.15,3.0,5.0,2024-01-21
684,200010,פרדיס חלקי חילוף לרכב,99760066,קניות שונות,5.0,0.0,רם,,5.0,0.0,0.0,1,1,5.0,1,0.15,-0.15,3.0,5.0,2024-01-23
685,200010,פרדיס חלקי חילוף לרכב,99760066,קניות שונות,5.0,0.0,רם,,5.0,0.0,0.0,1,1,5.0,1,0.15,-0.15,3.0,5.0,2024-02-14
686,200010,פרדיס חלקי חילוף לרכב,99760066,קניות שונות,5.0,0.0,רם,,5.0,0.0,0.0,1,1,5.0,1,0.15,-0.15,3.0,5.0,2024-02-18
687,200010,פרדיס חלקי חילוף לרכב,99760066,קניות שונות,5.0,0.0,רם,,5.0,0.0,0.0,1,1,5.0,1,0.15,-0.15,3.0,5.0,2024-03-13
688,200010,פרדיס חלקי חילוף לרכב,99760066,קניות שונות,5.0,0.0,רם,,5.0,0.0,0.0,1,1,5.0,1,0.15,-0.15,3.0,5.0,2024-03-17
689,200010,פרדיס חלקי חילוף לרכב,99760066,קניות שונות,5.0,0.0,רם,,5.0,0.0,0.0,1,1,5.0,1,0.15,-0.15,3.0,5.0,2024-04-21
690,200010,פרדיס חלקי חילוף לרכב,99760066,קניות שונות,5.0,0.0,רם,,5.0,0.0,0.0,1,1,5.0,1,0.15,-0.15,3.0,5.0,2024-08-09
691,200010,פרדיס חלקי חילוף לרכב,99760066,קניות שונות,5.0,0.0,רם,,5.0,0.0,0.0,1,1,5.0,1,0.15,-0.15,3.0,5.0,2024-09-18
692,200010,פרדיס חלקי חילוף לרכב,99760066,קניות שונות,5.0,0.0,רם,,5.0,0.0,0.0,1,1,5.0,1,0.15,-0.15,3.0,5.0,2024-09-24
693,200010,פרדיס חלקי חילוף לרכב,99760066,קניות שונות,5.0,0.0,רם,,5.0,0.0,0.0,1,1,5.0,1,0.15,-0.15,3.0,5.0,2024-06-10
694,200010,פרדיס חלקי חילוף לרכב,99760066,קניות שונות,5.0,0.0,רם,,5.0,0.0,0.0,1,1,5.01,1,0.15,-0.14,3.0,5.0,2024-03-19
695,200010,פרדיס חלקי חילוף לרכב,DISCOUNT,משפחת מוצר כללית,57.0,0.0,רם,,0.0,0.0,0.0,-1,-1,-57.0,-1,-1.71,-55.29,3.0,0.0,2024-08-09
696,200011,"נע חלקי חילוף בע""מ",05391482,הגאי כח הידראוליים מחודש,1250.0,0.0,ישראל בנינפלד,,0.0,0.0,0.0,1,1,624.79,1,18.74,606.04,3.0,0.0,2024-01-28
697,200011,"נע חלקי חילוף בע""מ",05391485,הגאי כח הידראוליים מחודש,1250.0,0.0,ישראל בנינפלד,,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,2024-01-30
698,200011,"נע חלקי חילוף בע""מ",0588,משפחת מוצר כללית,300.0,0.0,ישראל בנינפלד,,0.0,0.0,0.0,-1,-1,-299.89,-1,-8.99,-290.89,3.0,0.0,2024-05-19
699,200011,"נע חלקי חילוף בע""מ",0610,משפחת מוצר כללית,1480.0,0.0,ישראל בנינפלד,,0.0,0.0,0.0,-1,-1,-740.13,-1,-22.2,-717.92,3.0,0.0,2024-03-13
700,200011,"נע חלקי חילוף בע""מ",0610,משפחת מוצר כללית,1480.0,0.0,ישראל בנינפלד,,0.0,0.0,0.0,1,1,740.13,1,22.2,717.92,3.0,0.0,2024-02-14
701,200011,"נע חלקי חילוף בע""מ",06371571,ציריה מחודשת,1225.0,0.0,ישראל בנינפלד,,0.0,0.0,0.0,1,1,612.56,1,18.37,594.18,3.0,0.0,2024-06-03
702,200011,"נע חלקי חילוף בע""מ",06550310,ציריה מחודשת,1400.0,0.0,ישראל בנינפלד,,0.0,0.0,0.0,2,2,1400.14,2,42.0,1358.13,3.0,0.0,2024-06-03
703,200011,"נע חלקי חילוף בע""מ",06641265,ציריה מחודשת,1200.0,0.0,ישראל בנינפלד,,0.0,0.0,0.0,2,2,1200.11,2,36.0,1164.1,3.0,0.0,2024-06-03
704,200011,"נע חלקי חילוף בע""מ",0676,ציריה מחודשת,200.0,0.0,ישראל בנינפלד,,0.0,0.0,0.0,-1,-1,-200.04,-1,-6.0,-194.03,3.0,0.0,2024-03-13
705,200011,"נע חלקי חילוף בע""מ",0676,ציריה מחודשת,200.0,0.0,ישראל בנינפלד,,0.0,0.0,0.0,1,1,200.04,1,6.0,194.03,3.0,0.0,2024-02-14
706,200011,"נע חלקי חילוף בע""מ",41030204LPR,צלחות,95.0,0.0,ישראל בנינפלד,,122.56,0.0,0.0,2,2,190.09,2,5.7,61.82,3.0,61.28,2024-02-29
707,200011,"נע חלקי חילוף בע""מ",41030204LPR,צלחות,259.0,0.0,ישראל בנינפלד,,367.68,0.0,0.0,6,6,746.28,6,22.38,356.21,3.0,61.28,2024-03-03
708,200011,"נע חלקי חילוף בע""מ",41371516LPR,צלחות,89.0,0.0,ישראל בנינפלד,,245.56,0.0,0.0,4,4,356.06,4,10.68,99.81,3.0,61.39,2024-06-27
709,200011,"נע חלקי חילוף בע""מ",41371516LPR,צלחות,90.0,0.0,ישראל בנינפלד,,122.78,0.0,0.0,2,2,180.08,2,5.4,51.89,3.0,61.39,2024-02-29
710,200011,"נע חלקי חילוף בע""מ",41391423LONGKOU,צלחות,59.0,0.0,ישראל בנינפלד,,117.68,0.0,0.0,4,4,236.01,4,7.08,111.24,3.0,29.42,2024-08-08
711,200011,"נע חלקי חילוף בע""מ",41391708LPR,צלחות,119.0,0.0,ישראל בנינפלד,,785.2,0.0,0.0,10,10,1190.22,10,35.7,369.31,3.0,76.65,2024-06-27
712,200011,"נע חלקי חילוף בע""מ",41391708LPR,צלחות,126.0,0.0,ישראל בנינפלד,,766.5,0.0,0.0,10,10,1259.96,10,37.79,455.66,3.0,76.65,2024-07-10
713,200011,"נע חלקי חילוף בע""מ",41391708LPR,צלחות,135.5,0.0,ישראל בנינפלד,,942.24,0.0,0.0,12,12,1625.97,12,48.77,634.95,3.0,76.65,2024-05-08
714,200011,"נע חלקי חילוף בע""מ",41490315LPR,צלחות,66.0,0.0,ישראל בנינפלד,,169.34,0.0,0.0,4,4,264.23,4,7.92,86.96,3.0,42.33,2024-02-29
715,200011,"נע חלקי חילוף בע""מ",41491614LPR,צלחות,135.0,0.0,ישראל בנינפלד,,180.85,0.0,0.0,2,2,270.13,2,8.1,81.17,3.0,90.42,2024-02-29
716,200011,"נע חלקי חילוף בע""מ",46020702GSP,ציריות,504.0,0.0,ישראל בנינפלד,,256.07,0.0,0.0,2,2,504.4,2,15.13,233.19,3.0,125.57,2024-04-02
717,200011,"נע חלקי חילוף בע""מ",46020806GSP,ציריות,520.0,0.0,ישראל בנינפלד,,296.8,0.0,0.0,2,2,519.79,2,15.59,207.39,3.0,148.4,2024-07-31
718,200011,"נע חלקי חילוף בע""מ",46021201GSP,ציריות,590.0,0.0,ישראל בנינפלד,,257.22,0.0,0.0,2,2,589.87,2,17.69,314.95,3.0,128.61,2024-09-19
719,200011,"נע חלקי חילוף בע""מ",46030200GSP,ציריות,530.0,0.0,ישראל בנינפלד,,268.9,0.0,0.0,2,2,529.91,2,15.89,245.11,3.0,131.98,2024-01-24
720,200011,"נע חלקי חילוף בע""מ",46030200GSP,ציריות,530.0,0.0,ישראל בנינפלד,,268.9,0.0,0.0,2,2,530.04,2,15.9,245.23,3.0,131.98,2024-01-02
721,200011,"נע חלקי חילוף בע""מ",46030207GSP,ציריות,433.0,0.0,ישראל בנינפלד,,220.21,0.0,0.0,2,2,389.62,2,11.68,157.72,3.0,110.11,2024-05-05
722,200011,"נע חלקי חילוף בע""מ",46030207GSP,ציריות,433.0,0.0,ישראל בנינפלד,,220.21,0.0,0.0,2,2,432.93,2,12.98,199.73,3.0,110.11,2024-01-24
723,200011,"נע חלקי חילוף בע""מ",46040321GSP,ציריות,580.0,0.0,ישראל בנינפלד,,130.07,0.0,0.0,1,1,289.87,1,8.69,151.1,3.0,130.07,2024-08-05
724,200011,"נע חלקי חילוף בע""מ",46370310GSP,ציריות,609.0,0.0,ישראל בנינפלד,,154.54,0.0,0.0,1,1,304.45,1,9.13,140.77,3.0,173.46,2024-01-24
725,200011,"נע חלקי חילוף בע""מ",46370311GSP,ציריות,528.0,0.0,ישראל בנינפלד,,134.04,0.0,0.0,1,1,263.96,1,7.91,122.0,3.0,150.44,2024-01-24
726,200011,"נע חלקי חילוף בע""מ",46370316GSP,ציריות,527.0,0.0,ישראל בנינפלד,,152.75,0.0,0.0,1,1,263.37,1,7.9,102.71,3.0,152.75,2024-04-06
727,200011,"נע חלקי חילוף בע""מ",46370582GSP,ציריות,185.5,0.0,ישראל בנינפלד,,107.61,0.0,0.0,1,1,185.59,1,5.56,72.41,3.0,107.61,2024-05-27
728,200011,"נע חלקי חילוף בע""מ",46370785GSP,ציריות,303.5,0.0,ישראל בנינפלד,,-176.75,0.0,0.0,-1,-1,-303.53,-1,-9.1,-117.67,3.0,151.15,2024-03-20
729,200011,"נע חלקי חילוף בע""מ",46370785GSP,ציריות,303.5,0.0,ישראל בנינפלד,,154.12,0.0,0.0,1,1,303.54,1,9.1,140.31,3.0,151.15,2024-01-01
730,200011,"נע חלקי חילוף בע""מ",46370785GSP,ציריות,304.5,0.0,ישראל בנינפלד,,353.5,0.0,0.0,2,2,608.68,2,18.26,236.91,3.0,151.15,2024-04-30
731,200011,"נע חלקי חילוף בע""מ",46370887GSP,ציריות,294.0,0.0,ישראל בנינפלד,,511.32,0.0,0.0,3,3,881.92,3,26.45,344.14,3.0,145.75,2024-04-14
732,200011,"נע חלקי חילוף בע""מ",46371089GSP,ציריות,590.0,0.0,ישראל בנינפלד,,168.24,0.0,0.0,1,1,295.0,1,8.85,117.91,3.0,143.86,2024-02-05
733,200011,"נע חלקי חילוף בע""מ",46371089GSP,ציריות,590.0,0.0,ישראל בנינפלד,,1009.44,0.0,0.0,6,6,1651.66,6,49.54,592.67,3.0,287.72,2024-05-05
734,200011,"נע חלקי חילוף בע""מ",46371089GSP,ציריות,601.0,0.0,ישראל בנינפלד,,672.96,0.0,0.0,4,4,1153.97,4,34.61,446.39,3.0,143.86,2024-02-20
735,200011,"נע חלקי חילוף בע""מ",46371500GSP,ציריות,550.0,0.0,ישראל בנינפלד,,134.85,0.0,0.0,1,1,247.54,1,7.42,105.26,3.0,100.32,2024-10-04
736,200011,"נע חלקי חילוף בע""מ",46371502GSP,ציריות,590.0,0.0,ישראל בנינפלד,,161.22,0.0,0.0,1,1,265.54,1,7.96,96.35,3.0,133.7,2024-10-04
737,200011,"נע חלקי חילוף בע""מ",46371543GSP,ציריות,650.0,0.0,ישראל בנינפלד,,349.92,0.0,0.0,2,2,585.08,2,17.55,217.6,3.0,130.17,2024-10-04
738,200011,"נע חלקי חילוף בע""מ",46371544GSP,ציריות,550.0,0.0,ישראל בנינפלד,,265.74,0.0,0.0,2,2,495.07,2,14.85,214.47,3.0,98.85,2024-10-04
739,200011,"נע חלקי חילוף בע""מ",46371616GSP,ציריות,793.0,0.0,ישראל בנינפלד,,223.25,0.0,0.0,1,1,396.7,1,11.9,161.54,3.0,223.25,2024-06-24
740,200011,"נע חלקי חילוף בע""מ",46371617GSP,ציריות,617.0,0.0,ישראל בנינפלד,,174.91,0.0,0.0,1,1,308.67,1,9.26,124.49,3.0,174.91,2024-08-25
741,200011,"נע חלקי חילוף בע""מ",46391002GSP,ציריות,570.0,0.0,ישראל בנינפלד,,169.88,0.0,0.0,1,1,284.74,1,8.54,106.31,3.0,169.88,2024-02-18
742,200011,"נע חלקי חילוף בע""מ",46391453GSP,ציריות,421.0,0.0,ישראל בנינפלד,,122.08,0.0,0.0,1,1,210.38,1,6.31,81.98,3.0,122.08,2024-03-31
743,200011,"נע חלקי חילוף בע""מ",46391763GSP,ציריות,539.0,0.0,ישראל בנינפלד,,137.04,0.0,0.0,1,1,269.36,1,8.08,124.23,3.0,134.39,2024-07-02
744,200011,"נע חלקי חילוף בע""מ",46392225GSP,ציריות,560.0,0.0,ישראל בנינפלד,,162.54,0.0,0.0,1,1,280.18,1,8.4,109.23,3.0,162.54,2024-06-30
745,200011,"נע חלקי חילוף בע""מ",46392226GSP,ציריות,443.0,0.0,ישראל בנינפלד,,128.61,0.0,0.0,1,1,221.65,1,6.64,86.39,3.0,128.61,2024-06-30
746,200011,"נע חלקי חילוף בע""מ",46450115GSP,ציריות,847.0,0.0,ישראל בנינפלד,,184.99,0.0,0.0,1,1,381.09,1,11.43,184.66,3.0,184.99,2024-08-04
747,200011,"נע חלקי חילוף בע""מ",46450116GSP,ציריות,630.0,0.0,ישראל בנינפלד,,275.73,0.0,0.0,2,2,566.9,2,17.0,274.16,3.0,137.87,2024-08-04
748,200011,"נע חלקי חילוף בע""מ",46451209GSP,ציריות,169.0,0.0,ישראל בנינפלד,,120.41,0.0,0.0,1,1,168.97,1,5.06,43.49,3.0,120.41,2024-07-23
749,200011,"נע חלקי חילוף בע""מ",46451209GSP,ציריות,400.0,0.0,ישראל בנינפלד,,361.23,0.0,0.0,3,3,584.19,3,17.52,205.43,3.0,240.82,2024-01-14
750,200011,"נע חלקי חילוף בע""מ",46451209GSP,ציריות,415.0,0.0,ישראל בנינפלד,,120.41,0.0,0.0,1,1,207.61,1,6.22,80.97,3.0,120.41,2024-06-23
751,200011,"נע חלקי חילוף בע""מ",46451212GSP,ציריות,169.0,0.0,ישראל בנינפלד,,121.38,0.0,0.0,1,1,168.98,1,5.06,42.53,3.0,103.8,2024-07-23
752,200011,"נע חלקי חילוף בע""מ",46451212GSP,ציריות,419.0,0.0,ישראל בנינפלד,,121.38,0.0,0.0,1,1,209.61,1,6.28,81.94,3.0,103.8,2024-06-23
753,200011,"נע חלקי חילוף בע""מ",46451212GSP,ציריות,419.0,0.0,ישראל בנינפלד,,242.76,0.0,0.0,2,2,418.93,2,12.56,163.6,3.0,103.8,2024-03-27
754,200011,"נע חלקי חילוף בע""מ",46451212GSP,ציריות,419.0,0.0,ישראל בנינפלד,,242.76,0.0,0.0,2,2,418.93,2,12.56,163.6,3.0,103.8,2024-04-06
755,200011,"נע חלקי חילוף בע""מ",46451212GSP,ציריות,419.0,0.0,ישראל בנינפלד,,242.76,0.0,0.0,2,2,418.93,2,12.56,163.6,3.0,103.8,2024-08-21
756,200011,"נע חלקי חילוף בע""מ",46451212GSP,ציריות,420.0,0.0,ישראל בנינפלד,,485.52,0.0,0.0,4,4,802.49,4,24.07,292.89,3.0,207.6,2024-01-14
757,200011,"נע חלקי חילוף בע""מ",46451213GSP,ציריות,420.0,0.0,ישראל בנינפלד,,253.34,0.0,0.0,2,2,403.31,2,12.09,137.87,3.0,108.32,2024-01-14
758,200011,"נע חלקי חילוף בע""מ",46451213GSP,ציריות,465.0,0.0,ישראל בנינפלד,,216.64,0.0,0.0,2,2,465.08,2,13.95,234.48,3.0,108.32,2024-09-10
759,200011,"נע חלקי חילוף בע""מ",46451222GSP,ציריות,450.0,0.0,ישראל בנינפלד,,128.74,0.0,0.0,1,1,224.91,1,6.74,89.42,3.0,128.74,2024-07-04
760,200011,"נע חלקי חילוף בע""מ",46451222GSP,ציריות,450.0,0.0,ישראל בנינפלד,,128.74,0.0,0.0,1,1,225.08,1,6.75,89.58,3.0,128.74,2024-06-10
761,200011,"נע חלקי חילוף בע""מ",46451222GSP,ציריות,469.0,0.0,ישראל בנינפלד,,119.15,0.0,0.0,1,1,234.54,1,7.03,108.35,3.0,128.74,2024-02-01
762,200011,"נע חלקי חילוף בע""מ",46451223GSP,ציריות,649.0,0.0,ישראל בנינפלד,,165.16,0.0,0.0,1,1,324.56,1,9.73,149.66,3.0,165.16,2024-02-01
763,200011,"נע חלקי חילוף בע""מ",46451223GSP,ציריות,649.0,0.0,ישראל בנינפלד,,165.16,0.0,0.0,1,1,324.62,1,9.73,149.72,3.0,165.16,2024-06-10
764,200011,"נע חלקי חילוף בע""מ",46451226GSP,ציריות,723.0,0.0,ישראל בנינפלד,,208.42,0.0,0.0,1,1,347.16,1,10.41,128.32,3.0,208.42,2024-03-13
765,200011,"נע חלקי חילוף בע""מ",46451226GSP,ציריות,723.0,0.0,ישראל בנינפלד,,208.42,0.0,0.0,1,1,361.72,1,10.85,142.44,3.0,208.42,2024-05-15
766,200011,"נע חלקי חילוף בע""מ",46451227GSP,ציריות,523.0,0.0,ישראל בנינפלד,,143.72,0.0,0.0,1,1,251.13,1,7.53,99.87,3.0,143.72,2024-03-13
767,200011,"נע חלקי חילוף בע""מ",46451233GSP,ציריות,680.0,0.0,ישראל בנינפלד,,197.78,0.0,0.0,1,1,306.04,1,9.18,99.07,3.0,197.78,2024-10-04
768,200011,"נע חלקי חילוף בע""מ",46451415GSP,ציריות,371.0,0.0,ישראל בנינפלד,,215.22,0.0,0.0,2,2,370.82,2,11.12,144.47,3.0,92.02,2024-05-29
769,200011,"נע חלקי חילוף בע""מ",46451415GSP,ציריות,371.0,0.0,ישראל בנינפלד,,215.22,0.0,0.0,2,2,371.07,2,11.13,144.71,3.0,92.02,2024-03-21
770,200011,"נע חלקי חילוף בע""מ",46451415GSP,ציריות,371.0,0.0,ישראל בנינפלד,,215.22,0.0,0.0,2,2,371.07,2,11.13,144.71,3.0,92.02,2024-04-17
771,200011,"נע חלקי חילוף בע""מ",46451415GSP,ציריות,374.0,0.0,ישראל בנינפלד,,107.61,0.0,0.0,1,1,187.3,1,5.61,74.07,3.0,92.02,2024-08-02
772,200011,"נע חלקי חילוף בע""מ",46451415GSP,ציריות,374.0,0.0,ישראל בנינפלד,,215.22,0.0,0.0,2,2,359.1,2,10.77,133.1,3.0,92.02,2024-02-15
773,200011,"נע חלקי חילוף בע""מ",46451416GSP,ציריות,387.0,0.0,ישראל בנינפלד,,112.11,0.0,0.0,1,1,193.41,1,5.8,75.49,3.0,112.11,2024-05-29
774,200011,"נע חלקי חילוף בע""מ",46451523GSP,ציריות,428.0,0.0,ישראל בנינפלד,,-138.46,0.0,0.0,-1,-1,-213.68,-1,-6.41,-68.8,3.0,109.98,2024-08-18
775,200011,"נע חלקי חילוף בע""מ",46451524GSP,ציריות,411.0,0.0,ישראל בנינפלד,,119.22,0.0,0.0,1,1,205.26,1,6.15,79.88,3.0,119.22,2024-01-04
776,200011,"נע חלקי חילוף בע""מ",46451527GSP,ציריות,342.5,0.0,ישראל בנינפלד,,198.77,0.0,0.0,1,1,342.37,1,10.27,133.32,3.0,198.77,2024-09-04
777,200011,"נע חלקי חילוף בע""מ",46451527GSP,ציריות,685.0,0.0,ישראל בנינפלד,,397.54,0.0,0.0,2,2,657.68,2,19.73,240.4,3.0,198.77,2024-02-29
778,200011,"נע חלקי חילוף בע""מ",46451528GSP,ציריות,683.0,0.0,ישראל בנינפלד,,-198.77,0.0,0.0,-1,-1,-327.88,-1,-9.83,-119.27,3.0,198.77,2024-03-20
779,200011,"נע חלקי חילוף בע""מ",46451528GSP,ציריות,683.0,0.0,ישראל בנינפלד,,173.32,0.0,0.0,1,1,327.49,1,9.82,144.34,3.0,198.77,2024-02-19
780,200011,"נע חלקי חילוף בע""מ",46451528GSP,ציריות,685.0,0.0,ישראל בנינפלד,,397.54,0.0,0.0,2,2,684.74,2,20.54,266.65,3.0,198.77,2024-12-05
781,200011,"נע חלקי חילוף בע""מ",46451533GSP,ציריות,508.0,0.0,ישראל בנינפלד,,288.27,0.0,0.0,2,2,487.74,2,14.63,184.83,3.0,144.14,2024-02-29
782,200011,"נע חלקי חילוף בע""מ",46451534GSP,ציריות,342.5,0.0,ישראל בנינפלד,,-198.77,0.0,0.0,-1,-1,-342.39,-1,-10.27,-133.34,3.0,198.77,2024-08-05
783,200011,"נע חלקי חילוף בע""מ",46451534GSP,ציריות,342.5,0.0,ישראל בנינפלד,,198.77,0.0,0.0,1,1,342.37,1,10.27,133.32,3.0,198.77,2024-09-04
784,200011,"נע חלקי חילוף בע""מ",46451534GSP,ציריות,685.0,0.0,ישראל בנינפלד,,198.77,0.0,0.0,1,1,342.85,1,10.28,133.79,3.0,198.77,2024-05-13
785,200011,"נע חלקי חילוף בע""מ",46451534GSP,ציריות,685.0,0.0,ישראל בנינפלד,,397.54,0.0,0.0,2,2,657.4,2,19.72,240.13,3.0,198.77,2024-02-29
786,200011,"נע חלקי חילוף בע""מ",46490302GSP,ציריות,635.0,0.0,ישראל בנינפלד,,196.45,0.0,0.0,1,1,317.22,1,9.51,111.25,3.0,196.45,2024-01-29
787,200011,"נע חלקי חילוף בע""מ",46551920GSP,ציריות,482.0,0.0,ישראל בנינפלד,,-124.74,0.0,0.0,-1,-1,-241.06,-1,-7.23,-109.08,3.0,146.32,2024-01-14
788,200011,"נע חלקי חילוף בע""מ",46580111GSP,ציריות,546.0,0.0,ישראל בנינפלד,,138.65,0.0,0.0,1,1,272.78,1,8.18,125.94,3.0,159.01,2024-07-01
789,200011,"נע חלקי חילוף בע""מ",46580111GSP,ציריות,548.0,0.0,ישראל בנינפלד,,159.01,0.0,0.0,1,1,273.64,1,8.2,106.42,3.0,159.01,2024-12-09
790,200011,"נע חלקי חילוף בע""מ",46620205GSP,ציריות,409.0,0.0,ישראל בנינפלד,,474.2,0.0,0.0,4,4,785.47,4,23.56,287.7,3.0,118.55,2024-03-13
791,200011,"נע חלקי חילוף בע""מ",46620611GSP,ציריות,200.0,0.0,ישראל בנינפלד,,232.26,0.0,0.0,2,2,399.74,2,11.99,155.48,3.0,99.31,2024-03-24
792,200011,"נע חלקי חילוף בע""מ",46620913GSP,ציריות,401.0,0.0,ישראל בנינפלד,,464.68,0.0,0.0,4,4,769.82,4,23.09,282.04,3.0,99.34,2024-02-29
793,200011,"נע חלקי חילוף בע""מ",46621115GSP,ציריות,396.0,0.0,ישראל בנינפלד,,490.76,0.0,0.0,4,4,760.22,4,22.8,246.65,3.0,97.46,2024-02-29
794,200011,"נע חלקי חילוף בע""מ",46621217GSP,ציריות,381.0,0.0,ישראל בנינפלד,,221.14,0.0,0.0,2,2,381.32,2,11.43,148.74,3.0,110.57,2024-08-21
795,200011,"נע חלקי חילוף בע""מ",46641212GSP,ציריות,586.0,0.0,ישראל בנינפלד,,334.96,0.0,0.0,2,2,527.31,2,15.81,176.53,3.0,167.48,2024-04-04
796,200011,"נע חלקי חילוף בע""מ",46641212GSP,ציריות,586.0,0.0,ישראל בנינפלד,,502.44,0.0,0.0,3,3,790.99,3,23.72,264.82,3.0,167.48,2024-04-24
797,200011,"נע חלקי חילוף בע""מ",46641213GSP,ציריות,167.0,0.0,ישראל בנינפלד,,234.46,0.0,0.0,2,2,334.15,2,10.02,89.66,3.0,234.46,2024-07-23
