,מספר לקוח,שם לקוח,מק'ט,תאור משפחת מוצר,מחיר ליחידה,הנחה כללית (%),שם סוכן,מוצר משלים,עלות (שח),עלות יצוא (שח),עלויות נוספות(שח),כמות (ללא סיכום),כמות,סכום (שח),כמות ביח' מפעל,עמלת סוכן (שח),רווח (שח),עמלת סוכן (%),עלות ליחידה (שח),תאריך
0,200002,".ארי חלקי חילוף ב""מ",48780771GSP,נאבות,291.0,0.0,ישראל בליטי,,-79.0,0.0,0.0,-1,-1,-145.7,-1,-4.37,-62.32,3.0,79.0,2024-01-05
1,200002,".ארי חלקי חילוף ב""מ",50370302GSP,תושבות מנוע,169.9,0.0,ישראל בליטי,,-40.69,0.0,0.0,-1,-1,-85.06,-1,-2.55,-41.81,3.0,40.69,2024-01-05
2,200005,אל עבודי מוסך,35390973LPR,דיסקיות,163.0,0.0,רשות פלסטינית,,53.06,0.0,0.0,1,1,73.35,1,2.2,18.08,3.0,53.06,2024-07-10
3,200005,אל עבודי מוסך,35480801LPR,דיסקיות,189.0,0.0,רשות פלסטינית,,614.7,0.0,0.0,10,10,850.5,10,25.51,210.28,3.0,61.47,2024-06-30
4,200005,אל עבודי מוסך,35480897LPR,דיסקיות,191.0,0.0,רשות פלסטינית,,622.2,0.0,0.0,10,10,859.5,10,25.78,211.51,3.0,62.22,2024-06-30
5,200005,אל עבודי מוסך,35490115LPR,דיסקיות,139.0,0.0,רשות פלסטינית,,226.25,0.0,0.0,5,5,312.75,5,9.38,77.11,3.0,45.25,2024-03-21
6,200005,אל עבודי מוסך,35490115LPR,דיסקיות,139.0,0.0,רשות פלסטינית,,452.5,0.0,0.0,10,10,625.5,10,18.76,154.23,3.0,45.25,2024-04-21
7,200005,אל עבודי מוסך,35550809MATEC,דיסקיות,81.0,0.0,רשות פלסטינית,,346.4,0.0,0.0,20,20,729.0,20,21.87,360.73,3.0,17.32,2024-07-10
8,200005,אל עבודי מוסך,35570259LPR,דיסקיות,92.0,0.0,דניאל שירזי,,119.32,0.0,0.0,5,5,230.0,5,6.9,103.78,3.0,23.86,2024-01-15
9,200005,אל עבודי מוסך,35580108MATEC,דיסקיות,90.0,0.0,רשות פלסטינית,,96.6,0.0,0.0,5,5,202.5,5,6.07,99.82,3.0,19.32,2024-07-10
10,200005,אל עבודי מוסך,35580167LPR,דיסקיות,106.0,0.0,רשות פלסטינית,,124.88,0.0,0.0,4,4,190.8,4,5.72,60.19,3.0,29.84,2024-02-09
11,200005,אל עבודי מוסך,35580173LPR,דיסקיות,80.0,0.0,רשות פלסטינית,,246.25,0.0,0.0,5,5,400.0,5,12.0,141.75,3.0,51.69,2024-02-09
12,200005,אל עבודי מוסך,35580173LPR,דיסקיות,201.0,0.0,רשות פלסטינית,,98.51,0.0,0.0,2,2,201.0,2,6.03,96.46,3.0,51.69,2024-03-18
13,200005,אל עבודי מוסך,35780355LPR,דיסקיות,78.0,0.0,דניאל שירזי,,489.17,0.0,0.0,10,10,780.0,10,23.4,267.43,3.0,46.65,2024-01-15
14,200005,אל עבודי מוסך,35780355LPR,דיסקיות,165.0,0.0,רשות פלסטינית,,466.5,0.0,0.0,10,10,742.5,10,22.27,253.72,3.0,46.65,2024-07-10
15,200005,אל עבודי מוסך,35821223LPR,דיסקיות,127.0,0.0,רשות פלסטינית,,227.0,0.0,0.0,6,6,381.0,6,11.43,142.57,3.0,30.47,2024-03-18
16,200005,אל עבודי מוסך,41391425LONGKOU,צלחות,99.0,0.0,רשות פלסטינית,,162.96,0.0,0.0,6,6,267.3,6,8.01,96.32,3.0,27.16,2024-07-10
17,200005,אל עבודי מוסך,41490802LPR,צלחות,255.0,0.0,רשות פלסטינית,,800.94,0.0,0.0,10,10,1147.5,10,34.42,312.13,3.0,80.09,2024-03-21
18,200005,אל עבודי מוסך,41581110LPR,צלחות,230.0,0.0,דניאל שירזי,,101.72,0.0,0.0,2,2,230.0,2,6.9,121.38,3.0,50.86,2024-01-15
19,200005,אל עבודי מוסך,41641315LPR,צלחות,357.0,0.0,דניאל שירזי,,225.02,0.0,0.0,2,2,321.3,2,9.63,86.64,3.0,112.51,2024-01-15
20,200005,אל עבודי מוסך,41780303LONGKOU,צלחות,184.0,0.0,דניאל שירזי,,195.6,0.0,0.0,4,4,353.28,4,10.59,147.08,3.0,51.07,2024-01-15
21,200005,אל עבודי מוסך,41780303LONGKOU,צלחות,186.0,0.0,רשות פלסטינית,,1021.4,0.0,0.0,20,20,1674.0,20,50.22,602.38,3.0,51.07,2024-07-10
22,200005,אל עבודי מוסך,41780309LONGKOU,צלחות,127.0,0.0,דניאל שירזי,,130.39,0.0,0.0,4,4,243.84,4,7.31,106.13,3.0,32.6,2024-01-15
23,200005,אל עבודי מוסך,46780365GSP,ציריות,540.0,0.0,רשות פלסטינית,,156.59,0.0,0.0,1,1,270.0,1,8.1,105.31,3.0,134.81,2024-03-18
24,200005,אל עבודי מוסך,47780553GSP,פעמונים,248.0,0.0,רשות פלסטינית,,372.05,0.0,0.0,5,5,620.0,5,18.6,229.35,3.0,56.37,2024-03-18
25,200005,אל עבודי מוסך,47781503GSP,פעמונים,224.0,0.0,רשות פלסטינית,,673.4,0.0,0.0,10,10,1120.0,10,33.6,413.0,3.0,51.01,2024-03-18
26,200005,אל עבודי מוסך,48610102GSP,נאבות,256.0,0.0,רשות פלסטינית,,184.74,0.0,0.0,3,3,384.0,3,11.52,187.74,3.0,61.58,2024-03-18
27,200005,אל עבודי מוסך,48780369GSP,נאבות,279.0,0.0,רשות פלסטינית,,362.4,0.0,0.0,4,4,558.0,4,16.74,178.86,3.0,90.6,2024-07-10
28,200005,אל עבודי מוסך,48781602GSP,נאבות,630.0,0.0,רשות פלסטינית,,261.5,0.0,0.0,2,2,630.0,2,18.9,349.6,3.0,130.75,2024-07-10
29,200005,אל עבודי מוסך,50021078BIRTH,תושבות מנוע,307.0,0.0,דניאל שירזי,,153.0,0.0,0.0,1,1,153.5,1,4.6,-4.1,3.0,153.0,2024-01-15
30,200005,אל עבודי מוסך,50551927GSP,תושבות מנוע,620.0,0.0,דניאל שירזי,,148.38,0.0,0.0,1,1,310.0,1,9.3,152.32,3.0,148.38,2024-01-15
31,200005,אל עבודי מוסך,56492308EXEDY,מצמדים,1195.0,0.0,רשות פלסטינית,,1157.0,0.0,0.0,2,2,2390.0,2,71.7,1161.3,3.0,578.5,2024-07-10
32,200005,אל עבודי מוסך,59780302GSP,בולמים,287.0,0.0,רשות פלסטינית,,402.24,0.0,0.0,4,4,574.0,4,17.22,154.54,3.0,100.56,2024-07-10
33,200005,אל עבודי מוסך,59780302GSP,בולמים,287.0,0.0,רשות פלסטינית,,603.36,0.0,0.0,6,6,774.9,6,23.24,148.29,3.0,100.56,2024-02-09
34,200005,אל עבודי מוסך,59780303GSP,בולמים,131.0,0.0,רשות פלסטינית,,69.54,0.0,0.0,2,2,117.9,2,3.53,44.82,3.0,34.77,2024-02-09
35,200005,אל עבודי מוסך,61490825YAS,הגה כוח,580.0,0.0,רשות פלסטינית,,1001.04,0.0,0.0,4,4,2320.0,4,69.6,1249.36,3.0,250.26,2024-04-03
36,200005,אל עבודי מוסך,63580100DOLZ,משאבות מים,249.0,0.0,רשות פלסטינית,,198.06,0.0,0.0,3,3,373.5,3,11.2,164.23,3.0,66.02,2024-07-10
37,200005,אל עבודי מוסך,63580271DOLZ,משאבות מים,150.0,0.0,רשות פלסטינית,,-84.16,0.0,0.0,-2,-2,-150.0,-2,-4.5,-61.34,3.0,46.73,2024-03-26
38,200005,אל עבודי מוסך,71390904ER,משולשים,428.0,0.0,דניאל שירזי,,135.11,0.0,0.0,1,1,214.0,1,6.42,72.47,3.0,135.11,2024-01-15
39,200005,אל עבודי מוסך,71390905ER,משולשים,428.0,0.0,דניאל שירזי,,130.86,0.0,0.0,1,1,214.0,1,6.42,76.72,3.0,130.86,2024-01-15
40,200005,אל עבודי מוסך,71490800ER,משולשים,130.0,0.0,רשות פלסטינית,,207.4,0.0,0.0,2,2,260.0,2,7.8,44.8,3.0,103.7,2024-07-10
41,200005,אל עבודי מוסך,71490800ER,משולשים,130.0,0.0,רשות פלסטינית,,311.1,0.0,0.0,3,3,390.0,3,11.7,67.2,3.0,103.7,2024-03-18
42,200005,אל עבודי מוסך,71490801ER,משולשים,130.0,0.0,רשות פלסטינית,,258.48,0.0,0.0,3,3,390.0,3,11.7,119.82,3.0,86.16,2024-03-18
43,200005,אל עבודי מוסך,71641302ER,משולשים,159.0,0.0,רשות פלסטינית,,-163.11,0.0,0.0,-2,-2,-318.0,-2,-9.54,-145.35,3.0,81.55,2024-01-16
44,200005,אל עבודי מוסך,71641303ER,משולשים,159.0,0.0,רשות פלסטינית,,-244.0,0.0,0.0,-2,-2,-318.0,-2,-9.54,-64.46,3.0,122.0,2024-01-16
45,200005,אל עבודי מוסך,71641348ER,משולשים,250.53,0.0,דניאל שירזי,,170.36,0.0,0.0,2,2,250.53,2,7.51,72.65,3.0,85.18,2024-01-15
46,200005,אל עבודי מוסך,71641348ER,משולשים,284.0,0.0,רשות פלסטינית,,170.36,0.0,0.0,2,2,284.0,2,8.52,105.12,3.0,85.18,2024-07-10
47,200005,אל עבודי מוסך,71641349ER,משולשים,250.53,0.0,דניאל שירזי,,170.36,0.0,0.0,2,2,250.53,2,7.51,72.65,3.0,85.18,2024-01-15
48,200005,אל עבודי מוסך,71641349ER,משולשים,284.0,0.0,רשות פלסטינית,,170.36,0.0,0.0,2,2,284.0,2,8.52,105.12,3.0,85.18,2024-07-10
49,200005,אל עבודי מוסך,72390910ER,מוטות מייצב,49.0,0.0,דניאל שירזי,,77.3,0.0,0.0,5,5,122.5,5,3.67,41.52,3.0,15.46,2024-01-15
50,200005,אל עבודי מוסך,72390911ER,מוטות מייצב,49.0,0.0,דניאל שירזי,,80.0,0.0,0.0,5,5,122.5,5,3.67,38.82,3.0,16.0,2024-01-15
51,200005,אל עבודי מוסך,72580102ER,מוטות מייצב,19.0,0.0,דניאל שירזי,,130.0,0.0,0.0,10,10,190.0,10,5.7,54.3,3.0,13.0,2024-01-15
52,200005,אל עבודי מוסך,72580104ER,מוטות מייצב,27.0,0.0,דניאל שירזי,,200.0,0.0,0.0,10,10,270.0,10,8.1,61.9,3.0,20.0,2024-01-15
53,200005,אל עבודי מוסך,72641306ER,מוטות מייצב,49.0,0.0,דניאל שירזי,,160.0,0.0,0.0,10,10,245.0,10,7.35,77.65,3.0,16.0,2024-01-15
54,200005,אל עבודי מוסך,72761035GSP,מוטות מייצב,42.0,0.0,דניאל שירזי,,122.7,0.0,0.0,10,10,210.0,10,6.3,81.0,3.0,12.27,2024-01-15
55,200005,אל עבודי מוסך,72780302ER,מוטות מייצב,51.0,0.0,רשות פלסטינית,,241.06,0.0,0.0,17,17,390.15,17,11.7,137.38,3.0,14.18,2024-02-09
56,200005,אל עבודי מוסך,72900700ER,מוטות מייצב,65.0,0.0,דניאל שירזי,,126.96,0.0,0.0,6,6,195.0,6,5.85,62.19,3.0,21.16,2024-01-15
57,200005,אל עבודי מוסך,73491614ER,קצוות הגה,53.0,0.0,רשות פלסטינית,,74.43,0.0,0.0,5,5,132.5,5,3.97,54.09,3.0,14.89,2024-03-18
58,200005,אל עבודי מוסך,73780325BAW,קצוות הגה,20.0,0.0,דניאל שירזי,,713.1,0.0,0.0,30,30,600.0,30,18.0,-131.1,3.0,23.77,2024-01-15
59,200005,אל עבודי מוסך,73780327BAW,קצוות הגה,20.0,0.0,דניאל שירזי,,237.7,0.0,0.0,10,10,200.0,10,6.0,-43.7,3.0,23.77,2024-01-15
60,200005,אל עבודי מוסך,74491624ER,תפוחי פרונט,93.0,0.0,רשות פלסטינית,,194.58,0.0,0.0,6,6,279.0,6,8.37,76.05,3.0,32.43,2024-03-18
61,200005,אל עבודי מוסך,74780304ER,תפוחי פרונט,26.0,0.0,דניאל שירזי,,184.0,0.0,0.0,10,10,260.0,10,7.8,68.2,3.0,18.4,2024-01-15
62,200005,אל עבודי מוסך,90480808GSP,מיכלי עיבוי,174.0,0.0,דניאל שירזי,,106.68,0.0,0.0,2,2,174.0,2,5.22,62.1,3.0,53.34,2024-01-15
63,200005,אל עבודי מוסך,90480808GSP,מיכלי עיבוי,174.0,0.0,דניאל שירזי,,106.68,0.0,0.0,2,2,174.0,2,5.22,62.1,3.0,53.34,2024-05-26
64,200005,אל עבודי מוסך,90580101GSP,מיכלי עיבוי,91.0,0.0,דניאל שירזי,,57.48,0.0,0.0,2,2,91.0,2,2.73,30.79,3.0,28.74,2024-05-26
65,200005,אל עבודי מוסך,99760066,קניות שונות,5.0,0.0,דניאל שירזי,,5.0,0.0,0.0,1,1,5.0,1,0.15,-0.15,3.0,5.0,2024-05-26
66,200005,אל עבודי מוסך,99760066,קניות שונות,5.0,0.0,רשות פלסטינית,,5.0,0.0,0.0,1,1,5.0,1,0.15,-0.15,3.0,5.0,2024-03-18
67,200005,אל עבודי מוסך,99760066,קניות שונות,5.0,0.0,רשות פלסטינית,,5.0,0.0,0.0,1,1,5.0,1,0.15,-0.15,3.0,5.0,2024-03-21
68,200005,אל עבודי מוסך,99760066,קניות שונות,5.0,0.0,רשות פלסטינית,,5.0,0.0,0.0,1,1,5.0,1,0.15,-0.15,3.0,5.0,2024-04-21
69,200005,אל עבודי מוסך,99760066,קניות שונות,5.0,0.0,רשות פלסטינית,,5.0,0.0,0.0,1,1,5.0,1,0.15,-0.15,3.0,5.0,2024-05-26
70,200005,אל עבודי מוסך,99760066,קניות שונות,5.0,0.0,רשות פלסטינית,,5.0,0.0,0.0,1,1,5.0,1,0.15,-0.15,3.0,5.0,2024-06-30
71,200005,אל עבודי מוסך,99760066,קניות שונות,5.0,0.0,רשות פלסטינית,,5.0,0.0,0.0,1,1,5.0,1,0.15,-0.15,3.0,5.0,2024-02-09
72,200005,אל עבודי מוסך,99760066,קניות שונות,5.0,0.0,רשות פלסטינית,,5.0,0.0,0.0,1,1,5.0,1,0.15,-0.15,3.0,5.0,2024-07-10
73,200005,אל עבודי מוסך,D4780303DOLZ,סטים טיימינג,199.0,0.0,רשות פלסטינית,,698.85,0.0,0.0,5,5,995.0,5,29.85,266.3,3.0,139.77,2024-04-21
74,200005,אל עבודי מוסך,D7580101ENGI,מותח רצועה,116.0,0.0,דניאל שירזי,,121.47,0.0,0.0,3,3,174.0,3,5.22,47.31,3.0,40.49,2024-01-15
75,200005,אל עבודי מוסך,D7580101ENGI,מותח רצועה,116.0,0.0,רשות פלסטינית,,-121.47,0.0,0.0,-3,-3,-174.0,-3,-5.22,-47.31,3.0,40.49,2024-03-26
76,200005,אל עבודי מוסך,Y1780303KOR,רדיאטור,330.0,0.0,רשות פלסטינית,,727.96,0.0,0.0,4,4,1320.0,4,39.6,552.44,3.0,181.99,2024-05-26
77,200007,"אביאל חלקי חילוף בע""מ",06391722,ציריה מחודשת,918.0,0.0,רם,,0.0,0.0,0.0,2,2,917.95,2,27.53,890.41,3.0,0.0,2024-02-19
78,200007,"אביאל חלקי חילוף בע""מ",0676,ציריה מחודשת,12.0,0.0,רם,,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,2024-05-20
79,200007,"אביאל חלקי חילוף בע""מ",10260526KOR,קויל,66.0,0.0,רם,,161.1,0.0,0.0,4,4,264.1,4,7.92,95.07,3.0,40.27,2024-09-01
80,200007,"אביאל חלקי חילוף בע""מ",10310505FOREVER,קויל,49.0,0.0,רם,,106.64,0.0,0.0,4,4,196.07,4,5.88,83.54,3.0,26.66,2024-05-21
81,200007,"אביאל חלקי חילוף בע""מ",10370909FOREVER,קויל,132.0,0.0,רם,,106.34,0.0,0.0,4,4,253.85,4,7.61,139.89,3.0,26.59,2024-03-13
82,200007,"אביאל חלקי חילוף בע""מ",10371516FOREVER,קויל,117.0,0.0,רם,,94.32,0.0,0.0,4,4,233.87,4,7.01,132.53,3.0,23.58,2024-12-03
83,200007,"אביאל חלקי חילוף בע""מ",10371574KOR,קויל,59.0,0.0,רם,,68.58,0.0,0.0,2,2,117.98,2,3.53,45.86,3.0,34.29,2024-02-04
84,200007,"אביאל חלקי חילוף בע""מ",10390693FOREVER,קויל,32.0,0.0,רם,,62.0,0.0,0.0,4,4,128.04,4,3.84,62.19,3.0,15.5,2024-05-21
85,200007,"אביאל חלקי חילוף בע""מ",10491549KOR,קויל,104.0,0.0,רם,,126.46,0.0,0.0,2,2,208.08,2,6.24,75.37,3.0,63.23,2024-09-01
86,200007,"אביאל חלקי חילוף בע""מ",10550707FOREVER,קויל,44.0,0.0,רם,,90.28,0.0,0.0,4,4,176.06,4,5.28,80.49,3.0,22.57,2024-05-21
87,200007,"אביאל חלקי חילוף בע""מ",10551212FOREVER,קויל,39.0,0.0,רם,,79.96,0.0,0.0,4,4,156.06,4,4.68,71.41,3.0,19.99,2024-05-21
88,200007,"אביאל חלקי חילוף בע""מ",10680505FOREVER,קויל,46.0,0.0,רם,,92.88,0.0,0.0,4,4,184.07,4,5.52,85.66,3.0,23.22,2024-05-21
89,200007,"אביאל חלקי חילוף בע""מ",10680505FOREVER,קויל,115.0,0.0,רם,,92.87,0.0,0.0,4,4,230.16,4,6.9,130.38,3.0,23.22,2024-07-03
90,200007,"אביאל חלקי חילוף בע""מ",10821282KOR,קויל,73.0,0.0,רם,,88.6,0.0,0.0,2,2,146.05,2,4.38,53.06,3.0,44.3,2024-09-01
91,200007,"אביאל חלקי חילוף בע""מ",10901225KOR,קויל,28.0,0.0,רם,,278.83,0.0,0.0,20,20,560.07,20,16.8,264.43,3.0,13.94,2024-01-25
92,200007,"אביאל חלקי חילוף בע""מ",10941894KOR,קויל,72.0,0.0,רם,,130.49,0.0,0.0,3,3,216.08,3,6.48,79.1,3.0,43.5,2024-09-01
93,200007,"אביאל חלקי חילוף בע""מ",10960202KOR,קויל,149.0,0.0,רם,,184.23,0.0,0.0,2,2,297.95,2,8.93,104.78,3.0,92.12,2024-02-04
94,200007,"אביאל חלקי חילוף בע""מ",10960202KOR,קויל,154.0,0.0,רם,,92.12,0.0,0.0,1,1,153.91,1,4.61,57.17,3.0,92.12,2024-07-05
95,200007,"אביאל חלקי חילוף בע""מ",10962496KOR,קויל,154.0,0.0,רם,,84.03,0.0,0.0,1,1,153.91,1,4.61,65.26,3.0,84.03,2024-07-05
96,200007,"אביאל חלקי חילוף בע""מ",112260,צלחות,33.0,0.0,רם,,83.64,0.0,0.0,4,4,132.0,4,3.96,44.4,3.0,20.91,2024-06-30
97,200007,"אביאל חלקי חילוף בע""מ",11450303EURO,מצת להט/חימום,50.0,0.0,רם,,42.08,0.0,0.0,4,4,100.12,4,3.0,55.03,3.0,10.52,2024-04-02
98,200007,"אביאל חלקי חילוף בע""מ",35200110LPR,דיסקיות,222.0,0.0,רם,,-51.83,0.0,0.0,-1,-1,-110.99,-1,-3.32,-55.83,3.0,51.83,2024-04-02
99,200007,"אביאל חלקי חילוף בע""מ",35200117LPR,דיסקיות,317.0,0.0,רם,,-88.4,0.0,0.0,-1,-1,-158.48,-1,-4.75,-65.32,3.0,88.4,2024-04-02
100,200007,"אביאל חלקי חילוף בע""מ",35370702MATEC,דיסקיות,74.0,0.0,רם,,44.0,0.0,0.0,2,2,74.02,2,2.22,27.79,3.0,22.0,2024-07-29
101,200007,"אביאל חלקי חילוף בע""מ",35370915BREMBO,דיסקיות,114.0,0.0,רם,,170.0,0.0,0.0,5,5,256.39,5,7.69,78.69,3.0,34.0,2024-01-29
102,200007,"אביאל חלקי חילוף בע""מ",35390666ROKET,דיסקיות,37.0,0.0,רם,,0.0,0.0,0.0,5,5,184.82,5,5.54,179.27,3.0,0.0,2024-06-23
103,200007,"אביאל חלקי חילוף בע""מ",35391301MATEC,דיסקיות,62.0,0.0,רם,,29.61,0.0,0.0,2,2,61.99,2,1.85,30.52,3.0,14.81,2024-03-03
104,200007,"אביאל חלקי חילוף בע""מ",35391708LPR,דיסקיות,55.0,0.0,רם,,200.7,0.0,0.0,5,5,275.07,5,8.25,66.11,3.0,34.08,2024-08-22
105,200007,"אביאל חלקי חילוף בע""מ",35391708LPR,דיסקיות,59.0,0.0,רם,,240.83,0.0,0.0,6,6,354.04,6,10.62,102.58,3.0,34.08,2024-03-19
106,200007,"אביאל חלקי חילוף בע""מ",35391726MATEC,דיסקיות,56.0,0.0,רם,,113.5,0.0,0.0,10,10,252.25,10,7.56,131.18,3.0,12.04,2024-09-23
107,200007,"אביאל חלקי חילוף בע""מ",35491247LPR,דיסקיות,100.0,0.0,רם,,29.0,0.0,0.0,1,1,50.01,1,1.5,19.5,3.0,29.0,2024-07-28
108,200007,"אביאל חלקי חילוף בע""מ",35491561LPR,דיסקיות,96.0,0.0,רם,,320.6,0.0,0.0,10,10,432.13,10,12.96,98.56,3.0,27.06,2024-04-08
109,200007,"אביאל חלקי חילוף בע""מ",35550355ROKET,דיסקיות,39.0,0.0,רם,,0.0,0.0,0.0,5,5,194.8,5,5.84,188.95,3.0,0.0,2024-06-23
110,200007,"אביאל חלקי חילוף בע""מ",35552727LPR,דיסקיות,132.0,0.0,רם,,85.62,0.0,0.0,2,2,131.76,2,3.95,42.18,3.0,42.81,2024-07-30
111,200007,"אביאל חלקי חילוף בע""מ",35580173LPR,דיסקיות,79.0,0.0,רם,,246.25,0.0,0.0,5,5,395.09,5,11.85,136.98,3.0,51.69,2024-08-22
112,200007,"אביאל חלקי חילוף בע""מ",35580175LPR,דיסקיות,147.0,0.0,רם,,125.0,0.0,0.0,3,3,198.42,3,5.95,67.46,3.0,43.24,2024-04-01
113,200007,"אביאל חלקי חילוף בע""מ",35640510BREMBO,דיסקיות,212.0,0.0,רם,,63.0,0.0,0.0,1,1,105.98,1,3.17,39.8,3.0,63.0,2024-01-18
114,200007,"אביאל חלקי חילוף בע""מ",35680410LPR,דיסקיות,138.0,0.0,רם,,76.4,0.0,0.0,2,2,138.04,2,4.14,57.49,3.0,38.2,2024-04-02
115,200007,"אביאל חלקי חילוף בע""מ",35680410LPR,דיסקיות,138.0,0.0,רם,,152.8,0.0,0.0,4,4,276.08,4,8.28,114.99,3.0,38.2,2024-07-29
116,200007,"אביאל חלקי חילוף בע""מ",35762012LPR,דיסקיות,295.0,0.0,רם,,65.4,0.0,0.0,1,1,147.14,1,4.41,77.32,3.0,65.4,2024-11-08
117,200007,"אביאל חלקי חילוף בע""מ",35780707LPR,דיסקיות,30.0,0.0,רם,,120.7,0.0,0.0,5,5,150.04,5,4.5,24.83,3.0,19.33,2024-08-22
118,200007,"אביאל חלקי חילוף בע""מ",35780707LPR,דיסקיות,34.0,0.0,רם,,241.4,0.0,0.0,10,10,340.03,10,10.2,88.42,3.0,19.33,2024-03-19
119,200007,"אביאל חלקי חילוף בע""מ",35780767MATEC,דיסקיות,22.0,0.0,רם,,242.2,0.0,0.0,20,20,440.3,20,13.2,184.89,3.0,12.11,2024-09-25
120,200007,"אביאל חלקי חילוף בע""מ",35780775LPR,דיסקיות,42.0,0.0,רם,,172.4,0.0,0.0,5,5,210.05,5,6.3,31.34,3.0,26.47,2024-08-22
121,200007,"אביאל חלקי חילוף בע""מ",35781006BREMBO,דיסקיות,323.0,0.0,רם,,-96.0,0.0,0.0,-1,-1,-161.47,-1,-4.84,-60.62,3.0,96.0,2024-04-02
122,200007,"אביאל חלקי חילוף בע""מ",35781006BREMBO,דיסקיות,323.0,0.0,רם,,96.0,0.0,0.0,1,1,161.44,1,4.84,60.59,3.0,96.0,2024-08-01
123,200007,"אביאל חלקי חילוף בע""מ",35781085LPR,דיסקיות,351.0,0.0,רם,,-91.0,0.0,0.0,-1,-1,-175.48,-1,-5.26,-79.21,3.0,91.0,2024-04-02
124,200007,"אביאל חלקי חילוף בע""מ",35781085LPR,דיסקיות,351.0,0.0,רם,,91.0,0.0,0.0,1,1,175.44,1,5.26,79.17,3.0,91.0,2024-08-01
125,200007,"אביאל חלקי חילוף בע""מ",35820206LPR,דיסקיות,146.0,0.0,רם,,71.01,0.0,0.0,2,2,145.98,2,4.37,70.59,3.0,40.49,2024-01-22
126,200007,"אביאל חלקי חילוף בע""מ",35820950MATEC,דיסקיות,77.0,0.0,רם,,46.0,0.0,0.0,2,2,76.92,2,2.3,28.61,3.0,23.0,2024-08-10
127,200007,"אביאל חלקי חילוף בע""מ",35820956MATEC,דיסקיות,77.0,0.0,רם,,46.0,0.0,0.0,2,2,76.98,2,2.3,28.67,3.0,23.0,2024-04-14
128,200007,"אביאל חלקי חילוף בע""מ",35821223LPR,דיסקיות,55.0,0.0,רם,,151.32,0.0,0.0,4,4,220.07,4,6.6,62.14,3.0,30.47,2024-05-13
129,200007,"אביאל חלקי חילוף בע""מ",35821223LPR,דיסקיות,57.0,0.0,רם,,227.0,0.0,0.0,6,6,342.03,6,10.26,104.76,3.0,30.47,2024-03-19
130,200007,"אביאל חלקי חילוף בע""מ",35823301LPR,דיסקיות,150.0,0.0,רם,,48.78,0.0,0.0,1,1,74.92,1,2.24,23.89,3.0,48.78,2024-03-25
131,200007,"אביאל חלקי חילוף בע""מ",35823302LPR,דיסקיות,299.0,0.0,רם,,98.0,0.0,0.0,2,2,298.71,2,8.96,191.74,3.0,49.0,2024-03-25
132,200007,"אביאל חלקי חילוף בע""מ",35941483LPR,דיסקיות,69.0,0.0,רם,,216.85,0.0,0.0,5,5,345.09,5,10.35,117.88,3.0,43.28,2024-08-22
133,200007,"אביאל חלקי חילוף בע""מ",36370908MATEC,נעלי בלם,95.96,0.0,רם,,31.99,0.0,0.0,1,1,47.99,1,1.43,14.56,3.0,31.99,2024-05-02
134,200007,"אביאל חלקי חילוף בע""מ",36680587LPR,נעלי בלם,133.0,0.0,רם,,34.19,0.0,0.0,1,1,66.59,1,1.99,30.4,3.0,34.19,2024-04-15
135,200007,"אביאל חלקי חילוף בע""מ",41020504LPR,צלחות,338.0,0.0,רם,,163.48,0.0,0.0,2,2,337.74,2,10.13,164.12,3.0,81.74,2024-08-20
136,200007,"אביאל חלקי חילוף בע""מ",41020524LPR,צלחות,513.0,0.0,רם,,262.47,0.0,0.0,2,2,512.95,2,15.38,235.09,3.0,131.23,2024-03-17
137,200007,"אביאל חלקי חילוף בע""מ",41260500LPR,צלחות,123.0,0.0,רם,,129.9,0.0,0.0,4,4,236.06,4,7.08,99.07,3.0,32.48,2024-01-29
138,200007,"אביאל חלקי חילוף בע""מ",41310906LONGKOU,צלחות,128.0,0.0,רם,,49.96,0.0,0.0,2,2,128.03,2,3.84,74.22,3.0,24.98,2024-01-18
139,200007,"אביאל חלקי חילוף בע""מ",41310906LONGKOU,צלחות,128.0,0.0,רם,,49.96,0.0,0.0,2,2,128.09,2,3.84,74.28,3.0,24.98,2024-07-03
140,200007,"אביאל חלקי חילוף בע""מ",41310929LONGKOU,צלחות,101.0,0.0,רם,,53.93,0.0,0.0,2,2,101.02,2,3.03,44.05,3.0,26.96,2024-01-18
141,200007,"אביאל חלקי חילוף בע""מ",41310931LONGKOU,צלחות,128.0,0.0,רם,,63.78,0.0,0.0,2,2,127.95,2,3.83,60.33,3.0,31.89,2024-02-01
142,200007,"אביאל חלקי חילוף בע""מ",41310939LONGKOU,צלחות,193.0,0.0,רם,,107.4,0.0,0.0,2,2,193.08,2,5.79,79.88,3.0,53.7,2024-07-15
143,200007,"אביאל חלקי חילוף בע""מ",41370865LONGKOU,צלחות,49.0,0.0,רם,,55.4,0.0,0.0,2,2,97.97,2,2.93,39.63,3.0,27.7,2024-07-18
144,200007,"אביאל חלקי חילוף בע""מ",41371193LONGKOU,צלחות,148.0,0.0,רם,,64.54,0.0,0.0,2,2,148.04,2,4.44,79.05,3.0,32.27,2024-04-08
