,מס' ספק,שם ספק,חשבונית,סטטוס,מק'ט,תאור מוצר,תאור משפחה,תאור סוג ספק,שורה בחשבונית,מחיר ליחידה,הנחה (%),סטטוס קצב מכירות,מוצר משלים,מק'ט ספק/יצרן,סכום כולל מע'מ,תאריך,סכום (שח),כמות ביח' מפעל,כמות
0,255034,FANGTIAN,FY20240219Z,סופית,35260537MATEC,ד.ב קד סיריון 08+/בלנו 16+/מזדה 2/פיאסטה 09+/סוופיט 1.2 11+,דיסקיות,"ספק חו""ל",1,3.87,0.0,VV,430552.0,,22747.8,17/09/2024,1434.6,100,100
1,255034,FANGTIAN,FY20240219Z,סופית,35310569MATEC,ד.ב אח' SX4 מ08 סיוויק 01-12 אקורד עד00 צלחת 260,דיסקיות,"ספק חו""ל",34,3.2,0.0,255034,,,22747.8,17/09/2024,593.12,50,50
2,255034,FANGTIAN,FY20240219Z,סופית,35370377MATEC,ד.ב אח אבנסיס 09+,דיסקיות,"ספק חו""ל",33,3.56,0.0,VV,,,22747.8,17/09/2024,659.84,50,50
3,255034,FANGTIAN,FY20240219Z,סופית,35370407MATEC,ד.ב אח קורולה 13+/אוריס 08+,דיסקיות,"ספק חו""ל",18,3.52,0.0,VVV,,,22747.8,17/09/2024,1304.86,100,100
4,255034,FANGTIAN,FY20240219Z,סופית,35371061MATEC,ד.ב קד לנדקרוזר 03+/ויגו 4X4/פג'רו 07+,דיסקיות,"ספק חו""ל",13,5.03,0.0,VV,,,22747.8,17/09/2024,1864.62,100,100
5,255034,FANGTIAN,FY20240219Z,סופית,35371067MATEC,ד.ב אח לנדקרוזר עד 12/פג'רו 07+,דיסקיות,"ספק חו""ל",21,3.52,0.0,VV,,,22747.8,17/09/2024,1304.86,100,100
6,255034,FANGTIAN,FY20240219Z,סופית,35371505MATEC,ד.ב קד קורולה 08+/יאריס ורסו ספייס 11+,דיסקיות,"ספק חו""ל",11,4.44,0.0,VVV,,,22747.8,17/09/2024,3291.81,200,200
7,255034,FANGTIAN,FY20240219Z,סופית,35371507MATEC,ד.ב אח קורולה 08+/פריוס 09+,דיסקיות,"ספק חו""ל",31,3.2,0.0,VV,,,22747.8,17/09/2024,948.99,80,80
8,255034,FANGTIAN,FY20240219Z,סופית,35371515MATEC,ד.ב קד קורולה 19+,דיסקיות,"ספק חו""ל",38,5.92,0.0,VVV,,,22747.8,17/09/2024,4389.08,200,200
9,255034,FANGTIAN,FY20240219Z,סופית,35371593MATEC,ד.ב קד קורולה 03-07,דיסקיות,"ספק חו""ל",26,4.1,0.0,VV,,,22747.8,17/09/2024,1519.87,100,100
10,255034,FANGTIAN,FY20240219Z,סופית,35371595MATEC,ד.ב אח קורולה 03-07,דיסקיות,"ספק חו""ל",16,3.05,0.0,VV,,,22747.8,17/09/2024,1130.63,100,100
11,255034,FANGTIAN,FY20240219Z,סופית,35371598MATEC,ד.ב קד קורולה 13+,דיסקיות,"ספק חו""ל",35,4.87,0.0,VVV,,,22747.8,17/09/2024,2707.96,150,150
12,255034,FANGTIAN,FY20240219Z,סופית,35371833MATEC,ד.ב קד ראב 4 07+/פריוס פלוס מ13/אוריס 14+ גג פנורמי,דיסקיות,"ספק חו""ל",17,4.6,0.0,VV,,,22747.8,17/09/2024,852.61,50,50
13,255034,FANGTIAN,FY20240219Z,סופית,35371886MATEC,ד.ב קדה מ-10לקסוס RX מ-09/טויוטה וונזה/ראב 4 מ- 15/לקסוס NX,דיסקיות,"ספק חו""ל",12,4.98,0.0,VV,,,22747.8,17/09/2024,923.04,50,50
14,255034,FANGTIAN,FY20240219Z,סופית,35390771MATEC,ד.ב קד I35/I25/וולוסטר/ריו 12 I30/+12+,דיסקיות,"ספק חו""ל",2,4.42,0.0,VVV,,,22747.8,17/09/2024,3276.98,200,200
15,255034,FANGTIAN,FY20240219Z,סופית,35391303MATEC,ד.ב אח אקסנט 10 IX35/I30/I20/+07+/ריו/סיד,דיסקיות,"ספק חו""ל",36,3.12,0.0,VVV,,,22747.8,17/09/2024,1156.58,100,100
16,255034,FANGTIAN,FY20240219Z,סופית,35391717MATEC,ד.ב קד טוסון 15+/קונה 20+/אופטימה 16+/ספורטאג' 15+/עם חורים,דיסקיות,"ספק חו""ל",8,4.46,0.0,VVV,,,22747.8,17/09/2024,4959.96,300,300
17,255034,FANGTIAN,FY20240219Z,סופית,35391726MATEC,ד.ב אח טוסון מ15+/אקסנט IX35/+07/ספורטאג 11+ עם חורים,דיסקיות,"ספק חו""ל",42,3.19,0.0,VV,,,22747.8,17/09/2024,2365.06,200,200
18,255034,FANGTIAN,FY20240219Z,סופית,35392259MATEC,ד.ב קד סנטה פה 07+/סורנטו 10+/קורנדו D 2.0,דיסקיות,"ספק חו""ל",6,4.87,0.0,VV,,,22747.8,17/09/2024,1083.18,60,60
19,255034,FANGTIAN,FY20240219Z,סופית,35450100MATEC,ד.ב קד 12 CX5+,דיסקיות,"ספק חו""ל",7,4.59,0.0,VV,,,22747.8,17/09/2024,1701.51,100,100
20,255034,FANGTIAN,FY20240219Z,סופית,35451528MATEC,ד.ב אח מזדה 6 13-14/אאוטלנדר 13+,דיסקיות,"ספק חו""ל",43,3.18,0.0,VV,,,22747.8,17/09/2024,1178.82,100,100
21,255034,FANGTIAN,FY20240219Z,סופית,35490305MATEC,ד.ב אח אאוטלנדר מ-17/אקליפס קרוס /אלטימה 21(עם בלם יד חשמלי,דיסקיות,"ספק חו""ל",40,3.01,0.0,,,,22747.8,17/09/2024,781.06,70,70
22,255034,FANGTIAN,FY20240219Z,סופית,35491041MATEC,ד.ב קד לנסר 04+/גלנט 99+/דודג' אבנג'ר/קליבר/פטריוט,דיסקיות,"ספק חו""ל",5,4.33,0.0,VV,,,22747.8,17/09/2024,1284.1,80,80
23,255034,FANGTIAN,FY20240219Z,סופית,35491665MATEC,ד.ב קד פג'רו עד 99/פג'רו ספורט/אאוטלנדר/ספייס וואגון,דיסקיות,"ספק חו""ל",23,4.35,0.0,VVV,,,22747.8,17/09/2024,1612.54,100,100
24,255034,FANGTIAN,FY20240219Z,סופית,35491673MATEC,ד.ב קד פג'רו 00-06/גרנדיס/MPV עד 94/רודיאו,דיסקיות,"ספק חו""ל",25,4.1,0.0,VV,,,22747.8,17/09/2024,759.93,50,50
25,255034,FANGTIAN,FY20240219Z,סופית,35550809MATEC,ד.ב קד האנטר 07+/טריטון 15+,דיסקיות,"ספק חו""ל",30,4.59,0.0,VV,,,22747.8,17/09/2024,1701.51,100,100
26,255034,FANGTIAN,FY20240219Z,סופית,35580106MATEC,ד.ב קד אוקטביה 13+/סופרב 15+/קארוק/גולף 13+/קרניים,דיסקיות,"ספק חו""ל",20,4.84,0.0,VV,,,22747.8,17/09/2024,2691.28,150,150
27,255034,FANGTIAN,FY20240219Z,סופית,35580108MATEC,ד.ב קד אוקטביה 13+/סופרב 15+/קארוק/גולף 13+/עם חריץ,דיסקיות,"ספק חו""ל",19,5.12,0.0,VVV,,,22747.8,17/09/2024,2846.97,150,150
28,255034,FANGTIAN,FY20240219Z,סופית,35580171MATEC,ד.ב אח אוקטביה 10+/יטי 10+/סופרב 09+/ג'טה 11+,דיסקיות,"ספק חו""ל",4,3.65,0.0,VV,,,22747.8,17/09/2024,947.13,70,70
29,255034,FANGTIAN,FY20240219Z,סופית,35641291MATEC,ד.ב קד ברלינגו C4/+08 פיקאסו 07+/פרטנר 08+,דיסקיות,"ספק חו""ל",32,4.86,0.0,VV,,,22747.8,17/09/2024,1801.6,100,100
30,255034,FANGTIAN,FY20240219Z,סופית,35641305MATEC,ד.ב קד ג'מפי 08+/אקספרט 08+/פיאט סקודו 08+,דיסקיות,"ספק חו""ל",14,4.95,0.0,VV,,,22747.8,17/09/2024,917.48,50,50
31,255034,FANGTIAN,FY20240219Z,סופית,35681616MATEC,ד.ב קד קרוסאובר 13+/ויטרה 1.6 15+,דיסקיות,"ספק חו""ל",10,4.16,0.0,VVV,,,22747.8,17/09/2024,771.05,50,50
32,255034,FANGTIAN,FY20240219Z,סופית,35780357MATEC,ד.ב אח 04 T5+,דיסקיות,"ספק חו""ל",28,4.12,0.0,VV,,,22747.8,17/09/2024,763.64,50,50
33,255034,FANGTIAN,FY20240219Z,סופית,35780767MATEC,ד.ב אח גולף/בורה/פאסאט/פלואנס/סופרב/ראפיד/ארונה/סקאלה/C4/,דיסקיות,"ספק חו""ל",22,3.21,0.0,VVV,,,22747.8,17/09/2024,11899.47,1000,1000
34,255034,FANGTIAN,FY20240219Z,סופית,35780771MATEC,ד.ב אח גולף 05+/פאסאט 05+/ג'טה 06+/טוראן/קאדי 04+,דיסקיות,"ספק חו""ל",27,3.54,0.0,VV,,,22747.8,17/09/2024,1312.27,100,100
35,255034,FANGTIAN,FY20240219Z,סופית,35781383MATEC,ד.ב קד פאסאט 12+/אוקטביה 14+/גולף 14+/קודיאק גדול,דיסקיות,"ספק חו""ל",29,6.61,0.0,VV,,,22747.8,17/09/2024,2450.32,100,100
36,255034,FANGTIAN,FY20240219Z,סופית,35820288MATEC,ד.ב קד אדג 08+/אאוטלנדר 18+/טריטון 20+,דיסקיות,"ספק חו""ל",24,4.44,0.0,VV,,,22747.8,17/09/2024,1645.9,100,100
37,255034,FANGTIAN,FY20240219Z,סופית,35901327MATEC,ד.ב קד פיקנטו 17+,דיסקיות,"ספק חו""ל",39,4.02,0.0,VV,,,22747.8,17/09/2024,1490.21,100,100
38,255034,FANGTIAN,FY20240219Z,סופית,35901359MATEC,ד.ב קד פיקנטו 11+,דיסקיות,"ספק חו""ל",15,3.88,0.0,VV,,,22747.8,17/09/2024,1438.31,100,100
39,255034,FANGTIAN,FY20240219Z,סופית,35901862MATEC,ד.ב קד טוסון 15+/קונה 20+/אופטימה 16+/ספורטאג' 15+/עם חורים,דיסקיות,"ספק חו""ל",41,4.46,0.0,VVV,,,22747.8,17/09/2024,1653.32,100,100
40,255034,FANGTIAN,FY20240219Z,סופית,35941421MATEC,ד.ב קד מגאן 16+ גרנד קופה,דיסקיות,"ספק חו""ל",37,4.24,0.0,VV,,,22747.8,17/09/2024,2357.65,150,150
41,255034,FANGTIAN,FY20240219Z,סופית,35941437MATEC,ד.ב קד מגאן 09+/פלואנס/גרנד סניק 09+/קפצ'ור 13+/דאסטר,דיסקיות,"ספק חו""ל",9,4.53,0.0,VVV,,,22747.8,17/09/2024,3358.54,200,200
42,255034,FANGTIAN,FY20240219Z,סופית,35941439MATEC,ד.ב אח פלואנס/מגאן 16+/ג'וק 20+/סניק 09+/בלם יד חשמלי,דיסקיות,"ספק חו""ל",3,3.22,0.0,VV,,,22747.8,17/09/2024,1193.65,100,100
43,255042,LONGKOU,FYDSP030.05.24,סופית,41260867LONGKOU,צ.ב קד סיריון 08+/מטריה קוטר 254,צלחות,"ספק חו""ל",15,6.1,0.0,255042,,,51762.4,31/07/2024,2759.64,120,120
44,255042,LONGKOU,FYDSP030.05.24,סופית,41371528LONGKOU,צ.ב קד קורולה 19+ קוטר 282,צלחות,"ספק חו""ל",22,8.25,0.0,,,,51762.4,31/07/2024,17852.83,574,574
45,255042,LONGKOU,FYDSP030.05.24,סופית,41371531LONGKOU,צ.ב קד קורולה 08+ קוטר 275,צלחות,"ספק חו""ל",2,7.09,0.0,VVV,,,51762.4,31/07/2024,8981.04,336,336
46,255042,LONGKOU,FYDSP030.05.24,סופית,41371537LONGKOU,צ.ב קד קורולה 13+/אוריס 14+ קוטר 277,צלחות,"ספק חו""ל",5,8.32,0.0,255042,,,51762.4,31/07/2024,6022.34,192,192
47,255042,LONGKOU,FYDSP030.05.24,סופית,41390167LONGKOU,צ.ב קד ראב 4 07+/קמרי 07+/אוריס 1.8 11+ קוטר 296,צלחות,"ספק חו""ל",9,9.45,0.0,255042,,,51762.4,31/07/2024,3847.66,108,108
48,255042,LONGKOU,FYDSP030.05.24,סופית,41390381LONGKOU,צ.ב קד 08-13 I10/פיקנטו 11+ קוטר 241,צלחות,"ספק חו""ל",10,5.21,0.0,255042,,,51762.4,31/07/2024,2514.13,128,128
49,255042,LONGKOU,FYDSP030.05.24,סופית,41390791LONGKOU,צ.ב קד 12 I30/I35+/וולוסטר/פורטה 13+/סיד 13+ קוטר 280,צלחות,"ספק חו""ל",12,7.93,0.0,255042,,,51762.4,31/07/2024,17220.15,576,576
50,255042,LONGKOU,FYDSP030.05.24,סופית,41391735LONGKOU,צ.ב קד I30 עד 11/טוסון עד 08/סונטה 05+/ ספורטאג' קוטר 280,צלחות,"ספק חו""ל",16,8.5,0.0,VVV,,,51762.4,31/07/2024,8075.34,252,252
51,255042,LONGKOU,FYDSP030.05.24,סופית,41391743LONGKOU,צ.ב קד טוסון 15+/ספורטאז 15+/סונטה 18 I30/+15+/קונה/סיד 19+,צלחות,"ספק חו""ל",6,9.31,0.0,VVV,,,51762.4,31/07/2024,22112.18,630,630
52,255042,LONGKOU,FYDSP030.05.24,סופית,41391775LONGKOU,צ.ב יונדאי טוסון מ21 קוטר 325,צלחות,"ספק חו""ל",28,9.2,0.0,,,,51762.4,31/07/2024,7491.74,216,216
53,255042,LONGKOU,FYDSP030.05.24,סופית,41392263LONGKOU,צ.ב קד IX35/טוסון 09+/ספורטאג' 11+/סונטה 06+ קוטר 300,צלחות,"ספק חו""ל",17,10.67,0.0,255042,,,51762.4,31/07/2024,4344.39,108,108
54,255042,LONGKOU,FYDSP030.05.24,סופית,41392526LONGKOU,צ.ב קד איוניק 16+/נירו 17+ קוטר 280,צלחות,"ספק חו""ל",11,7.88,0.0,VVV,,,51762.4,31/07/2024,12833.68,432,432
55,255042,LONGKOU,FYDSP030.05.24,סופית,41451221LONGKOU,צ.ב קד מזדה 3 1.6 עד 12/מזדה 5 קוטר 276,צלחות,"ספק חו""ל",19,8.64,0.0,VVV,,,51762.4,31/07/2024,10944.46,336,336
56,255042,LONGKOU,FYDSP030.05.24,סופית,41490889LONGKOU,צ.ב קד האנטר 07+/האנטר 15+ קוטר 294,צלחות,"ספק חו""ל",25,8.58,0.0,255042,,,51762.4,31/07/2024,3493.43,108,108
57,255042,LONGKOU,FYDSP030.05.24,סופית,41551251LONGKOU,צ.ב קד מיקרה 06-10/נוט 06+/קליאו 06+/לוגאן 06+ קוטר 260,צלחות,"ספק חו""ל",26,6.42,0.0,255042,,,51762.4,31/07/2024,2904.4,120,120
58,255042,LONGKOU,FYDSP030.05.24,סופית,41551355LONGKOU,צ.ב קד אקו מיקרה 11+ קוטר 259,צלחות,"ספק חו""ל",8,6.68,0.0,255042,,,51762.4,31/07/2024,2417.62,96,96
59,255042,LONGKOU,FYDSP030.05.24,סופית,41580105LONGKOU,צ.ב קד אוקטביה 05+/סופרב 09+/גולף 05+/קאדי 04+ קוטר 288,צלחות,"ספק חו""ל",7,8.6,0.0,VVV,,,51762.4,31/07/2024,16340.68,504,504
60,255042,LONGKOU,FYDSP030.05.24,סופית,41580109LONGKOU,צ.ב קד פביה עד 16/ אוקטביה 98-04 בנזין/גולף קוטר 256,צלחות,"ספק חו""ל",3,6.18,0.0,255042,,,51762.4,31/07/2024,5591.66,240,240
61,255042,LONGKOU,FYDSP030.05.24,סופית,41580111LONGKOU,צ.ב קד אוקטביה 05+/גולף 05+/ג'טה 05+/טולדו 05+ קוטר 280,צלחות,"ספק חו""ל",20,6.72,0.0,255042,,,51762.4,31/07/2024,2736.11,108,108
62,255042,LONGKOU,FYDSP030.05.24,סופית,41580117LONGKOU,צ.ב אח אוקטביה 05+/יטי/גולף 05+/ג'טה A3/+05 קוטר 255,צלחות,"ספק חו""ל",23,4.88,0.0,255042,,,51762.4,31/07/2024,1618.98,88,88
63,255042,LONGKOU,FYDSP030.05.24,סופית,41641221LONGKOU,צ.ב קד ברלינגו 08+/פרטנר 308/+08 07+ קוטר 283,צלחות,"ספק חו""ל",18,8.16,0.0,VVV,,,51762.4,31/07/2024,7752.32,252,252
64,255042,LONGKOU,FYDSP030.05.24,סופית,41680257LONGKOU,צ.ב קד 07 SX4+ קוטר 280,צלחות,"ספק חו""ל",13,7.05,0.0,255042,,,51762.4,31/07/2024,2870.47,108,108
65,255042,LONGKOU,FYDSP030.05.24,סופית,41681305LONGKOU,צ.ב קד סוויפט 06-10/ספלאש 09+ קוטר 252,צלחות,"ספק חו""ל",14,5.87,0.0,255042,,,51762.4,31/07/2024,2035.95,92,92
66,255042,LONGKOU,FYDSP030.05.24,סופית,41781414LONGKOU,צ.ב קד ארונה/פולו 1.0 17+/איביזה 1.0 17+/סקאלה/קוטר 276,צלחות,"ספק חו""ל",4,8.18,0.0,VVV,,,51762.4,31/07/2024,5921.01,192,192
67,255042,LONGKOU,FYDSP030.05.24,סופית,41821291LONGKOU,צ.ב אח פוקוס 11+ קוטר 271,צלחות,"ספק חו""ל",21,6.46,0.0,255042,,,51762.4,31/07/2024,1753.5,72,72
68,255042,LONGKOU,FYDSP030.05.24,סופית,41901967LONGKOU,"צ.ב קד ריו 1.4 בנזין מI20 12 1.0 מ19 280 מ""מ קיה סטוניק מ17",צלחות,"ספק חו""ל",24,7.53,0.0,255042,,,51762.4,31/07/2024,3406.57,120,120
69,255042,LONGKOU,FYDSP030.05.24,סופית,41941417LONGKOU,צ.ב קד מגאן 09+/פלואנס/דסטר/דוקר/מגאן 16+ קוטר 280,צלחות,"ספק חו""ל",1,7.9,0.0,VVV,,,51762.4,31/07/2024,10007.08,336,336
70,255042,LONGKOU,FYDSP030.05.24,סופית,41961971LONGKOU,צ.ב קד מליבו 05+ קוטר 296 לרכב עם צלחת מאחורה,צלחות,"ספק חו""ל",27,9.54,0.0,255042,,,51762.4,31/07/2024,1294.76,36,36
71,255047,GSP,7399,סופית,46020506GSP,ציריה 08-15 A4,ציריות,"ספק חו""ל",62,37.62,0.0,255047,,,274047.28,15/09/2024,1393.44,10,10
72,255047,GSP,7399,סופית,46020702GSP,ציריה שמאל 10-06 A6,ציריות,"ספק חו""ל",200,33.28,0.0,255047,,,274047.28,15/09/2024,739.61,6,6
73,255047,GSP,7399,סופית,46021009GSP,ציריה ימין 19 Q3+/קודיאק 19+/טיגואן 19+,ציריות,"ספק חו""ל",153,38.95,0.0,,,,274047.28,15/09/2024,865.62,6,6
74,255047,GSP,7399,סופית,46021010GSP,ציריה שמאל 19 Q3+/קודיאק 19+/טיגואן 19+,ציריות,"ספק חו""ל",2,35.88,0.0,,,,274047.28,15/09/2024,797.39,6,6
75,255047,GSP,7399,סופית,46030200GSP,ציריה ימין + שמאל דימקס 13-19,ציריות,"ספק חו""ל",171,34.98,0.0,255047,,,274047.28,15/09/2024,19434.88,150,150
76,255047,GSP,7399,סופית,46030202GSP,ציריה ימין + שמאל דימקס 04-12,ציריות,"ספק חו""ל",55,31.26,0.0,255047,,,274047.28,15/09/2024,9262.96,80,80
77,255047,GSP,7399,סופית,46040502GSP,ציריה שמאל ויוארו 15+/טראפיק 15+,ציריות,"ספק חו""ל",49,39.53,0.0,,,,274047.28,15/09/2024,878.51,6,6
78,255047,GSP,7399,סופית,46041404GSP,ציריה ימין מוקה 13+/טרקס 13+,ציריות,"ספק חו""ל",68,31.07,0.0,,,,274047.28,15/09/2024,690.49,6,6
79,255047,GSP,7399,סופית,46140205GSP,ציריה שמאל ב.מ.וו X5 עד 06,ציריות,"ספק חו""ל",151,29.78,0.0,255047,,,274047.28,15/09/2024,661.83,6,6
80,255047,GSP,7399,סופית,46200502GSP,ציריה ימין גרנד שירוקי 06-13,ציריות,"ספק חו""ל",115,33.91,0.0,255047,,,274047.28,15/09/2024,2512.05,20,20
81,255047,GSP,7399,סופית,46200503GSP,ציריה שמאל גרנד שירוקי 06-13,ציריות,"ספק חו""ל",42,32.85,0.0,255047,,,274047.28,15/09/2024,2433.52,20,20
82,255047,GSP,7399,סופית,46200505GSP,ציריה ימין גרנד שירוקי 11-15,ציריות,"ספק חו""ל",140,43.63,0.0,255047,,,274047.28,15/09/2024,969.63,6,6
83,255047,GSP,7399,סופית,46260535GSP,ציריה ימין סיריון 06+/מטריה,ציריות,"ספק חו""ל",183,26.35,0.0,255047,,,274047.28,15/09/2024,976.0,10,10
84,255047,GSP,7399,סופית,46320904GSP,ציריה שמאל 1.6 10-15 S60 מנוע,ציריות,"ספק חו""ל",75,29.55,0.0,255047,,,274047.28,15/09/2024,656.71,6,6
85,255047,GSP,7399,סופית,46320905GSP,ציריה ימין 1.6 10-15 S60 מנוע,ציריות,"ספק חו""ל",41,39.11,0.0,,,,274047.28,15/09/2024,869.18,6,6
86,255047,GSP,7399,סופית,46321100GSP,ציריה ימין S80 נפח 2.4 99-06,ציריות,"ספק חו""ל",23,37.29,0.0,255047,,,274047.28,15/09/2024,828.73,6,6
87,255047,GSP,7399,סופית,46321101GSP,ציריה שמאל S80 נפח 2.4 99-06,ציריות,"ספק חו""ל",3,30.21,0.0,255047,,,274047.28,15/09/2024,671.38,6,6
88,255047,GSP,7399,סופית,46370365GSP,ציריה ימין אבנסיס 03-08,ציריות,"ספק חו""ל",105,45.39,0.0,255047,,,274047.28,15/09/2024,1008.74,6,6
89,255047,GSP,7399,סופית,46370785GSP,ציריה היילוקס 96-05 4X4,ציריות,"ספק חו""ל",208,40.06,0.0,255047,,,274047.28,15/09/2024,2967.64,20,20
90,255047,GSP,7399,סופית,46370800GSP,ציריה ויגו 15+,ציריות,"ספק חו""ל",150,36.65,0.0,255047,,,274047.28,15/09/2024,8145.09,60,60
91,255047,GSP,7399,סופית,46370887GSP,ציריה ויגו 06-14,ציריות,"ספק חו""ל",50,38.63,0.0,255047,,,274047.28,15/09/2024,8585.13,60,60
92,255047,GSP,7399,סופית,46371089GSP,ציריה לנדקרוזר 11/03-09+ מנוע 6 צילינדר,ציריות,"ספק חו""ל",209,38.13,0.0,255047,,,274047.28,15/09/2024,14123.35,100,100
93,255047,GSP,7399,סופית,46371500GSP,ציריה שמאל קורולה 19+ נפח 1.6,ציריות,"ספק חו""ל",206,26.59,0.0,,,,274047.28,15/09/2024,2954.68,30,30
94,255047,GSP,7399,סופית,46371502GSP,ציריה ימין קורולה 19+ נפל 1.6,ציריות,"ספק חו""ל",129,31.79,0.0,,,,274047.28,15/09/2024,3532.5,30,30
95,255047,GSP,7399,סופית,46371504GSP,ציריה שמאל קורולה 03-07,ציריות,"ספק חו""ל",29,29.67,0.0,255047,,,274047.28,15/09/2024,16484.65,150,150
96,255047,GSP,7399,סופית,46371506GSP,ציריה ימין קורולה 08-12 אוטומט,ציריות,"ספק חו""ל",44,34.92,0.0,255047,,,274047.28,15/09/2024,19401.55,150,150
97,255047,GSP,7399,סופית,46371507GSP,ציריה שמאל קורולה 08-12 אוטומט,ציריות,"ספק חו""ל",88,27.47,0.0,255047,,,274047.28,15/09/2024,40699.55,400,400
98,255047,GSP,7399,סופית,46371511GSP,ציריה ימין קורולה 03-07,ציריות,"ספק חו""ל",17,30.74,0.0,255047,,,274047.28,15/09/2024,17079.14,150,150
99,255047,GSP,7399,סופית,46371514GSP,ציריה ימין קורולה 13+,ציריות,"ספק חו""ל",35,35.89,0.0,255047,,,274047.28,15/09/2024,5317.46,40,40
100,255047,GSP,7399,סופית,46371515GSP,ציריה שמאל קורולה 13+,ציריות,"ספק חו""ל",175,31.8,0.0,255047,,,274047.28,15/09/2024,4711.48,40,40
101,255047,GSP,7399,סופית,46371543GSP,ציריה ימין קורולה 19+ נפח 1.8,ציריות,"ספק חו""ל",190,34.5,0.0,,,,274047.28,15/09/2024,25557.6,200,200
102,255047,GSP,7399,סופית,46371544GSP,ציריה שמאל קורולה 19+ נפח 1.8,ציריות,"ספק חו""ל",166,26.2,0.0,,,,274047.28,15/09/2024,19408.96,200,200
103,255047,GSP,7399,סופית,46371593GSP,ציריה ימין קורולה 93-02,ציריות,"ספק חו""ל",110,29.23,0.0,255047,,,274047.28,15/09/2024,3248.03,30,30
104,255047,GSP,7399,סופית,46371594GSP,ציריה שמאל קורולה 93-02,ציריות,"ספק חו""ל",93,29.05,0.0,255047,,,274047.28,15/09/2024,3228.03,30,30
105,255047,GSP,7399,סופית,46371609GSP,ציריה שמאל קמרי 07-11 מנוע 2.4 בלבד,ציריות,"ספק חו""ל",38,31.26,0.0,255047,,,274047.28,15/09/2024,2315.74,20,20
106,255047,GSP,7399,סופית,46371699GSP,ציריה שמאל קמרי 3.5 07-11,ציריות,"ספק חו""ל",37,31.86,0.0,,,,274047.28,15/09/2024,1180.09,10,10
107,255047,GSP,7399,סופית,46371811GSP,ציריה שמאל ראב 4 06-14,ציריות,"ספק חו""ל",159,35.51,0.0,,,,274047.28,15/09/2024,1315.29,10,10
108,255047,GSP,7399,סופית,46371812GSP,ציריה ימין ראב 4 06-14,ציריות,"ספק חו""ל",161,35.81,0.0,,,,274047.28,15/09/2024,1326.4,10,10
109,255047,GSP,7399,סופית,46372412GSP,ציריה ימין ורסו 09-18,ציריות,"ספק חו""ל",165,35.62,0.0,255047,,,274047.28,15/09/2024,3958.09,30,30
110,255047,GSP,7399,סופית,46372413GSP,ציריה שמאל ורסו 09-18,ציריות,"ספק חו""ל",106,32.07,0.0,255047,,,274047.28,15/09/2024,3563.61,30,30
111,255047,GSP,7399,סופית,46372904GSP,ציריה ימין CHR,ציריות,"ספק חו""ל",142,41.61,0.0,255047,,,274047.28,15/09/2024,3082.46,20,20
112,255047,GSP,7399,סופית,46372905GSP,ציריה שמאל CHR,ציריות,"ספק חו""ל",82,42.84,0.0,255047,,,274047.28,15/09/2024,4760.38,30,30
113,255047,GSP,7399,סופית,46390300GSP,ציריה ימין I10 אוטומט,ציריות,"ספק חו""ל",210,32.32,0.0,255047,,,274047.28,15/09/2024,2394.26,20,20
114,255047,GSP,7399,סופית,46390404GSP,ציריה ימין I20 אוטומט,ציריות,"ספק חו""ל",91,29.15,0.0,255047,,,274047.28,15/09/2024,3239.14,30,30
115,255047,GSP,7399,סופית,46390405GSP,ציריה שמאל I20 אוטומט,ציריות,"ספק חו""ל",96,25.05,0.0,255047,,,274047.28,15/09/2024,2783.55,30,30
116,255047,GSP,7399,סופית,46391343GSP,ציריה שמאל אקסנט 07-11/ריו 06-11,ציריות,"ספק חו""ל",149,28.19,0.0,255047,,,274047.28,15/09/2024,2088.31,20,20
117,255047,GSP,7399,סופית,46391448GSP,ציריה ימין גטס אוטומט,ציריות,"ספק חו""ל",214,29.75,0.0,255047,,,274047.28,15/09/2024,2203.88,20,20
118,255047,GSP,7399,סופית,46391449GSP,ציריה שמאל גטס אוטומט,ציריות,"ספק חו""ל",63,28.19,0.0,255047,,,274047.28,15/09/2024,1044.15,10,10
119,255047,GSP,7399,סופית,46391712GSP,ציריה שמאל טוסון 4X2 +15 נפח 2.0 לפי שילדה,ציריות,"ספק חו""ל",79,35.81,0.0,,,,274047.28,15/09/2024,1326.4,10,10
120,255047,GSP,7399,סופית,46391713GSP,ציריה ימין טוסון 4X2 +15 נפח 2.0 לפי שילדה,ציריות,"ספק חו""ל",114,41.66,0.0,,,,274047.28,15/09/2024,1543.08,10,10
121,255047,GSP,7399,סופית,46391762GSP,ציריה ימין טוסון 15+/ספורטאז 15+ 1.6 בנזין ללא טורבו!,ציריות,"ספק חו""ל",65,35.17,0.0,255047,,,274047.28,15/09/2024,1302.69,10,10
122,255047,GSP,7399,סופית,46391763GSP,ציריה שמאל טוסון 15+/ספורטאז 15+ 1.6 בנזין ללא טורבו!,ציריות,"ספק חו""ל",109,35.62,0.0,255047,,,274047.28,15/09/2024,1319.36,10,10
123,255047,GSP,7399,סופית,46392521GSP,ציריה ימין איוניק 1.6 17+/נירו 17+,ציריות,"ספק חו""ל",180,37.95,0.0,255047,,,274047.28,15/09/2024,4217.0,30,30
124,255047,GSP,7399,סופית,46392522GSP,ציריה שמאל איוניק 1.6 17+/נירו 17+,ציריות,"ספק חו""ל",99,32.67,0.0,255047,,,274047.28,15/09/2024,3630.29,30,30
