מק'ט,תאור מוצר,מספר יצרן,סטטוס,מלאי זמין,הזמנות מסגרת רכש,הזמנות רכש פתוחות,הזמנות מסגרת לקוח,הז. לקוח פתוחות,קריאות שירות פתוחות,מלאי צפוי,נמכר בחודש נוכחי,סטטוס קצב מכירות,מק'ט מוצר משלים,מוצר משלים,נמכר בחודש הקודם,נמכר לפני חודשיים,נמכר לפני 3 חודשים,יח',מחיר אחרון,מטבע
35390371LPR,ד.ב קד 14 I10+/קונה,58101B4A00,פעיל,0.000,0.000,0.000,0.000,20.000,0.000,-20.00,0.00,VVV,,,0.00,0.00,0.00,יח',9.70,EUR
35390505MATEC,ד.ב קד I35/I25/וולוסטר/ריו 12 I30/+12+,FT147018,פעיל,5.000,0.000,0.000,0.000,9.000,0.000,-4.00,0.00,VVV,,,0.00,0.00,0.00,יח',0.00,
35390506MATEC,ד.ב קד I35/I25/וולוסטר/ריו 12 I30/+12+,FT1470118,פעיל,0.000,0.000,0.000,0.000,7.000,0.000,-7.00,0.00,VV,,,0.00,0.00,0.00,יח',0.00,
35390561LPR,ד.ב קד I35/I25/וולוסטר/ריו 12 I30/+12+,05P1744,פעיל,2.000,0.000,0.000,0.000,85.000,0.000,-83.00,0.00,VVV,,,0.00,23.00,40.00,יח',8.90,EUR
35390624MATEC,ד.ב קד 19 I30+/סיד 19+/אקסיד,FT266920,פעיל,0.000,0.000,0.000,0.000,9.000,0.000,-9.00,4.00,VV,,,0.00,0.00,3.00,יח',4.61,$
35390650LPR,ד.ב קד 19 I30+/סיד 19+/אקסיד,05P2065,פעיל,0.000,0.000,0.000,0.000,8.000,0.000,-8.00,0.00,VV,,,0.00,0.00,0.00,יח',13.00,EUR
35390665MATEC,ד.ב קד I30 עד 11/סיד עד 11/פורטה עד 11/קרנס עד 06,FT114717,פעיל,103.000,0.000,0.000,0.000,24.000,0.000,79.00,0.00,VVV,,,0.00,0.00,0.00,יח',3.87,$
35390667LPR,ד.ב קד I30 עד 11/סיד עד 11/פורטה עד 11/קרנס עד 06,05P1375,פעיל,57.000,0.000,0.000,0.000,29.000,0.000,28.00,0.00,VVV,,,1.00,1.00,15.00,יח',8.80,EUR
35390769LPR,ד.ב קד I35/I25/וולוסטר/ריו 12 I30/+12+,05P1753,פעיל,0.000,0.000,0.000,0.000,85.000,0.000,-85.00,0.00,VVV,,,3.00,0.00,0.00,יח',0.00,EUR
35390771MATEC,ד.ב קד I35/I25/וולוסטר/ריו 12 I30/+12+,FT152918,פעיל,108.000,0.000,300.000,0.000,61.000,0.000,347.00,16.00,VVV,,,15.00,8.00,15.00,יח',4.42,$
35390962MATEC,ד.ב קד קרניבל I800/+07,FT133618,פעיל,2.000,0.000,0.000,0.000,17.000,0.000,-15.00,0.00,VV,,,0.00,0.00,0.00,יח',5.71,$
35390965MATEC,ד.ב אח קרניבל I800/+07,FT133715,פעיל,1.000,0.000,0.000,0.000,12.000,0.000,-11.00,0.00,VV,,,0.00,0.00,0.00,יח',3.59,$
35390973LPR,ד.ב קד קרניבל I800/+07,05P1451,פעיל,1.000,0.000,0.000,0.000,34.000,0.000,-33.00,0.00,VV,,,0.00,0.00,1.00,יח',0.00,EUR
35391010MATEC,ד.ב קד 4X2 +10 IX35/סול 14+/ספורטאג' 10+,FT154717,פעיל,0.000,0.000,0.000,0.000,5.000,0.000,-5.00,0.00,VV,,,0.00,0.00,0.00,יח',0.00,
35391075LPR,ד.ב קד 4X2 +10 IX35/סול 14+/ספורטאג' 10+,05P1757,פעיל,4.000,0.000,0.000,0.000,6.000,0.000,-2.00,0.00,VV,,,5.00,0.00,0.00,יח',0.00,
35391177LPR,ד.ב קד אטוס עד 00,05P695,פעיל,0.000,0.000,0.000,0.000,7.000,0.000,-7.00,0.00,255065,,,0.00,0.00,0.00,יח',0.00,
35391212MATEC,ד.ב קד לנטרה עד 01/אלנטרה עד 01/סונטה עד 01/רקסטון 2.9,FT049417,פעיל,0.000,0.000,0.000,0.000,5.000,0.000,-5.00,0.00,VV,,,0.00,0.00,0.00,יח',0.00,
35391244MATEC,ד.ב קד אלנטרה 04-05,FT119717,פעיל,54.000,0.000,0.000,0.000,6.000,0.000,48.00,0.00,255034,,,0.00,0.00,0.00,יח',0.00,
35391281LPR,ד.ב קד אלנטרה 01-06,05P1097,פעיל,0.000,0.000,0.000,0.000,4.000,0.000,-4.00,0.00,255065,,,0.00,0.00,0.00,יח',0.00,
35391283MATEC,ד.ב אח לנטרה עד 01/אלנטרה/מטריקס/קופה 2.0+2.7/סרטו,FT096714,פעיל,51.000,0.000,0.000,0.000,8.000,0.000,43.00,4.00,VV,,,0.00,0.00,0.00,יח',3.56,$
35391285LPR,ד.ב קד אלנטרה 02-03/מטריקס 05+,05P1374,פעיל,2.000,0.000,0.000,0.000,5.000,0.000,-3.00,0.00,255065,,,0.00,0.00,0.00,יח',0.00,EUR
35391287LPR,ד.ב קד אלנטרה 04-05,05P1609,פעיל,19.000,0.000,0.000,0.000,7.000,0.000,12.00,0.00,255065,,,0.00,0.00,0.00,יח',0.00,
35391289LPR,ד.ב קד אלנטרה 06+/סונטה 02-09/טוסון/ספורטאג'/סול,05P1369,פעיל,2.000,0.000,0.000,0.000,11.000,0.000,-9.00,0.00,VV,,,0.00,0.00,0.00,יח',0.00,EUR
35391291MATEC,ד.ב קד אלנטרה 06+/סונטה 02-09/טוסון/ספורטאג'/סול,FT114618,פעיל,11.000,0.000,0.000,0.000,25.000,0.000,-14.00,2.00,VV,,,0.00,0.00,0.00,יח',4.89,$
35391301MATEC,ד.ב קד אקסנט I20/+07/ריו 06-11,FT124017,פעיל,1.000,0.000,50.000,0.000,38.000,0.000,13.00,0.00,VV,,,5.00,0.00,1.00,יח',4.10,$
35391303MATEC,ד.ב אח אקסנט 10 IX35/I30/I20/+07+/ריו/סיד,FT124115,פעיל,63.000,0.000,0.000,0.000,35.000,0.000,28.00,0.00,VVV,,,14.00,18.00,0.00,יח',3.12,$
35391393MATEC,ד.ב קד אקסנט עד 06/גטס/סובארו ג'סטי 1.2,FT029315,פעיל,1.000,0.000,0.000,0.000,18.000,0.000,-17.00,0.00,VV,,,0.00,0.00,0.00,יח',3.63,$
35391395LPR,ד.ב קד אקסנט עד 06/גטס/סובארו ג'סטי 1.2,05P542,פעיל,0.000,0.000,0.000,0.000,13.000,0.000,-13.00,0.00,VV,,,0.00,0.00,0.00,יח',4.50,EUR
35391397LPR,ד.ב אח אקסנט 10 IX35/I30/I20/+07+/טוסון מ-15 עם חורים,05P1344,פעיל,0.000,0.000,0.000,0.000,48.000,0.000,-48.00,0.00,VVV,,,0.00,60.00,27.00,יח',5.89,EUR
35391399LPR,ד.ב קד אקסנט I20/+07/ריו 06-11,05P1345,פעיל,20.000,0.000,0.000,0.000,18.000,0.000,2.00,0.00,VV,,,4.00,12.00,0.00,יח',7.25,EUR
35391505LPR,ד.ב אח גלופר 91-03/ג'ויס 01+,05P1514,פעיל,9.000,0.000,0.000,0.000,6.000,0.000,3.00,0.00,255065,,,0.00,0.00,0.00,יח',0.00,
35391507LPR,ד.ב קד גלופר 98-03,05P794,פעיל,8.000,0.000,0.000,0.000,7.000,0.000,1.00,0.00,255065,,,0.00,0.00,0.00,יח',0.00,
35391708LPR,ד.ב קד טוסון 15+/קונה 20+/אופטימה 16+/ספורטאג' 15+/עם חורים,05P1689,פעיל,3.000,0.000,200.000,0.000,133.000,0.000,70.00,-1.00,VVV,,,32.00,24.00,8.00,יח',8.11,EUR
35391710LPR,ד.ב אח טוסון מ15+/אקסנט IX35/+07/ספורטאג 11+ עם חורים,05P2103,פעיל,48.000,0.000,0.000,0.000,26.000,0.000,22.00,0.00,VV,,,0.00,0.00,10.00,יח',6.88,EUR
35391717LPR,ד.ב קד טוסון 16+ דגם אקיבונו דיזל בלבד,05P2052,פעיל,2.000,0.000,0.000,0.000,9.000,0.000,-7.00,0.00,VV,,,0.00,0.00,0.00,יח',0.00,EUR
35391717MATEC,ד.ב קד טוסון 15+/קונה 20+/אופטימה 16+/ספורטאג' 15+/עם חורים,FT1358-117,פעיל,86.000,0.000,300.000,0.000,46.000,0.000,340.00,0.00,VVV,,,0.00,0.00,0.00,יח',4.46,$
35391718MATEC,ד.ב קד טוסון 16+ דגם אקיבונו דיזל בלבד,FT271917,פעיל,0.000,0.000,0.000,0.000,5.000,0.000,-5.00,0.00,VV,,,0.00,0.00,0.00,יח',0.00,
35391726MATEC,ד.ב אח טוסון מ15+/אקסנט IX35/+07/ספורטאג 11+ עם חורים,FT259315,פעיל,203.000,0.000,100.000,0.000,25.000,0.000,278.00,12.00,VV,,,13.00,36.00,5.00,יח',3.19,$
35391809LPR,ד.ב קד טראג'ט/סנטה פה עד 06/סאניונג רקסטון 02+/אקטיון,05P859,פעיל,2.000,0.000,0.000,0.000,5.000,0.000,-3.00,0.00,255065,,,0.00,0.00,0.00,יח',0.00,
35391811LPR,ד.ב אח טראג'ט 01+/טאראקן 01-07/אקטיון 07-11/רודיוס,05P847,פעיל,0.000,0.000,0.000,0.000,4.000,0.000,-4.00,0.00,255065,,,0.00,0.00,0.00,יח',0.00,
35391913LPR,ד.ב קד טאראקן 01-06,05P1291,פעיל,54.000,0.000,0.000,0.000,7.000,0.000,47.00,0.00,255065,,,0.00,0.00,0.00,יח',0.00,EUR
35391915LPR,ד.ב אח טאראקן 01-06,05P1290,פעיל,0.000,0.000,0.000,0.000,5.000,0.000,-5.00,0.00,255065,,,0.00,0.00,0.00,יח',0.00,
35392117LPR,ד.ב אח סונטה עד 98,05P079,פעיל,0.000,0.000,0.000,0.000,10.000,0.000,-10.00,0.00,255065,,,0.00,0.00,0.00,יח',0.00,
35392119MATEC,ד.ב אח סונטה 99-08/סנטה פה עד 06/גטס 07+/טוסון,FT096615,פעיל,0.000,0.000,0.000,0.000,10.000,0.000,-10.00,0.00,VV,,,0.00,0.00,0.00,יח',3.16,$
35392121LPR,ד.ב אח סונטה 99-08/סנטה פה עד 06/גטס 07+/טוסון,05P848,פעיל,0.000,0.000,0.000,0.000,8.000,0.000,-8.00,0.00,VV,,,0.00,0.00,2.00,יח',0.00,EUR
35392123LPR,ד.ב אח I35/I40/I25/ולוסטר/14 I10/+12 I30+,05P1558,פעיל,0.000,0.000,0.000,0.000,44.000,0.000,-44.00,0.00,VVV,,,0.00,0.00,0.00,יח',0.00,EUR
35392125MATEC,ד.ב אח I35/I40/I25/ולוסטר/14 I10/+12 I30+,FT145616,פעיל,0.000,0.000,200.000,0.000,41.000,0.000,159.00,2.00,VVV,,,0.00,0.00,0.00,יח',3.53,$
35392210MATEC,ד.ב אח סנטה פה 07-08/טוסון 06+,FT131416,פעיל,0.000,0.000,0.000,0.000,5.000,0.000,-5.00,0.00,VV,,,0.00,0.00,0.00,יח',0.00,
35392222MATEC,ד.ב אח סנטה פה 19+,FT284516,פעיל,1.000,0.000,0.000,0.000,8.000,0.000,-7.00,0.00,VV,,,0.00,0.00,0.00,יח',4.70,$
35392227MATEC,ד.ב קד טראקן,FT090917-,פעיל,91.000,0.000,0.000,0.000,5.000,0.000,86.00,0.00,255034,,,0.00,0.00,0.00,יח',0.00,
35392229LPR,ד.ב קד סנטה פה עד 06,05P858,פעיל,13.000,0.000,0.000,0.000,9.000,0.000,4.00,0.00,255065,,,0.00,0.00,0.00,יח',0.00,
35392231LPR,ד.ב אח סנטה פה 07-08/טוסון 06+,05P1417,פעיל,5.000,0.000,0.000,0.000,6.000,0.000,-1.00,0.00,VV,,,0.00,0.00,2.00,יח',0.00,EUR
35392233LPR,ד.ב קד סנטה פה 07+/סורנטו 10+/קורנדו D 2.0,05P1382,פעיל,4.000,0.000,0.000,0.000,30.000,0.000,-26.00,0.00,VV,,,0.00,0.00,0.00,יח',0.00,EUR
35392235LPR,ד.ב אח סנטה פה 09+/סורנטו 10+,05P1625,פעיל,5.000,0.000,0.000,0.000,18.000,0.000,-13.00,0.00,VV,,,0.00,0.00,0.00,יח',0.00,EUR
35392240MATEC,ד.ב קד סנטה פה מ19,FT285916,פעיל,20.000,0.000,0.000,0.000,30.000,0.000,-10.00,0.00,,,,0.00,0.00,0.00,יח',7.43,$
35392259MATEC,ד.ב קד סנטה פה 07+/סורנטו 10+/קורנדו D 2.0,FT131317,פעיל,52.000,0.000,0.000,0.000,119.000,0.000,-67.00,2.00,VV,,,3.00,1.00,1.00,יח',4.87,$
35392268MATEC,ד.ב אח סנטה פה 09+/סורנטו 10+,FT143516,פעיל,2.000,0.000,0.000,0.000,9.000,0.000,-7.00,0.00,VV,,,1.00,0.00,0.00,יח',3.63,$
35392437LPR,ד.ב קד לנטרה עד 01/אלנטרה עד 01/סונטה עד 01/רקסטון 2.9,05P640,פעיל,46.000,0.000,0.000,0.000,8.000,0.000,38.00,0.00,VV,,,0.00,0.00,0.00,יח',0.00,
35392439LPR,ד.ב אח לנטרה עד 01/אלנטרה/מטריקס/קופה 2.0+2.7/סרטו,05P089,פעיל,6.000,0.000,0.000,0.000,5.000,0.000,1.00,0.00,VV,,,0.00,0.00,0.00,יח',0.00,
35392525LPR,ד.ב קד סורנטו 15+/אלנטרה 16+/נירו/איוניק,05P2195,פעיל,0.000,0.000,0.000,0.000,38.000,0.000,-38.00,0.00,VV,,,1.00,0.00,0.00,יח',0.00,EUR
35392525MATEC,ד.ב קד סורנטו 15+/אלנטרה 16+/נירו/איוניק,FT254018,פעיל,0.000,0.000,100.000,0.000,59.000,0.000,41.00,0.00,VV,,,0.00,0.00,0.00,יח',5.98,$
35392727LPR,ד.ב קד H350 מ15,05P2105,פעיל,2.000,0.000,0.000,0.000,7.000,0.000,-5.00,0.00,,,,0.00,0.00,0.00,יח',15.50,EUR
35450100MATEC,ד.ב קד 12 CX5+,FT153516,פעיל,65.000,0.000,50.000,0.000,17.000,0.000,98.00,0.00,VV,,,0.00,18.00,2.00,יח',4.59,$
35450101MATEC,ד.ב אח 12-15 CX5/מזדה 2 15+,FT153615,פעיל,0.000,0.000,50.000,0.000,8.000,0.000,42.00,0.00,VV,,,0.00,0.00,0.00,יח',3.80,$
35450110MATEC,ד.ב אח 15 CX5+,FT262614,פעיל,0.000,0.000,50.000,0.000,11.000,0.000,39.00,0.00,VV,,,0.00,0.00,0.00,יח',0.00,
35450125LPR,ד.ב אח 15 CX5+,05P2069,פעיל,3.000,0.000,0.000,0.000,11.000,0.000,-8.00,1.00,VV,,,4.00,1.00,0.00,יח',7.41,EUR
35450149LPR,ד.ב קד 12 CX5+,05P1748,פעיל,31.000,0.000,0.000,0.000,27.000,0.000,4.00,0.00,VV,,,0.00,4.00,1.00,יח',9.58,EUR
35450151LPR,ד.ב אח 12-15 CX5/מזדה 2 15+,05P1756,פעיל,0.000,0.000,0.000,0.000,13.000,0.000,-13.00,0.00,VV,,,5.00,5.00,4.00,יח',7.90,EUR
35450355LPR,ד.ב קד B2500 עד 4X2 98,05P818,פעיל,0.000,0.000,0.000,0.000,4.000,0.000,-4.00,0.00,255065,,,0.00,0.00,0.00,יח',0.00,EUR
35450357LPR,ד.ב קד B2500 עד 4X4 98,05P1019,פעיל,0.000,0.000,0.000,0.000,4.000,0.000,-4.00,1.00,255065,,,0.00,0.00,0.00,יח',0.00,EUR
35450359MATEC,ד.ב קד 07 BT50/99-01 B2500+/פורד ריינג'ר,FT090517,פעיל,0.000,0.000,0.000,0.000,8.000,0.000,-8.00,0.00,255034,,,0.00,0.00,0.00,יח',0.00,
35450361LPR,ד.ב קד 07 BT50/99-01 B2500+/פורד ריינג'ר,05P1355,פעיל,18.000,0.000,0.000,0.000,10.000,0.000,8.00,0.00,255065,,,0.00,0.00,0.00,יח',0.00,EUR
35450363LPR,ד.ב קד BT50/+02 B2500 עד 06,05P1499,פעיל,3.000,0.000,0.000,0.000,5.000,0.000,-2.00,0.00,255065,,,0.00,0.00,0.00,יח',0.00,
35450365MATEC,ד.ב קד BT50/+02 B2500 עד 06,FT123216,פעיל,8.000,0.000,0.000,0.000,8.000,0.000,0.00,0.00,255034,,,0.00,0.00,0.00,יח',0.00,
35450569LPR,ד.ב קד מזדה 90 E2000+/בסטה עד 97,05P041,פעיל,4.000,0.000,0.000,0.000,20.000,0.000,-16.00,0.00,255065,,,0.00,0.00,0.00,יח',0.00,
35450623LPR,ד.ב אח 03 MPV+,05P1503,פעיל,9.000,0.000,0.000,0.000,4.000,0.000,5.00,0.00,255065,,,0.00,0.00,0.00,יח',0.00,EUR
35450675LPR,ד.ב קד 95-07 MPV,05P570,פעיל,1.000,0.000,0.000,0.000,7.000,0.000,-6.00,0.00,255065,,,0.00,0.00,0.00,יח',0.00,EUR
35450800MATEC,ד.ב קד ספרינטר 07+/קראפטר 07+ 3.5 טון,FT129220,פעיל,21.000,0.000,0.000,0.000,11.000,0.000,10.00,0.00,VV,,,0.00,0.00,0.00,יח',5.17,$
35451077MATEC,ד.ב קד לנטיס עד 98/פורד טרייסר,FT049115,פעיל,31.000,0.000,0.000,0.000,7.000,0.000,24.00,0.00,255034,,,0.00,0.00,0.00,יח',0.00,
35451079LPR,ד.ב קד לנטיס עד 98/פורד טרייסר,05P510,פעיל,6.000,0.000,0.000,0.000,6.000,0.000,0.00,0.00,255065,,,0.00,0.00,0.00,יח',0.00,
35451081MATEC,ד.ב קד לנטיס 1.6 99-01,FT089515,פעיל,0.000,0.000,0.000,0.000,56.000,0.000,-56.00,0.00,255034,,,0.00,0.00,0.00,יח',4.04,$
35451083LPR,ד.ב קד לנטיס 1.6 99-01,05P813,פעיל,22.000,0.000,0.000,0.000,5.000,0.000,17.00,0.00,255065,,,0.00,0.00,0.00,יח',0.00,EUR
35451111LPR,ד.ב קד מזדה 2 15+,05P1990,פעיל,23.000,0.000,0.000,0.000,18.000,0.000,5.00,3.00,VV,,,10.00,4.00,0.00,יח',9.23,EUR
35451120MATEC,ד.ב קד מזדה 2 15+,FT244615,פעיל,0.000,0.000,50.000,0.000,10.000,0.000,40.00,0.00,VV,,,0.00,0.00,0.00,יח',0.00,
35451205MATEC,ד.ב קד מזדה 3 13+,FT155616,פעיל,102.000,0.000,0.000,0.000,28.000,0.000,74.00,7.00,VV,,,7.00,2.00,0.00,יח',5.12,$
35451208MATEC,ד.ב אח מזדה 3 13+,FT155714,פעיל,2.000,0.000,50.000,0.000,17.000,0.000,35.00,5.00,VV,,,7.00,0.00,0.00,יח',3.59,$
35451212MATEC,ד.ב אח מזדה CX30/+18 3,FT1471-216,פעיל,5.000,0.000,0.000,0.000,6.000,0.000,-1.00,0.00,VV,,,0.00,0.00,0.00,יח',0.00,
35451219MATEC,ד.ב אח מזדה CX30/+18 3,FT284614,פעיל,0.000,0.000,0.000,0.000,6.000,0.000,-6.00,0.00,VV,,,0.00,0.00,0.00,יח',0.00,
35451225MATEC,ד.ב קד מזדה 3 18+,FT284716,פעיל,0.000,0.000,60.000,0.000,7.000,0.000,53.00,0.00,VV,,,0.00,0.00,0.00,יח',0.00,
35451245LPR,ד.ב אח מזדה CX30/+18 3,05P2199,פעיל,16.000,0.000,0.000,0.000,14.000,0.000,2.00,0.00,VV,,,0.00,0.00,5.00,יח',12.35,EUR
35451250LPR,ד.ב קד מזדה 3 19+,05P2278,פעיל,1.000,0.000,0.000,0.000,28.000,0.000,-27.00,0.00,,,,0.00,0.00,0.00,יח',11.00,EUR
35451274LPR,ד.ב קד מזדה 3 13+,05P1917,פעיל,11.000,0.000,0.000,0.000,40.000,0.000,-29.00,3.00,VV,,,2.00,15.00,2.00,יח',11.48,EUR
35451277LPR,ד.ב אח מזדה 3 13+,05P1918,פעיל,2.000,0.000,0.000,0.000,38.000,0.000,-36.00,0.00,VV,,,0.00,0.00,0.00,יח',0.00,EUR
35451285LPR,ד.ב אח מזדה 3 04+/מזדה 5/פוקוס 06+/וקטרה S40/508/+03,05P1236,פעיל,20.000,0.000,0.000,0.000,49.000,0.000,-29.00,7.00,VVV,,,6.00,19.00,0.00,יח',5.62,EUR
35451287MATEC,ד.ב אח מזדה 3 04+/מזדה 5/פוקוס 06+/וקטרה S40/508/+03,FT121716,פעיל,0.000,0.000,100.000,0.000,18.000,0.000,82.00,0.00,VVV,,,0.00,0.00,2.00,יח',4.12,$
35451391LPR,ד.ב קד מזדה 323/דמיו/121 אוט'/קיה ריו 00+,05P366,פעיל,2.000,0.000,0.000,0.000,5.000,0.000,-3.00,0.00,255065,,,0.00,0.00,0.00,יח',0.00,EUR
35451501LPR,ד.ב אח מזדה 6 626/03-07 98+/לנטיס 99+/פרמסי,05P336,פעיל,0.000,0.000,0.000,0.000,6.000,0.000,-6.00,0.00,VV,,,0.00,2.00,0.00,יח',5.46,EUR
35451503MATEC,ד.ב קד מזדה 6 08-12,FT134318,פעיל,7.000,0.000,50.000,0.000,19.000,0.000,38.00,1.00,VV,,,0.00,0.00,0.00,יח',5.19,$
35451505LPR,ד.ב קד מזדה 6 08-12,05P1413,פעיל,30.000,0.000,0.000,0.000,27.000,0.000,3.00,1.00,VV,,,1.00,11.00,0.00,יח',9.04,EUR
35451507LPR,ד.ב אח מזדה 6 13-14/אאוטלנדר 13+,05P1802,פעיל,0.000,0.000,0.000,0.000,31.000,0.000,-31.00,0.00,VV,,,1.00,14.00,1.00,יח',8.82,EUR
35451515LPR,ד.ב אח מזדה 6 15+ קליפר חשמלי,05P2109,פעיל,44.000,0.000,0.000,0.000,17.000,0.000,27.00,5.00,VV,,,1.00,0.00,0.00,יח',8.68,EUR
35451515MATEC,ד.ב אח מזדה 6 15+ קליפר חשמלי,FT262715,פעיל,2.000,0.000,50.000,0.000,11.000,0.000,41.00,0.00,VV,,,0.00,0.00,0.00,יח',4.15,$
35451516MATEC,ד.ב קד מזדה 6 13+,FT155416,פעיל,0.000,0.000,100.000,0.000,24.000,0.000,76.00,0.00,VV,,,0.00,0.00,0.00,יח',4.99,$
35451520MATEC,ד.ב אח מזדה 6 626/03-07 98+/לנטיס 99+/פרמסי,FT109013,פעיל,0.000,0.000,0.000,0.000,7.000,0.000,-7.00,0.00,VV,,,0.00,0.00,0.00,יח',0.00,
35451528MATEC,ד.ב אח מזדה 6 13-14/אאוטלנדר 13+,FT155514,פעיל,38.000,0.000,50.000,0.000,36.000,0.000,52.00,18.00,VV,,,30.00,7.00,12.00,יח',3.18,$
35451580LPR,ד.ב קד מזדה 6 13+,05P1916,פעיל,-1.000,0.000,0.000,0.000,18.000,0.000,-19.00,4.00,VV,,,6.00,6.00,12.00,יח',0.00,EUR
35451593MATEC,ד.ב קד מזדה 6 עד 07,FT108919,פעיל,37.000,0.000,0.000,0.000,9.000,0.000,28.00,2.00,VV,,,0.00,0.00,0.00,יח',5.08,$
35451595LPR,ד.ב אח מזדה 6 626/03-07 98+/לנטיס 99+/פרמסי,05P876,פעיל,4.000,0.000,0.000,0.000,15.000,0.000,-11.00,0.00,VV,,,0.00,0.00,0.00,יח',0.00,EUR
35451597LPR,ד.ב קד מזדה 6 עד 07,05P878,פעיל,8.000,0.000,0.000,0.000,7.000,0.000,1.00,0.00,VV,,,0.00,0.00,0.00,יח',0.00,EUR
35451599MATEC,ד.ב אח מזדה 6 626/03-07 98+/לנטיס 99+/פרמסי,FT044813,פעיל,2.000,0.000,0.000,0.000,10.000,0.000,-8.00,0.00,VV,,,2.00,0.00,0.00,יח',3.53,$
35451613MATEC,ד.ב קד מזדה 626 98-02/לנטיס 1.8 99+/לנטיס 1.6 02+,FT062216,פעיל,1.000,0.000,0.000,0.000,11.000,0.000,-10.00,0.00,VV,,,2.00,0.00,0.00,יח',4.17,$
35451615LPR,ד.ב קד מזדה 626 98-02/לנטיס 1.8 99+/לנטיס 1.6 02+,05P559,פעיל,18.000,0.000,0.000,0.000,10.000,0.000,8.00,0.00,VV,,,0.00,0.00,0.00,יח',0.00,EUR
35451719LPR,ד.ב קד פרמסי 01-05/קיה ריו דיזל,05P877,פעיל,14.000,0.000,0.000,0.000,9.000,0.000,5.00,0.00,255065,,,0.00,0.00,0.00,יח',0.00,
35452424LPR,ד.ב אח 19 CX3+,05P2137,פעיל,0.000,0.000,0.000,0.000,7.000,0.000,-7.00,0.00,,,,0.00,0.00,0.00,יח',0.00,EUR
35480108LPR,ד.ב קד מרצדס A קלאס 18+,05P2136,פעיל,5.000,0.000,0.000,0.000,17.000,0.000,-12.00,0.00,,,,0.00,0.00,0.00,יח',14.25,EUR
35480110LPR,ד.ב קד מרצדס A קלאס 12+/מרצדס B קלאס 12+,05P1781,פעיל,0.000,0.000,0.000,0.000,12.000,0.000,-12.00,0.00,255065,,,0.00,0.00,0.00,יח',0.00,EUR
35480121LPR,ד.ב קד A קלאס W168 +99 A190 + A170,05P671,פעיל,0.000,0.000,0.000,0.000,15.000,0.000,-15.00,0.00,255065,,,0.00,0.00,0.00,יח',0.00,
35480123LPR,ד.ב אח מרצדס A קלאס 04-12 A190 + A170 בודי W168,05P850,פעיל,12.000,0.000,0.000,0.000,17.000,0.000,-5.00,0.00,255065,,,1.00,0.00,0.00,יח',0.00,
35480125LPR,ד.ב קד מרצדס A קלאס +18,05P2135,פעיל,1.000,0.000,5.000,0.000,17.000,0.000,-11.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
35480210LPR,ד.ב קד מרצדס C קלאס 14+/אינפיניטי Q30,05P1981,פעיל,1.000,0.000,0.000,0.000,18.000,0.000,-17.00,0.00,,,,0.00,0.00,0.00,יח',0.00,EUR
35480214LPR,ד.ב קד מרצדס C קלאס 14+/מרצדס GLC בודי 253,05P2036,פעיל,0.000,0.000,0.000,0.000,7.000,0.000,-7.00,0.00,255065,,,0.00,0.00,0.00,יח',0.00,EUR
35480220LPR,ד.ב אח C קלאס 14+ בודי 205,05P2020,פעיל,6.000,0.000,0.000,0.000,9.000,0.000,-3.00,0.00,,,,0.00,0.00,0.00,יח',0.00,EUR
35480225LPR,ד.ב אח מרצדס C קלאס 95-00 בודי W202,05P725,פעיל,7.000,0.000,0.000,0.000,6.000,0.000,1.00,0.00,255065,,,0.00,0.00,0.00,יח',0.00,
35480228LPR,ד.ב קד C קלאס E/+16 קלאס 16+/מרצדס 16 GLC+,05P2122,פעיל,0.000,0.000,0.000,0.000,9.000,0.000,-9.00,0.00,,,,0.00,0.00,0.00,יח',0.00,EUR
35480229LPR,ד.ב קד S/01-05 ML קלאס בודי CDI/220 בודי 203 00+,05P849,פעיל,11.000,0.000,0.000,0.000,8.000,0.000,3.00,0.00,255065,,,0.00,0.00,0.00,יח',0.00,EUR
35480230LPR,ד.ב קד מרצדס C קלאס +14,05P2299,פעיל,0.000,0.000,0.000,0.000,4.000,0.000,-4.00,0.00,,,,0.00,0.00,0.00,יח',18.80,EUR
35480231LPR,ד.ב קד מרצדס C קלאס C200 +00 W203 CDI 240 + 280,05P767,פעיל,0.000,0.000,0.000,0.000,17.000,0.000,-17.00,0.00,255065,,,0.00,0.00,0.00,יח',0.00,
35480233LPR,ד.ב קד מרצדס S קלאס מE/07 קלאס מ09/מרצדס SLK מ11 בודי 172,05P1421,פעיל,1.000,0.000,0.000,0.000,7.000,0.000,-6.00,0.00,255065,,,0.00,0.00,0.00,יח',0.00,EUR
35480274LPR,ד.ב קד מרצדס C קלאס בודי W204/מרצדס E קלאס W212,05P1340,פעיל,19.000,0.000,0.000,0.000,11.000,0.000,8.00,0.00,255065,,,2.00,0.00,2.00,יח',0.00,
35480286LPR,ד.ב אח C קלאס E/97-10 SLK/96-06 קלאס 96-02,05P726,פעיל,4.000,0.000,0.000,0.000,6.000,0.000,-2.00,0.00,255065,,,0.00,0.00,0.00,יח',0.00,
35480310LPR,ד.ב אח מרצדס E קלאס 16+ בודי E213,05P2042,פעיל,0.000,0.000,0.000,0.000,6.000,0.000,-6.00,0.00,,,,0.00,0.00,0.00,יח',0.00,EUR
