מס' ספק,תאריך ההזמנה,כמות,יתרה לאספקה,הזמנת רכש,מק'ט,תאור מוצר,סכום (שח),סטטוס הזמנה,סטטוס שורת הזמנת רכש
255047,08/10/2024,30,30,PO24000027,46140216GSP,ציריה שמאל ב.מ.וו 12-16 X5,4790.21,מאושרת,
255047,08/10/2024,30,30,PO24000027,46390620GSP,ציריה ימין I30 בנזין עד 11/סיד עד 12/פורטה עד 12,3171.14,מאושרת,
255047,08/10/2024,30,30,PO24000027,46390621GSP,ציריה שמאל I30 בנזין עד 11/סיד עד 12/פורטה עד 12,2900.92,מאושרת,
255047,08/10/2024,30,30,PO24000027,46392521GSP,ציריה ימין איוניק 1.6 17+/נירו 17+,4237.49,מאושרת,
255047,08/10/2024,30,30,PO24000027,46392522GSP,ציריה שמאל איוניק 1.6 17+/נירו 17+,3647.93,מאושרת,
255047,08/10/2024,30,30,PO24000027,46550967GSP,ציריה ימין + שמאל טרנו 93-04,4026.45,מאושרת,
255047,08/10/2024,30,30,PO24000027,46580188GSP,ציריה ימין אוקטביה מ20,4343.57,מאושרת,
255047,08/10/2024,30,30,PO24000027,46641359GSP,ציריה שמאל ג'מפי מ16 נפח 2.0 אוטומט,3266.05,מאושרת,
255047,08/10/2024,30,30,PO24000027,46641374GSP,ציריה ימין ג'מפי מ16 נפח 2.0 אוטומט,4077.82,מאושרת,
255047,08/10/2024,30,30,PO24000027,46800902GSP,ציריה שמאל דוקאטו 07+ 2.3/בוקסר 07+ 2.3,3668.03,מאושרת,
255047,08/10/2024,30,30,PO24000027,46800903GSP,ציריה ימין דוקאטו 07+ 2.3/בוקסר 07+ 2.3,5442.30,מאושרת,
255047,08/10/2024,30,30,PO24000027,47020504GSP,פעמון 803102 A4,1429.24,מאושרת,
255047,08/10/2024,30,30,PO24000027,48370408GSP,נאבה אח יאריס 12-20 נפח 1.5 הייבריד,2233.20,מאושרת,
255047,08/10/2024,30,30,PO24000027,48580100GSP,נאבה קד אוקטביה 13+/גולף/קארוק/קודיאק/Q3/Q2/TT/קופרה,2296.84,מאושרת,
255047,08/10/2024,30,30,PO24000027,50490813GSP,תושבת מנוע ימין+שמאל האנטר 07-14,748.12,מאושרת,
255047,08/10/2024,30,30,PO24000027,50551998GSP,תושבת ימין קשקאי מ13,1741.89,מאושרת,
255047,08/10/2024,30,30,PO24000027,50681375GSP,תושבת מנוע ימין סוויפט 05-09/ספלאש 09-10,1226.02,מאושרת,
255047,08/10/2024,30,30,PO24000027,51391731GSP,כרית בולם טוסון 15+/ספורטאג' 16+/אופטימה 16+,869.83,מאושרת,
255047,08/10/2024,30,30,PO24000027,59681313GSP,בולם אח סוויפט 11-17,926.77,מאושרת,
255047,08/10/2024,30,30,PO24000027,68391304GSP,הגה מכני אקסנט 06-11/ריו 06-11,3827.70,מאושרת,
255047,08/10/2024,30,30,PO24000027,68550408GSP,הגה מכני ג'וק 10-14,5649.99,מאושרת,
255047,08/10/2024,30,30,PO24000027,68550704GSP,הגה מכני טידה 08-12/נוט עד 14,4857.21,מאושרת,
255047,08/10/2024,35,35,PO24000027,59310953GSP,בולם קד שמאל סיוויק 06+ 4 דלתות,1634.88,מאושרת,
255047,08/10/2024,40,40,PO24000027,50310925GSP,תושבת מנוע אח סיוויק 12+ 5 דלתות משקפיים,1951.81,מאושרת,
255047,08/10/2024,40,40,PO24000027,61370808GSP,הגה כח ויגו 15 4X4+,13696.96,מאושרת,
255047,08/10/2024,50,50,PO24000027,46370800GSP,ציריה ויגו 15+,6820.56,מאושרת,
255047,08/10/2024,50,50,PO24000027,46370887GSP,ציריה ויגו 06-14,7189.04,מאושרת,
255047,08/10/2024,50,50,PO24000027,46480888GSP,ציריה ימין ספרינטר מ19,9664.17,מאושרת,
255047,08/10/2024,50,50,PO24000027,46480889GSP,ציריה שמאל ספרינטר מ19,7805.03,מאושרת,
255047,08/10/2024,50,50,PO24000027,46491682GSP,ציריה אחורית ימין פג'רו מ07,8783.92,מאושרת,
255047,08/10/2024,50,50,PO24000027,46620487GSP,ציריה XV מ19,5095.41,מאושרת,
255047,08/10/2024,50,50,PO24000027,46641249GSP,ציריה שמאל ברלינגו 11 HDI 1.6+,6403.70,מאושרת,
255047,08/10/2024,50,50,PO24000027,46641250GSP,ציריה ימין ברלינגו 11 HDI 1.6+,7198.34,מאושרת,
255047,08/10/2024,50,50,PO24000027,46821209GSP,ציריה ימין פוקוס 1.6 11+ אוטומט,6113.38,מאושרת,
255047,08/10/2024,50,50,PO24000027,46821221GSP,ציריה שמאל פוקוס 1.6 06-10,5017.25,מאושרת,
255047,08/10/2024,50,50,PO24000027,46821222GSP,ציריה ימין פוקוס 1.6 06-10,6463.25,מאושרת,
255047,08/10/2024,50,50,PO24000027,47030200GSP,פעמון דימקס 13+,2527.23,מאושרת,
255047,08/10/2024,50,50,PO24000027,50641200GSP,תושבת מנוע ימין ברלינגו 08+/פרטנר 08+ עם תפס,2637.03,מאושרת,
255047,08/10/2024,50,50,PO24000027,59260541GSP,בולם קד סיריון 06+,2382.08,מאושרת,
255047,08/10/2024,50,50,PO24000027,59371527GSP,בולם קד ימין קורולה 08-18,3137.64,מאושרת,
255047,08/10/2024,50,50,PO24000027,59371528GSP,בולם קד שמאל קורולה 08-18,3137.64,מאושרת,
255047,08/10/2024,50,50,PO24000027,59371539GSP,בולם אח קורולה 08+/אוריס 08+/פריוס 09+,1514.85,מאושרת,
255047,08/10/2024,50,50,PO24000027,59551921GSP,בולם קד ימין קשקאי 14-18/קדג'אר 15+,2798.94,מאושרת,
255047,08/10/2024,50,50,PO24000027,59551922GSP,בולם קד שמאל קשקאי 14-18/קדג'אר 15+,2798.94,מאושרת,
255047,08/10/2024,50,50,PO24000027,59681386GSP,בולם קד שמאל סוויפט 05-10/ספלאש 09+,2942.24,מאושרת,
255047,08/10/2024,50,50,PO24000027,59821226GSP,בולם אח פוקוס 06-10/מזדה 3 09-12,1399.47,מאושרת,
255047,08/10/2024,50,50,PO24000027,61491608GSP,הגה כח פג'רו 01-06,17962.37,מאושרת,
255047,08/10/2024,50,50,PO24000027,68390404GSP,הגה מכני I20 עד 14,8396.83,מאושרת,
255047,08/10/2024,50,50,PO24000027,68390706GSP,הגה מכני I35 עד 12,7953.91,מאושרת,
255047,08/10/2024,50,50,PO24000027,68941406GSP,הגה מכני מגאן 04-08/קנגו 09-14,6379.50,מאושרת,
255047,08/10/2024,50,50,PO24000027,90580103GSP,מיכל עיבוי אוקטביה 05-12/גולף 04+/פאסאט 06+/רפיד,673.68,מאושרת,
255047,08/10/2024,60,60,PO24000027,46491667GSP,ציריה אחורית פג'רו מ01-06,10272.72,מאושרת,
255047,08/10/2024,60,60,PO24000027,46641212GSP,ציריה ימין ברלינגו 19+ 1.5 גיר רגיל (לפי שילדה),7874.26,מאושרת,
255047,08/10/2024,60,60,PO24000027,46641257GSP,ציריה ימין ברלינגו 19+ 1.5 גיר רגיל,8334.30,מאושרת,
255047,08/10/2024,60,60,PO24000027,50371583GSP,תושבת גיר שמאל קורולה 08-12,1353.31,מאושרת,
255047,08/10/2024,60,60,PO24000027,51371529GSP,כרית בולם קורולה 08+/אוריס 08+/פריוס 09+,1514.10,מאושרת,
255047,08/10/2024,60,60,PO24000027,51681315GSP,כרית בולם סוויפט 06-10/ספלאש 09+/אלטו/SX4,817.35,מאושרת,
255047,08/10/2024,100,100,PO24000027,46371506GSP,ציריה ימין קורולה 08-12 אוטומט,12997.22,מאושרת,
255047,08/10/2024,100,100,PO24000027,46371507GSP,ציריה שמאל קורולה 08-12 אוטומט,10224.33,מאושרת,
255047,08/10/2024,100,100,PO24000027,46371543GSP,ציריה ימין קורולה 19+ נפח 1.8,12840.90,מאושרת,
255047,08/10/2024,100,100,PO24000027,46371544GSP,ציריה שמאל קורולה 19+ נפח 1.8,9751.64,מאושרת,
255047,08/10/2024,100,100,PO24000027,46451209GSP,"ציריה ימין מזדה 3 1.6+2.0 06-08  אורך 56 ס""מ",10157.33,מאושרת,
255047,08/10/2024,100,100,PO24000027,46451212GSP,ציריה שמאל מזדה 3 1.6 06-12/מזדה 3 2.0 עד 08 אום,10239.22,מאושרת,
255047,08/10/2024,100,100,PO24000027,46451213GSP,"ציריה ימין מזדה 3 1.6 09-12 אורך 62 ס""מ אום",10685.86,מאושרת,
255047,08/10/2024,100,100,PO24000027,46451233GSP,ציריה ימין מזדה 3 16+ 1.5 ציר 27,14515.80,מאושרת,
255047,08/10/2024,100,100,PO24000027,46451287GSP,ציריה שמאל מזדה 3 16+ 1.5 ציר 27,11221.83,מאושרת,
255047,08/10/2024,100,100,PO24000027,46451416GSP,ציריה ימין מזדה 5 עד 13/מזדה 3 2.0 09-12,9457.60,מאושרת,
255047,08/10/2024,100,100,PO24000027,46641213GSP,ציריה שמאל ברלינגו 19+ 1.5 אוטמט/פרואיס 19+/קומבו 19+,9889.35,מאושרת,
255047,08/10/2024,100,100,PO24000027,46641214GSP,ציריה ימין ברלינגו 19+ 1.5 אוטמט/פרואיס 19+/קומבו 19+,11850.84,מאושרת,
255047,08/10/2024,100,100,PO24000027,47641243GSP,פעמון ברלינגו HDI 06-14,4209.58,מאושרת,
255047,08/10/2024,100,100,PO24000027,47641347GSP,פעמון ג'מפי 2.0 + 1.6 08-14/אקספרט 2.0 08+,5274.07,מאושרת,
255047,08/10/2024,100,100,PO24000027,48580175GSP,נאבה קד אוקטביה 05+/גולף/פאסט/A3/לאון/ג'טה/3 /A1/S3 ברגים,5583.00,מאושרת,
255047,08/10/2024,100,100,PO24000027,68901304GSP,הגה מכני 11-17 I25/ריו 13+,13734.18,מאושרת,
255047,08/10/2024,100,100,PO24000027,68901306GSP,הגה מכני פיקנטו 11-16,16611.28,מאושרת,
255047,08/10/2024,100,100,PO24000027,71451252GSP,משולש תח שמאל מזדה 3 עד 08/מזדה 5,6539.55,מאושרת,
255047,08/10/2024,100,100,PO24000027,71451288GSP,משולש תח ימין מזדה 3 עד 08/מזדה 5,6539.55,מאושרת,
255047,08/10/2024,100,100,PO24000027,90580101GSP,מיכל עיבוי אוקטביה 13+/סופרב 15+/יטי 14+/גולף 14+,2147.59,מאושרת,
255047,08/10/2024,100,100,PO24000027,90821212GSP,מיכל עיבוי פוקוס 11+,2147.59,מאושרת,
255047,08/10/2024,200,200,PO24000027,50371450GSP,תושבת מנוע ימין קורולה 08-12,13086.55,מאושרת,
255047,08/10/2024,200,200,PO24000027,61821206GSP,הגה כח פוקוס 05-15,71023.20,מאושרת,
255047,08/10/2024,200,200,PO24000027,68260504GSP,הגה מכני סיריון 07-11 עם חריץ,25518.03,מאושרת,
255047,08/10/2024,200,200,PO24000027,68371506GSP,הגה מכני קורולה 08-12/אוריס 08-12,33587.32,מאושרת,
255047,08/10/2024,200,200,PO24000027,68390606GSP,הגה מכני I30 עד 11/סיד/פורטה,33587.32,מאושרת,
255047,08/10/2024,200,200,PO24000027,90451212GSP,מיכל עיבוי מזדה 3 04+/פוקוס 06-10,4369.62,מאושרת,
255047,28/10/2024,50,50,PO24000036,71390612GSP,משולש תח שמאל I30 12-18/סיד 12-18,2271.00,מאושרת,
255047,28/10/2024,50,50,PO24000036,71390655GSP,משולש תח ימין I30 12-18/סיד 12-18,2271.00,מאושרת,
255047,28/10/2024,50,50,PO24000036,71390664GSP,משולש תח שמאל I30 עד 11/סיד 09-12/פורטה 09-12,2149.27,מאושרת,
255047,28/10/2024,50,50,PO24000036,71390666GSP,משולש תח ימין I30 עד 11/סיד 09-12/פורטה 09-12,2149.27,מאושרת,
255047,28/10/2024,50,50,PO24000036,71390774GSP,משולש תח ימין I35 11-16/ולוסטר/פורטה מ13,1894.92,מאושרת,
255047,28/10/2024,50,50,PO24000036,71390777GSP,משולש תח שמאל I35 11-16/ולוסטר/פורטה מ13,1894.92,מאושרת,
255047,28/10/2024,50,50,PO24000036,71391717GSP,משולש תח שמאל טוסון 15+/ספורטאג' 15-20,2525.35,מאושרת,
255047,28/10/2024,50,50,PO24000036,71391718GSP,משולש תח ימין טוסון 15+/ספורטאג' 15-20,2525.35,מאושרת,
255047,28/10/2024,50,50,PO24000036,71451278GSP,משולש תח שמאל מזדה 3 09-12,2634.36,מאושרת,
255047,28/10/2024,50,50,PO24000036,71451285GSP,משולש תח ימין מזדה 3 09-12,2634.36,מאושרת,
255047,28/10/2024,50,50,PO24000036,71580101GSP,משולש תח ימין אוקטביה 14+/גולף 14+/אאודי A3 14+,1649.65,מאושרת,
255047,28/10/2024,50,50,PO24000036,71580102GSP,משולש תח שמאל אוקטביה 14+/גולף 14+/אאודי A3 14+,1649.65,מאושרת,
255047,28/10/2024,50,50,PO24000036,71620222GSP,משולש תח ימין B3/04-08 B4 07+/אאוטבק 04-09,3564.56,מאושרת,
255047,28/10/2024,50,50,PO24000036,71620282GSP,משולש תח שמאל B3/04-08 B4 07+/אאוטבק 04-09,3564.56,מאושרת,
255047,28/10/2024,50,50,PO24000036,71620407GSP,משולש תח שמאל סובארו XV 12-17,2781.52,מאושרת,
255047,28/10/2024,50,50,PO24000036,71620444GSP,משולש תח ימין סובארו XV 12-17,2781.52,מאושרת,
255047,28/10/2024,50,50,PO24000036,71901313GSP,משולש תח שמאל פיקנטו 11-16,1733.22,מאושרת,
255047,28/10/2024,50,50,PO24000036,71901314GSP,משולש תח ימין פיקנטו 11-16,1733.22,מאושרת,
255047,28/10/2024,100,100,PO24000036,71371515GSP,משולש תח ימין קורולה 08+/אוריס 07+/ורסו 09+ מושלם,4211.34,מאושרת,
255047,28/10/2024,100,100,PO24000036,71371516GSP,משולש תח שמאל קורולה 08+/אוריס 07+/ורסו 09+ מושלם,4211.34,מאושרת,
255047,28/10/2024,100,100,PO24000036,71391010GSP,משולש תח ימין IX35/ספורטאז 10-15,4836.32,מאושרת,
255047,28/10/2024,100,100,PO24000036,71391011GSP,משולש תח שמאל IX35/ספורטאז 10-15,4836.32,מאושרת,
255047,28/10/2024,100,100,PO24000036,71451241GSP,משולש תח ימין מזדה 3 13-19,5911.86,מאושרת,
255047,28/10/2024,100,100,PO24000036,71451246GSP,משולש תח שמאל מזדה 3 13-19,5911.86,מאושרת,
255047,28/10/2024,100,100,PO24000036,71451252GSP,משולש תח שמאל מזדה 3 עד 08/מזדה 5,6384.23,מאושרת,
255047,28/10/2024,100,100,PO24000036,71451288GSP,משולש תח ימין מזדה 3 עד 08/מזדה 5,6384.23,מאושרת,
255047,28/10/2024,100,100,PO24000036,71550303GSP,משולש תח ימין אקסטרייל 15+,4727.31,מאושרת,
255047,28/10/2024,100,100,PO24000036,71550304GSP,משולש תח שמאל אקסטרייל 15+,4727.31,מאושרת,
255047,28/10/2024,100,100,PO24000036,71580505GSP,משולש תח שמאל פביה 14+/רפיד 13+/פולו 09+/איביזה 09+,3644.50,מאושרת,
255047,28/10/2024,100,100,PO24000036,71580507GSP,משולש תח ימין פביה 14+/רפיד 13+/פולו 09+/איביזה 09+,3644.50,מאושרת,
255047,28/10/2024,100,100,PO24000036,71941444GSP,משולש תח ימין מגאן 16+ גרנד קופה,4298.54,מאושרת,
255047,28/10/2024,100,100,PO24000036,71941445GSP,משולש תח שמאל מגאן 16+ גרנד קופה,4298.54,מאושרת,
255057,22/08/2024,0,0,PO24000019,56030202EXEDY,סט מצמד דימקס 04-12/איפון 01+ קוטר 250,0.00,סגורה,סופק
255057,22/08/2024,0,0,PO24000019,56030206EXEDY,סט מצמד דימקס 3.0 12+ קוטר 275,0.00,סגורה,סופק
255057,22/08/2024,0,0,PO24000019,56370414EXEDY,סט מצמד טויוטה קורולה אאוריס מ08 רובוטי,0.00,סגורה,סופק
255057,22/08/2024,0,0,PO24000019,56370704EXEDY,סט מצמד היילוקס 02 4X4+/ויגו 4X4 + 4X2 עד 09/הייאס 08,0.00,סגורה,סופק
255057,22/08/2024,0,0,PO24000019,56370806EXEDY,סט מצמד ויגו 10-14 4X4 קוטר 275,0.00,סגורה,סופק
255057,22/08/2024,0,0,PO24000019,56370808EXEDY,סט מצמד ויגו 15+ קוטר 275,0.00,סגורה,סופק
255057,22/08/2024,0,0,PO24000019,56490806EXEDY,סט מצמד האנטר 06-14 4X4 קוטר 250,0.00,סגורה,סופק
255057,22/08/2024,0,0,PO24000019,56491600EXEDY,סט מצמד פג'רו 2.5/מגנום/מגה מגנום/96 L200+,0.00,סגורה,סופק
255057,22/08/2024,0,0,PO24000019,56492308EXEDY,סט מצמד האנטר 15+ טריטון קוטר 270,0.00,סגורה,סופק
255057,22/08/2024,0,0,PO24000019,56680500EXEDY,סט מצמד אלטו/ספלאש 09+ קוטר 190,0.00,סגורה,סופק
255057,22/08/2024,0,0,PO24000019,56901310EXEDY,סט מצמד פיקנטו I20/I10/+11,0.00,סגורה,סופק
255065,02/10/2024,4,4,PO24000023,41100201LPR,צ.ב קד יגואר XF/XE מ15 אפ פייס מ17 רנג'רובר מ325X48X30) 17),383.24,סגורה,
255065,02/10/2024,4,4,PO24000023,41100202LPR,צ.ב אח יגואר 15+ XE דיסקברי מ-17 רנגרובר מ-17 מצופה קרמי,303.40,סגורה,
255065,02/10/2024,4,4,PO24000023,41141515LPR,צ.ב קד ב.מ.וו 15 X1+ קוטר 307,332.14,סגורה,
255065,02/10/2024,4,4,PO24000023,41141800LPR,צ.ב קד ב.מ.וו מיני קופר 14+/סדרה 2 14+ קוטר 294,290.79,סגורה,
255065,02/10/2024,4,4,PO24000023,41141804LPR,צ.ב קד סדרה 4 12+,311.39,סגורה,
255065,02/10/2024,4,4,PO24000023,41220204LPR,צ.ב קד דיסקברי 16+ מצופה קוטר 349,537.18,סגורה,
255065,02/10/2024,4,4,PO24000023,41220511LPR,צ.ב קד ריינג' רובר 10+ קוטר380,575.83,סגורה,
255065,02/10/2024,4,4,PO24000023,41480215LPR,צ.ב קד C קלאס E/14-18 קלאס 16+ קוטר 342,554.59,סגורה,
255065,02/10/2024,5,5,PO24000023,35480108LPR,ד.ב קד מרצדס A קלאס 18+,299.41,סגורה,
255065,02/10/2024,5,5,PO24000023,35480125LPR,ד.ב קד מרצדס A קלאס +18,359.29,סגורה,
255065,02/10/2024,10,10,PO24000023,35021038LPR,ד.ב אח אוקטביה 15 A1/+15 Q3/+15+,332.94,סגורה,
255065,02/10/2024,10,10,PO24000023,35310693LPR,ד.ב אח אקורד 09+,283.04,סגורה,
255065,02/10/2024,10,10,PO24000023,35370611LPR,ד.ב קד הייאס 97-10,318.17,סגורה,
255065,02/10/2024,10,10,PO24000023,35371273LPR,ד.ב אח פריוס 15+/סיינה 11+/לקסוס 09 RX350+,317.37,סגורה,
255065,02/10/2024,10,10,PO24000023,35371623LPR,ד.ב קד קמרי 07+,398.42,סגורה,
255065,02/10/2024,10,10,PO24000023,35371818LPR,ד.ב אח ראב 4 18+,355.30,סגורה,
255065,02/10/2024,10,10,PO24000023,35492402LPR,ד.ב אח אקליפס +17,395.22,סגורה,
255065,02/10/2024,10,10,PO24000023,35492424LPR,ד.ב קד אקליפס 18+,459.10,סגורה,
255065,02/10/2024,10,10,PO24000023,35941315LPR,ד.ב אח מסטר 10+ ג'נט בודד,356.50,סגורה,
255065,02/10/2024,10,10,PO24000023,35942222LPR,ד.ב קד גרנד סניק 18+,451.11,סגורה,
255065,02/10/2024,10,10,PO24000023,35990606LPR,ד.ב קד וויאג'ר 11+/ג'ורני 12+/רנגלר 20+,630.76,סגורה,
255065,02/10/2024,10,10,PO24000023,36030207LPR,נ.ב דימקס 4X4 עד 11,682.66,סגורה,
255065,02/10/2024,10,10,PO24000023,36680404LPR,נ.ב איגניס 17+,439.14,סגורה,
255065,02/10/2024,10,10,PO24000023,40030201LPR,דרם דימקס 4X4 עד 11/דימקס 4X2 עד 11,814.40,סגורה,
255065,02/10/2024,10,10,PO24000023,41140405LPR,צ.ב קד ב.מ.וו סדרה F30 +12 3 מצופה קוטר 300,818.39,סגורה,
255065,02/10/2024,10,10,PO24000023,41392106LPR,צ.ב קד סונטה 12 I40/+15+/אופטימה 12+/אאוטלנדר 18+ קוטר 320,931.77,סגורה,
255065,02/10/2024,10,10,PO24000023,41392280LPR,צ.ב קד סנטה פה 13+/סורנטו 15+ קוטר 320,1092.26,סגורה,
255065,02/10/2024,10,10,PO24000023,41480802LPR,צ.ב קד ספרינטר 07+/קראפטר 07+ קוטר 300,1023.59,סגורה,
255065,02/10/2024,10,10,PO24000023,41491210LPR,צ.ב קד פג'רו 01-06 קוטר 289,449.52,סגורה,
255065,02/10/2024,10,10,PO24000023,41581205LPR,צ.ב אח קארוק 18+ 1.5 מצופה קוטר 272,505.41,סגורה,
255065,02/10/2024,10,10,PO24000023,41680410LPR,צ.ב קד איגניס 17+ מצופה קוטר 231,399.21,סגורה,
255065,02/10/2024,10,10,PO24000023,67370701LPR,מ.בלם היילוקס 4X4 שנת 98-05/היילוקס 4X2 אוטומט 98-05,1027.18,סגורה,
255065,02/10/2024,10,10,PO24000023,67492355LPR,מ.מצמד תחתונה טריטון 15+,1085.87,סגורה,
255065,02/10/2024,20,20,PO24000023,35310691LPR,ד.ב קד ג'אז 09+/אינסייט 09+,687.45,סגורה,
255065,02/10/2024,20,20,PO24000023,35371616LPR,ד.ב קד קמרי 17+ היברידי,862.31,סגורה,
255065,02/10/2024,20,20,PO24000023,35451245LPR,ד.ב אח מזדה CX30/+18 3,1037.96,סגורה,
255065,02/10/2024,20,20,PO24000023,35641719LPR,ד.ב קד ברלינגו 206/+02 מC3/01 פיקסו/208/301,461.49,סגורה,
255065,02/10/2024,20,20,PO24000023,35680839LPR,ד.ב קד גרנד ויטרה 06+,827.18,סגורה,
255065,02/10/2024,20,20,PO24000023,35681365LPR,ד.ב אח סוויפט 11+/קרוסאובר/בלנו 16+/ויטרה 15+,629.16,סגורה,
255065,02/10/2024,20,20,PO24000023,35763726LPR,ד.ב אח 2008 208/+19 19+/קורסה 19+,694.64,סגורה,
255065,02/10/2024,20,20,PO24000023,35820210LPR,ד.ב קד אדג 08+/אאוטלנדר 18+/טריטון 20+,870.29,סגורה,
255065,02/10/2024,20,20,PO24000023,36490813LPR,נ.ב האנטר 07-14/דימקס 12+/טריטון 15+,1249.55,סגורה,
255065,02/10/2024,20,20,PO24000023,41310910LPR,צ.ב קד סיוויק 13+ 5 דלתות 293,1140.16,סגורה,
255065,02/10/2024,20,20,PO24000023,41391700LPR,צ.ב קד טוסון 15+/ספורטאז 15+/סונטה 15+/ מצופה קראמי,1642.38,סגורה,
255065,02/10/2024,20,20,PO24000023,41901919LPR,צ.ב קד ריו 1.4 12+ קוטר 280,1267.91,סגורה,
255065,02/10/2024,30,30,PO24000023,35041195LPR,ד.ב קד קורסה 07+/גרנד פונטו 07+/דובלו 06-09/פיורינו 08+,670.68,סגורה,
255065,02/10/2024,30,30,PO24000023,35370945LPR,ד.ב קד יאריס 07+,905.42,סגורה,
255065,02/10/2024,30,30,PO24000023,35370947LPR,ד.ב אח יאריס 07+/סיוויק 12+,632.36,סגורה,
255065,02/10/2024,30,30,PO24000023,35371597LPR,ד.ב קד קורולה 03-07,814.40,סגורה,
255065,02/10/2024,30,30,PO24000023,35371837LPR,ד.ב קד טויוטה ראב 4 13+/לקסוס RX200t/RX450T/NX,1317.42,סגורה,
255065,02/10/2024,30,30,PO24000023,35450149LPR,ד.ב קד 12 CX5+,1207.23,סגורה,
255065,02/10/2024,30,30,PO24000023,35451111LPR,ד.ב קד מזדה 2 15+,1164.12,סגורה,
255065,02/10/2024,30,30,PO24000023,35451274LPR,ד.ב קד מזדה 3 13+,1446.76,סגורה,
255065,02/10/2024,30,30,PO24000023,35451505LPR,ד.ב קד מזדה 6 08-12,1140.16,סגורה,
255065,02/10/2024,30,30,PO24000023,35491679LPR,ד.ב אח פג'רו 00-06/אאוטלנדר 07-12/גרנדיס,837.16,סגורה,
255065,02/10/2024,30,30,PO24000023,35550703LPR,ד.ב קד טידה 08+/ג'וק/4/SX4 דלתות,817.99,סגורה,
255065,02/10/2024,30,30,PO24000023,35551992LPR,ד.ב אח קשקאי 14+/אקסטרייל 1.6 16+/קאדג'ר 16+,855.12,סגורה,
255065,02/10/2024,30,30,PO24000023,35580175LPR,ד.ב קד אוקטביה 13+/סופרב 15+/קארוק/גולף 13+/קרניים,1232.38,סגורה,
255065,02/10/2024,30,30,PO24000023,35611401LPR,ד.ב קד ארונה 15+/לאון 15+/איביזה 1.0 17+/קאמיק,1075.49,סגורה,
255065,02/10/2024,30,30,PO24000023,35680410LPR,ד.ב קד איגניס 17+,1137.77,סגורה,
255065,02/10/2024,30,30,PO24000023,35760269LPR,ד.ב קד C1/+09 107/אייגו,1018.00,סגורה,
255065,02/10/2024,30,30,PO24000023,35763705LPR,ד.ב אח פיג'ו 20+ C4/19+ 208/19+ 2008/קורסה +19,1077.88,סגורה,
255065,02/10/2024,30,30,PO24000023,35781399LPR,ד.ב קד פאסאט 12+/אוקטביה 14+/גולף 14+/קודיאק גדול,1430.00,סגורה,
255065,02/10/2024,30,30,PO24000023,35941959LPR,ד.ב אח קנגו 08+,815.60,סגורה,
255065,02/10/2024,30,30,PO24000023,41371508LPR,צ.ב קד קורולה 03-07 קוטר 254,1391.67,סגורה,
255065,02/10/2024,30,30,PO24000023,41371518LPR,צ.ב אח קורולה 13+/אוריס 08+ קוטר 270,1129.38,סגורה,
255065,02/10/2024,30,30,PO24000023,41550305LPR,צ.ב קד אקסטרייל 15+ קוטר 320,2725.86,סגורה,
255065,02/10/2024,30,30,PO24000023,41551922LPR,צ.ב קד קשקאי 14+/אקסטרייל 14+/קדג'אר קוטר 296,1736.60,סגורה,
255065,02/10/2024,30,30,PO24000023,41580106LPR,צ.ב אח אוקטביה 05+/יטי/גולף 05+/ג'טה A3/+05 קוטר 255,997.64,סגורה,
255065,02/10/2024,30,30,PO24000023,41580148LPR,צ.ב אח אוקטביה 10+/גולף 10+/קאדי 11+/אטקה קוטר 272,1294.66,סגורה,
255065,02/10/2024,30,30,PO24000023,41680707LPR,צ.ב קד ג'ימיני 06+/ויטרה/סמוראי קוטר 290,1556.95,סגורה,
255065,02/10/2024,33,33,PO24000023,35641226LPR,ד.ב קד קאדילק 13+ ATS/CTS,1646.77,סגורה,
255065,02/10/2024,40,40,PO24000023,35371599LPR,ד.ב אח קורולה 03-07 / רנקס,956.52,סגורה,
255065,02/10/2024,40,40,PO24000023,35490315LPR,ד.ב אח אאוטלנדר 18+/אקליפס עם בלם יד חשמלי,1197.65,סגורה,
255065,02/10/2024,40,40,PO24000023,35641214LPR,ד.ב אח ברלינגו 19+/פיקסו 3008/+14 17+,1421.21,סגורה,
255065,02/10/2024,40,40,PO24000023,35781599LPR,ד.ב קד פולקסוואגן קאדי מ-21/ גולף מ-A3 19/ מ-19,3002.12,סגורה,
255065,02/10/2024,40,40,PO24000023,41030204LPR,צ.ב קד דימקס 4X4 +12 קוטר 300,2914.29,סגורה,
255065,02/10/2024,40,40,PO24000023,41392104LPR,צ.ב קד IX35/טוסון 09+/ספורטאג' 11+/סונטה 06+ קוטר 300,3228.87,סגורה,
255065,02/10/2024,40,40,PO24000023,41451202LPR,צ.ב קד מזדה 3 1.6 עד 12/מזדה 5 קוטר 276,2887.14,סגורה,
255065,02/10/2024,40,40,PO24000023,41491612LPR,צ.ב אח פג'רו 01-06 קוטר 300,2216.46,סגורה,
255065,02/10/2024,40,40,PO24000023,41580135LPR,צ.ב קד אוקטביה 05+/גולף 05+/ג'טה 05+/טולדו 05+ קוטר 280,2171.74,סגורה,
255065,02/10/2024,50,50,PO24000023,35370405LPR,ד.ב אח קורולה 13+/אוריס 08+,1187.67,סגורה,
255065,02/10/2024,50,50,PO24000023,35371503LPR,ד.ב אח קורולה 08+ / פריוס 09+,1221.60,סגורה,
