,מק'ט,תאור מוצר,תאור משפחה,מוצר משלים,מחיר קניה אחרון,כמות,כמות ביחידות מפעל,ערך שח,ערך תקן שח,ת. תפוגת תוקף
1409,35760997LPR,ד.ב קד C4/+07 207/+02 307/קסרה/פיקסו 03+,דיסקיות,,0.0,25,25,660.75,675.0,
1410,35761001LPR,ד.ב קד 308 1.6 3008/+08 5008/+10,דיסקיות,,0.0,4,4,145.96,148.0,
1411,35761003LPR,"ד.ב אח' סיטרואן C4 גרנד פיקאסו , C4 פיקאסו מ-13",דיסקיות,,7.2,50,50,1513.0,1739.5,
1412,35761008BREMBO,ד.ב קד 308 1.6 3008/+08 5008/+10,דיסקיות,,0.0,7,7,378.0,378.0,
1413,35761012BREMBO,ד.ב קד 308 14+ דגם בוש,דיסקיות,,0.0,0,0,0.0,0.0,
1414,35761014BREMBO,ד.ב אח 308 14+ דגם בוש,דיסקיות,,0.0,-9,-9,-954.0,-954.0,
1415,35761014ROKET,ד.ב אח 308 14+ דגם בוש,דיסקיות,,0.0,17,17,0.0,595.0,
1416,35761020LPR,ד.ב אח 308 14+ דגם ATE,דיסקיות,,0.0,3,3,103.38,111.0,
1417,35761021LPR,ד.ב אח 308 14+ דגם ATE,דיסקיות,,0.0,10,10,380.3,430.0,
1418,35761026LPR,ד.ב קד 308 14+ דגם בוש,דיסקיות,,0.0,4,4,288.0,288.0,
1419,35761052ROKET,ד.ב קד 308 14+ דגם בוש,דיסקיות,,0.0,34,34,0.0,1190.0,
1420,35761099LPR,ד.ב אחורי 308 1.6 08+,דיסקיות,,0.0,2,2,51.74,52.0,
1421,35761411LPR,ד.ב קד 407 3.0 + 2.2 04+,דיסקיות,,0.0,5,5,240.0,240.0,
1422,35761413LPR,ד.ב קד 407 2.0 04+,דיסקיות,,0.0,2,2,70.52,76.0,
1423,35761415LPR,ד.ב אח 407 04+,דיסקיות,,0.0,1,1,30.25,30.0,
1424,35761519LPR,ד.ב קד 504 פרטי,דיסקיות,,0.0,3,3,69.0,69.0,
1425,35761923LPR,ד.ב קד 607 3.0 עד C8/05 נפח 3.0,דיסקיות,,0.0,13,13,468.0,468.0,
1426,35761925LPR,ד.ב קד 607 3.0 עד C8/05 נפח 3.0,דיסקיות,,0.0,4,4,236.0,236.0,
1427,35762012LPR,ד.ב קד ברלינגו 19+/פיקסו 3008/+14 17+/,דיסקיות,,15.96,45,45,2943.0,3285.0,
1428,35762018BREMBO,ד.ב קד 3008 עד 5008/16 עד 16/פולו 16 A1/+15+,דיסקיות,,0.0,2,2,108.0,108.0,
1429,35762227LPR,ד.ב קד J5/דוקטו עד 93,דיסקיות,,0.0,4,4,176.0,176.0,
1430,35762408LPR,ד.ב אח דוקאטו 15+/הרקולס 15+,דיסקיות,,0.0,2,2,119.86,136.0,
1431,35762425ROKET,ד.ב הרקולס בוקסר מ07 1.7 טון,דיסקיות,,0.0,55,55,0.0,1925.0,
1432,35780235LPR,ד.ב קד 90 T4+/מרובע 2 חורים,דיסקיות,,0.0,13,13,403.0,403.0,
1433,35780239LPR,ד.ב קד 97 T4+/קרניים + חשמל,דיסקיות,,0.0,38,38,1444.0,1444.0,
1434,35780245LPR,ד.ב קד קורסה 07+/גרנד פונטו 07+/דובלו 06-09/פיורינו 08+,דיסקיות,,0.0,3,3,126.0,126.0,
1435,35780302BREMBO,ד.ב קד 10 T5+,דיסקיות,,0.0,4,4,676.0,676.0,
1436,35780351MATEC,ד.ב קד 04-09 T5,דיסקיות,,7.02,0,0,0.0,0.0,
1437,35780353LPR,ד.ב אח 04 T5+,דיסקיות,,7.8,2,2,65.56,75.38,
1438,35780355LPR,ד.ב קד 04-09 T5,דיסקיות,,11.1,16,16,746.4,858.08,
1439,35780357MATEC,ד.ב אח 04 T5+,דיסקיות,,4.12,29,29,450.66,524.32,
1440,35780359LPR,ד.ב קד 10 T5+,דיסקיות,,14.57,12,12,702.6,696.0,
1441,35780410LPR,ד.ב קד אמארוק 16+,דיסקיות,,0.0,6,6,385.86,438.0,
1442,35780707LPR,ד.ב אח גולף/בורה/פאסאט/פלואנס/סופרב/ראפיד/ארונה/סקאלה/C4/,דיסקיות,,4.37,45,45,869.85,1000.35,
1443,35780714MATEC,ד.ב אח גולף 13+/ג'טה 17 Q2/+13 A3/+12+,דיסקיות,,4.34,9,9,128.16,135.0,
1444,35780714TARBON,צ.ב אח A3 עד 03/גולף 99-04/אוקטביה 98-04/פביה קוטר 232,צלחות,,0.0,40,40,0.0,1360.0,
1445,35780718BREMBO,ד.ב קד גולף 14+ /פאסאט 11+/אוקטביה 13 +A3/+14+,דיסקיות,,0.0,1,1,83.0,83.0,
1446,35780735LPR,ד.ב אח גולף 14+/קארוק/אטקה/אוקטביה 14+/קודיאק,דיסקיות,,0.0,5,5,213.4,230.0,
1447,35780763LPR,ד.ב קד גולף עד 83/איביזה 4/93-97 שווים דק,דיסקיות,,0.0,6,6,132.0,132.0,
1448,35780767MATEC,ד.ב אח גולף/בורה/פאסאט/פלואנס/סופרב/ראפיד/ארונה/סקאלה/C4/,דיסקיות,,3.21,5,5,60.55,70.4,
1449,35780769LPR,ד.ב אח גולף 05+/פאסאט 05+/ג'טה 06+/טוראן/קאדי 04+,דיסקיות,,0.0,14,14,457.94,462.0,
1450,35780771MATEC,ד.ב אח גולף 05+/פאסאט 05+/ג'טה 06+/טוראן/קאדי 04+,דיסקיות,,3.54,85,85,1135.6,1320.05,
1451,35780773LPR,ד.ב קד גולף 00 TT/+06 V5+/לאון 00+,דיסקיות,,0.0,18,18,768.6,792.0,
1452,35780775LPR,ד.ב אח גולף 13+/ג'טה 17 Q2/+13 A3/+12+,דיסקיות,,5.98,11,11,291.17,334.84,
1453,35780775ROKET,ד.ב קד גולף 14+ /פאסאט 11+/אוקטביה A3/+14 13++,דיסקיות,,0.0,9,9,0.0,639.0,
1454,35780778ROKET,ד.ב קד פאסאט 05+/גולף 05-12/אוקטביה 05-12/רומסטר 11+,צלחות,,0.0,2,2,0.0,70.0,
1455,35781004BREMBO,ד.ב קד טוארג 02-10/קאיין 02-10 מתאים לצלחת 330 קוטר,דיסקיות,,0.0,15,15,1335.0,1335.0,
1456,35781006BREMBO,ד.ב קד טוארג/Q7/קאיין גלגל 18,דיסקיות,,0.0,32,32,3072.0,3072.0,
1457,35781012BREMBO,ד.ב אח טוארג 08 Q7/07-09+,דיסקיות,,0.0,1,1,68.0,68.0,
1458,35781014BREMBO,ד.ב אח טוארג/06 Q7+,דיסקיות,,0.0,0,0,0.0,0.0,
1459,35781087LPR,ד.ב קד טוארג 02-10/קאיין 02-10 מתאים לצלחת 330 קוטר,דיסקיות,,0.0,20,20,1156.8,1180.0,
1460,35781289LPR,ד.ב אח טיגואן A6/08-15 עד Q3/10/פאסאט,דיסקיות,,0.0,2,2,60.3,62.0,
1461,35781311ROKET,ד.ב קד פאסאט 05+/גולף 05-12/אוקטביה 05-12/רומסטר 11+,דיסקיות,,0.0,44,44,0.0,1056.0,
1462,35781316BREMBO,ד.ב אח טיגואן A6/08-15 עד Q3/10/פאסאט,דיסקיות,,0.0,9,9,329.49,405.0,
1463,35781383MATEC,ד.ב קד פאסאט 12+/אוקטביה 14+/גולף 14+/קודיאק גדול,דיסקיות,,6.61,92,92,2294.48,2668.0,
1464,35781385ROKET,ד.ב קד פאסאט 12+/אוקטביה 14+/גולף 14+/קודיאק גדול,דיסקיות,,0.0,0,0,0.0,0.0,
1465,35781391LPR,ד.ב קד פאסאט A4/TDI 97-07/תקע עגול,דיסקיות,,0.0,4,4,184.0,184.0,
1466,35781393LPR,ד.ב אח פאסאט 00 A4+ חשמל,דיסקיות,,0.0,14,14,518.0,518.0,
1467,35781395LPR,ד.ב קד פאסאט 05+/גולף 05-12/אוקטביה 05-12/רומסטר 11+,דיסקיות,,7.77,-6,-6,-187.32,-186.0,
1468,35781397MATEC,ד.ב קד פאסאט 05+/גולף 05-12/אוקטביה 05-12/רומסטר 11+,דיסקיות,,6.51,1,1,21.12,27.0,
1469,35781399LPR,ד.ב קד פאסאט 12+/אוקטביה 14+/גולף 14+/קודיאק גדול,דיסקיות,,12.33,14,14,832.02,832.02,
1470,35782201LPR,ד.ב קד 15-20 T6,דיסקיות,,0.0,10,10,853.0,853.0,
1471,35782202LPR,ד.ב קד 15+ T6,דיסקיות,,0.0,18,18,1457.82,1638.0,
1472,35800200BREMBO,ד.ב אח פיאט 500 14+/פיאט 500 אברט,דיסקיות,,0.0,1,1,37.0,37.0,
1473,35800200LPR,ד.ב קד פיאט 20+ 500E,דיסקיות,,15.7,3,3,189.27,189.0,
1474,35800202BREMBO,ד.ב קד פיאט C 500,דיסקיות,,0.0,4,4,232.0,232.0,
1475,35800202LPR,ד.ב קד פיאט C 500,דיסקיות,,0.0,8,8,424.0,424.0,
1476,35800204BREMBO,ד.ב קד פנדה 12+/פונטו איבו/פיאט 500 ספורט,דיסקיות,,0.0,31,31,1860.0,1860.0,
1477,35800307LPR,ד.ב קד אונו עד 95/איביזה 85-92,דיסקיות,,0.0,5,5,90.0,90.0,
1478,35800511LPR,ד.ב אח ברבה 07+,דיסקיות,,0.0,1,1,28.0,28.0,
1479,35800615LPR,ד.ב קד ברבו 09+/מיטו 10+,דיסקיות,,0.0,4,4,160.0,160.0,
1480,35800717LPR,ד.ב אח גרנד פונטו 05+,דיסקיות,,0.0,49,49,1217.16,1225.0,
1481,35800823LPR,ד.ב קד דובלו/ספייס T4/+99/עם חשמל,דיסקיות,,0.0,11,11,396.0,396.0,
1482,35800827LPR,ד.ב קד דובלו 10+/מולטיפלה 06+/פיאט 500 אברט 10+,דיסקיות,,0.0,2,2,52.44,54.0,
1483,35800829MATEC,ד.ב קד דובלו 10+/מולטיפלה 06+/פיאט 500 אברט 10+,דיסקיות,,0.0,0,0,0.0,0.0,
1484,35800868LPR,ד.ב קד דובלו 10+/מולטיפלה 06+/פיאט 500 אברט 10+,דיסקיות,,0.0,0,0,0.0,0.0,
1485,35800902MATEC,ד.ב קד דוקאטו 02-06/בוקסר 02-06 גדול,דיסקיות,,0.0,79,79,1975.0,1975.0,
1486,35800906LPR,ד.ב קד דוקאטו 07+,דיסקיות,,0.0,19,19,1074.64,1311.0,
1487,35800910LPR,ד.ב קד דוקאטו 2/+14 חוטי חשמל,דיסקיות,,0.0,9,9,523.98,531.0,
1488,35800912BREMBO,ד.ב קד דוקאטו 07+ 2 טון,דיסקיות,,0.0,-1,-1,-83.0,-83.0,
1489,35800917MATEC,ד.ב אח דוקאטו 02-06,דיסקיות,,0.0,89,89,1424.0,1424.0,
1490,35800920MATEC,ד.ב קד דוקאטו 02-06/בוקסר 02-06 קטן,דיסקיות,,0.0,87,87,2001.0,2001.0,
1491,35800931LPR,ד.ב קד דוקאטו + הרקולס 1.4 94-01/דיסקברי 99+,דיסקיות,,0.0,1,1,38.0,38.0,
1492,35800935LPR,ד.ב קד דוקאטו 00+,דיסקיות,,0.0,30,30,1530.0,1530.0,
1493,35800935MATEC,ד.ב קד דוקאטו 07+ 1.7 טון,דיסקיות,,5.77,2,2,37.44,42.0,
1494,35800937LPR,ד.ב אח דוקאטו + בוקסר 02-06,דיסקיות,,0.0,4,4,132.0,132.0,
1495,35800938MATEC,ד.ב קד דוקאטו 07+ 2 טון,דיסקיות,,6.09,-4,-4,-79.04,-100.0,
1496,35800939LPR,ד.ב קד דוקאטו 02-06/בוקסר 02-06 קטן,דיסקיות,,0.0,21,21,735.0,735.0,
1497,35800941LPR,ד.ב קד דוקאטו 02-06/בוקסר 02-06 גדול,דיסקיות,,0.0,13,13,363.35,377.0,
1498,35800941MATEC,ד.ב אח דוקאטו 07+,דיסקיות,,0.0,29,29,464.0,464.0,
1499,35800943LPR,ד.ב קד דוקאטו 07+ 2 טון,דיסקיות,,0.0,4,4,211.84,228.0,
1500,35800945LPR,ד.ב אח דוקאטו 07+,דיסקיות,,0.0,11,11,480.59,539.0,
1501,35800947LPR,ד.ב קד דוקאטו 07+ 1.7 טון,דיסקיות,,0.0,1,1,40.01,43.0,
1502,35800995LPR,ד.ב קד דוקאטו 2/+14 חוטי חשמל,דיסקיות,,0.0,3,3,202.08,216.0,
1503,35801053LPR,ד.ב קד טיפו 15+,דיסקיות,,0.0,7,7,197.96,217.0,
1504,35801215LPR,ד.ב אח מולטיפלה/דובלו/ברבו 08+/מיטו/דלתא 10+,דיסקיות,,0.0,2,2,51.08,56.0,
1505,35801253LPR,ד.ב קד מולטיפלה 146 + 145 147/97-00 + 156,דיסקיות,,0.0,4,4,164.0,164.0,
1506,35801255LPR,ד.ב אח מולטיפלה/דובלו/ברבו 08+/מיטו/דלתא 10+,דיסקיות,,0.0,20,20,580.0,580.0,
1507,35801561MATEC,ד.ב קד פונטו עד 99/פונטו ספייס B 1.2 500/+99 8V,דיסקיות,,0.0,0,0,0.0,0.0,
1508,35801563LPR,ד.ב קד פונטו עד 99/פונטו ספייס B 1.2 500/+99 8V,דיסקיות,,0.0,7,7,125.93,140.0,
1509,35801667LPR,ד.ב קד פונטו איבו 12+/פיאט 500 12+ עם חשמל,דיסקיות,,0.0,2,2,59.0,60.0,
1510,35801769LPR,ד.ב קד פיורינו עד 92/דונה,דיסקיות,,0.0,25,25,600.0,600.0,
1511,35801871LPR,ד.ב קד פנדה 04+,דיסקיות,,0.0,7,7,217.0,217.0,
1512,35820206LPR,ד.ב אח אדג' 15+/קוגה 15+/פוקוס 20+/מונדאו 15+,דיסקיות,,0.0,20,20,809.8,816.4,
1513,35820210LPR,ד.ב קד אדג 08+/אאוטלנדר 18+/טריטון 20+,דיסקיות,,10.36,-2,-2,-108.52,-108.52,
1514,35820215MATEC,ד.ב אח אדג' 15+/קוגה 15+/מונדאו 15+/אסמקס 15+,דיסקיות,,3.52,19,19,118.94,304.0,
1515,35820222ROKET,ד.ב פורד אדג' מ07,דיסקיות,,0.0,32,32,0.0,1120.0,
1516,35820244MATEC,ד.ב קד אדג 08+/אאוטלנדר 18+/טריטון 20+,דיסקיות,,4.8,1,1,15.59,17.0,
1517,35820247MATEC,ד.ב אח אדג' עד 10,דיסקיות,,3.91,43,43,545.67,688.0,
1518,35820288MATEC,ד.ב קד אדג 08+/אאוטלנדר 18+/טריטון 20+,דיסקיות,,4.44,73,73,1222.75,1422.04,
1519,35820779LPR,ד.ב קד אריקה/סיארה/עם חשמל,דיסקיות,,0.0,7,7,203.0,203.0,
1520,35820781LPR,ד.ב קד אריקה 97+/קפיץ למטה,דיסקיות,,0.0,3,3,81.0,81.0,
1521,35820900BREMBO,ד.ב קד טרנזיט 01-06,דיסקיות,,0.0,5,5,260.0,260.0,
1522,35820904BREMBO,ד.ב אח טרנזיט 07+,דיסקיות,,0.0,14,14,686.0,686.0,
1523,35820950LPR,ד.ב קד טרנזיט 14+,דיסקיות,,0.0,3,3,168.0,168.0,
1524,35820950MATEC,ד.ב קד טרנזיט 07+,דיסקיות,,0.0,12,12,276.0,276.0,
1525,35820987LPR,ד.ב קד טרנזיט 92-00/בודי קצר,דיסקיות,,0.0,12,12,270.12,276.0,
1526,35820989LPR,ד.ב קד טרנזיט 92-00/בודי ארוך,דיסקיות,,0.0,11,11,517.0,517.0,
1527,35820991MATEC,ד.ב קד טרזיט 01-06 / אמרוק,דיסקיות,,0.0,92,92,2300.0,2300.0,
1528,35820993LPR,ד.ב קד טרנזיט 01-06,דיסקיות,,0.0,7,7,245.0,245.0,
1529,35820995LPR,ד.ב קד טרנזיט 07+,דיסקיות,,0.0,10,10,484.9,530.0,
1530,35820995MATEC,ד.ב אח טרנזיט 14+,דיסקיות,,0.0,1,1,17.0,17.0,
1531,35820997LPR,ד.ב אח טרנזיט 07+,דיסקיות,,0.0,3,3,132.0,132.0,
1532,35821001LPR,ד.ב קד מונדאו עד 00 ללא חשמל,דיסקיות,,0.0,20,20,737.6,760.0,
1533,35821003LPR,ד.ב אח מונדאו 01-04,דיסקיות,,0.0,12,12,432.0,432.0,
1534,35821005LPR,ד.ב קד מונדאו 01-07,דיסקיות,,0.0,31,31,844.13,868.0,
1535,35821006BREMBO,ד.ב קד מונדאו 01-07,דיסקיות,,0.0,25,25,1325.0,1325.0,
1536,35821007LPR,ד.ב אח מונדאו 05-07,דיסקיות,,0.0,5,5,151.25,150.0,
1537,35821009LPR,ד.ב קד מונדאו 08+/גלקסי/אסמקס/07 S80/+07 S80/+10 S60+,דיסקיות,,11.97,10,10,503.0,578.3,
1538,35821011LPR,ד.ב אח מונדאו 08+/גלקסי 08+/אסמקס 08+,דיסקיות,,0.0,5,5,162.6,185.0,
1539,35821012BREMBO,ד.ב קד מונדאו 15+,דיסקיות,,0.0,14,14,1526.0,1526.0,
1540,35821013MATEC,ד.ב אח מונדאו 08+/גלקסי 08+/אסמקס 08+,דיסקיות,,3.34,0,0,0.0,0.0,
1541,35821053MATEC,ד.ב קד מונדאו 01-07,דיסקיות,,0.0,29,29,638.0,638.0,
1542,35821056MATEC,ד.ב קד מונדאו 08+/גלקסי/אסמקס/07 S80/+07 S80/+10 S60+,דיסקיות,,6.24,7,7,141.75,154.0,
1543,35821074LPR,ד.ב קד מונדאו 15+,דיסקיות,,0.0,15,15,720.0,720.0,
1544,35821099LPR,ד.ב קד מונדאו עד 00 עם חשמל,דיסקיות,,0.0,9,9,297.0,297.0,
1545,35821215MATEC,ד.ב קד פוקוס עד 05,דיסקיות,,6.14,29,29,577.68,725.0,
1546,35821217LPR,ד.ב קד פוקוס עד 05,דיסקיות,,0.0,-5,-5,-161.55,-180.0,
1547,35821221LPR,ד.ב אח פוקוס 04+ / מזדה 3,דיסקיות,,0.0,28,28,1011.92,1036.0,
1548,35821223LPR,ד.ב קד פוקוס 06+/מזדה 3/מזדה 04 S40/5+,דיסקיות,,6.89,12,12,365.64,420.36,
1549,35821225MATEC,ד.ב קד פוקוס 06+/מזדה 3/מזדה 04 S40/5+,דיסקיות,,5.99,5,5,98.3,100.0,
1550,35821250LPR,ד.ב קד פוקוס 18+,דיסקיות,,0.0,10,10,597.3,597.3,
1551,35821333LPR,ד.ב קד פיאסטה 96+,דיסקיות,,0.0,5,5,145.0,145.0,
1552,35821335LPR,ד.ב קד פיאסטה 00-02,דיסקיות,,0.0,2,2,66.0,66.0,
1553,35821337LPR,ד.ב קד פיאסטה 03-08,דיסקיות,,0.0,17,17,510.0,510.0,
1554,35821402MATEC,ד.ב קד קוגה 13+,דיסקיות,,0.0,70,70,1680.0,1680.0,
1555,35821418BREMBO,ד.ב קד קוגה 13+,דיסקיות,,0.0,17,17,1020.0,1020.0,
1556,35821420BREMBO,ד.ב אח קוגה 13+,דיסקיות,,0.0,24,24,864.0,864.0,
1557,35821441LPR,ד.ב אח קוגה 13+,דיסקיות,,0.0,15,15,570.0,570.0,
1558,35821443LPR,ד.ב קד קוגה 13+,דיסקיות,,0.0,7,7,399.0,399.0,
1559,35821528MATEC,ד.ב אח קונקט 03+,דיסקיות,,0.0,57,57,912.0,912.0,
1560,35821545LPR,ד.ב קד קונקט,דיסקיות,,0.0,2,2,59.08,60.0,
1561,35821547LPR,ד.ב אח קונקט 03+,דיסקיות,,0.0,82,82,2163.98,2214.0,
1562,35821549MATEC,ד.ב קד קונקט,דיסקיות,,0.0,6,6,114.0,114.0,
1563,35822245LPR,ד.ב קד אדג' 15+/קוגה 15+/מונדאו 15+/אסמקס 15+,דיסקיות,,13.86,10,10,582.4,669.7,
1564,35822351LPR,ד.ב אח טרייסר/מזדה לנטיס עד 98,דיסקיות,,0.0,11,11,341.0,341.0,
1565,35823232LPR,ד.ב אח טרנזיט 14+,דיסקיות,,0.0,2,2,78.48,82.0,
1566,35823301LPR,ד.ב אח פורד פומה 19+,דיסקיות,,10.7,18,18,878.04,878.04,
1567,35823302LPR,ד.ב קד פומה 20+ (מקט 182400 ICER),דיסקיות,,0.0,11,11,539.0,539.0,
1568,35830101LPR,ד.ב אח פורשה קאיין 17-21,דיסקיות,,16.9,3,3,203.73,204.0,
1569,35900100BREMBO,ד.ב קד אופטימה 12+,דיסקיות,,0.0,30,30,2760.0,2760.0,
1570,35900100MATEC,ד.ב קד אופטימה 12+,דיסקיות,,0.0,50,50,850.0,850.0,
1571,35900102MATEC,ד.ב אח אופטימה 12+/ריו 12 I30/+15 I20/+12+,דיסקיות,,0.0,-1,-1,-13.0,-13.0,
1572,35900115ROKET,ד.ב אח אופטימה 12+/ריו I30/+15 I20/+12 12+,דיסקיות,,0.0,1,1,0.0,35.0,
1573,35900555LPR,ד.ב קד אופטימה 12+,דיסקיות,,0.0,4,4,192.0,192.0,
1574,35900557LPR,ד.ב קד מנטור / שומה / לאון / ספיה,דיסקיות,,0.0,2,2,56.0,56.0,
1575,35900710LPR,ד.ב קד סורנטו 15+,דיסקיות,,15.0,13,13,841.23,841.23,
1576,35900716BREMBO,ד.ב קד סורנטו 15+,דיסקיות,,0.0,-1,-1,-117.0,-117.0,
1577,35900738MATEC,ד.ב קד סורנטו עד 09,דיסקיות,,0.0,12,12,252.0,252.0,
1578,35900761LPR,ד.ב קד סורנטו עד 09,דיסקיות,,0.0,1,1,33.0,33.0,
1579,35900777ROKET,ד.ב קד סורנטו 15+,דיסקיות,,0.0,3,3,0.0,186.0,
1580,35900802BREMBO,ד.ב קד סיד דיזל 13+/אופטימה דיזל 12+,דיסקיות,,0.0,15,15,1080.0,1080.0,
1581,35900808LPR,ד.ב קד סיד דיזל 13+/אופטימה דיזל 12+,דיסקיות,,0.0,-1,-1,-33.38,-37.0,
1582,35900963LPR,ד.ב קד ספורטאג' עד 97,דיסקיות,,0.0,13,13,377.0,377.0,
1583,35900965LPR,ד.ב קד ספורטאג' 98-04,דיסקיות,,0.0,17,17,457.81,459.0,
1584,35901167LPR,ד.ב קד סרטו 05-09,דיסקיות,,0.0,1,1,38.21,38.0,
1585,35901301ORG,ד.ב קד פיקנטו 11+,דיסקיות,,0.0,0,0,0.0,0.0,
1586,35901313ROKET,ד.ב קד פיקנטו 11+,דיסקיות,,0.0,2,2,0.0,70.0,
1587,35901325LPR,ד.ב אח פיקנטו 17+/סטוניק/ריו 17+/אלנטרה 16+,דיסקיות,,5.34,108,108,2427.84,2786.4,
1588,35901326LPR,ד.ב קד פיקנטו 17+,דיסקיות,,9.5,16,16,796.48,796.48,
1589,35901327MATEC,ד.ב קד פיקנטו 17+,דיסקיות,,4.02,69,69,1046.73,1217.16,
1590,35901337ROKET,ד.ב קאיה פיקנטו מ11,דיסקיות,,0.0,24,24,0.0,624.0,
1591,35901345ROKET,ד.ב קד פיקנטו 11+,דיסקיות,,0.0,0,0,0.0,0.0,
1592,35901359MATEC,ד.ב קד פיקנטו 11+,דיסקיות,,3.88,89,89,1302.96,1514.78,
1593,35901369LPR,ד.ב קד פיקנטו 11+,דיסקיות,,6.2,53,53,1386.48,1587.88,
1594,35901382ROKET,ד.ב קד פיקנטו 17+,דיסקיות,,0.0,14,14,0.0,490.0,
1595,35901701ORG,ד.ב קד קרניבל I800/+07,דיסקיות,,0.0,2,2,246.3,294.0,
1596,35901706BREMBO,ד.ב קד קרניבל 00-06/פרג'יו 00+,דיסקיות,,0.0,10,10,510.0,510.0,
1597,35901708BREMBO,ד.ב קד קרניבל I800/+07,דיסקיות,,0.0,1,1,97.0,97.0,
1598,35901714MATEC,ד.ב קד קרניבל 00-06/פרג'יו 00+,דיסקיות,,0.0,12,12,216.0,216.0,
1599,35901715ORG,ד.ב קד קרניבל 15+,דיסקיות,,41.44,0,0,0.0,0.0,
1600,35901717MATEC,ד.ב אח קרניבל I800/+07,דיסקיות,,0.0,0,0,0.0,0.0,
1601,35901777LPR,ד.ב קד ג'יפ סופה/גרנד שירוקי עד 99/קרניבל עד 99,דיסקיות,,0.0,2,2,74.0,74.0,
1602,35901785LPR,ד.ב קד קרניבל 00-06/פרג'יו 00+,דיסקיות,,0.0,47,47,1444.78,1457.0,
1603,35901787LPR,ד.ב אח קרניבל I800/+07,דיסקיות,,0.0,9,9,277.74,279.0,
1604,35901801ORG,ד.ב קד קרנס 07+/ספורטאג' I40/IX35/+10/סונטה 15+,דיסקיות,,0.0,2,2,221.54,264.0,
1605,35901802ORG,ד.ב קד קרנס 07+/ספורטאג' I40/IX35/+10/סונטה 15+,דיסקיות,,0.0,2,2,220.84,264.0,
1606,35901814BREMBO,ד.ב אח קרנס 07-13,דיסקיות,,0.0,13,13,806.0,806.0,
1607,35901862MATEC,ד.ב קד טוסון 15+/קונה 20+/אופטימה 16+/ספורטאג' 15+/עם חורים,דיסקיות,,4.46,332,332,5351.84,6497.24,
1608,35901889LPR,ד.ב אח קרנס 07-13,דיסקיות,,0.0,84,84,2278.08,2352.0,
1609,35901891LPR,ד.ב קד קרנס 07+/ספורטאג' I40/IX35/+10/סונטה 15+,דיסקיות,,9.7,32,32,1419.2,1419.2,
1610,35902601ORG,ד.ב קד סטוניק 17+ עם חורים,דיסקיות,,0.0,0,0,0.0,0.0,
1611,35940562LPR,ד.ב קד טרפיק 15+/אופל ויוארו 15+,דיסקיות,,0.0,2,2,80.72,86.0,
1612,35940793LPR,ד.ב קד אקספרס 1.4 92+/מגאן/קליאו,דיסקיות,,0.0,1,1,21.0,21.0,
1613,35940900BREMBO,ד.ב קד טרפיק 15+/אופל ויוארו 15+,דיסקיות,,0.0,6,6,666.0,666.0,
1614,35940900MATEC,ד.ב קד טרפיק 02+/אופל ויוארו,דיסקיות,,0.0,10,10,220.0,220.0,
1615,35940954ROKET,ד.ב קד טרפיק 15+/אופל ויוארו 15+,דיסקיות,,0.0,100,100,0.0,3500.0,
1616,35940997LPR,ד.ב קד טרפיק 02+/אופל ויוארו,דיסקיות,,0.0,2,2,66.2,80.0,
1617,35941101LPR,ד.ב קד לוגאן 09-13,דיסקיות,,0.0,12,12,504.0,504.0,
1618,35941202BREMBO,ד.ב קד לטיטוד 12+/סניק 09+,דיסקיות,,0.0,12,12,612.0,612.0,
1619,35941203LPR,ד.ב קד לטיטוד 12+/סניק 09+,דיסקיות,,0.0,35,35,1389.85,1435.0,
1620,35941204LPR,ד.ב אח לטיטוד,דיסקיות,,0.0,27,27,815.13,864.0,
1621,35941307LPR,ד.ב אח מסטר עד 09,דיסקיות,,0.0,26,26,655.98,676.0,
1622,35941309LPR,ד.ב קד מסטר 01-09,דיסקיות,,0.0,23,23,657.11,667.0,
1623,35941310BREMBO,ד.ב קד מסטר 01-09,דיסקיות,,0.0,14,14,742.0,742.0,
1624,35941311LPR,ד.ב קד מסטר 10+,דיסקיות,,9.8,43,43,1920.81,2243.74,
1625,35941312BREMBO,ד.ב אח מסטר 01-09,דיסקיות,,0.0,5,5,200.0,200.0,
1626,35941313LPR,ד.ב אח מסטר 10+ דאבל ג'אנט,דיסקיות,,11.9,-1,-1,-50.01,-57.5,
1627,35941315LPR,ד.ב אח מסטר 10+ ג'נט בודד,דיסקיות,,8.48,0,0,0.0,0.0,
1628,35941404BREMBO,ד.ב קד מגאן 09+/פלואנס/גרנד סניק 09+/קפצ'ור 13+/דאסטר,דיסקיות,,0.0,2,2,129.9,160.0,
1629,35941406BREMBO,ד.ב אח פלואנס/מגאן 16+/ג'וק 20+/סניק 09+/בלם יד חשמלי,דיסקיות,,0.0,-1,-1,-35.99,-45.0,
1630,35941408BREMBO,ד.ב אח מגאן 16+ חשמלי,דיסקיות,,0.0,1,1,80.0,80.0,
1631,35941417LPR,ד.ב קד מגאן 99-03/סניק 00-07 עם קפיץ,דיסקיות,,0.0,19,19,582.54,589.0,
1632,35941421LPR,ד.ב קד מגאן 1.4 03+,דיסקיות,,0.0,15,15,480.0,480.0,
1633,35941421MATEC,ד.ב קד מגאן 16+ גרנד קופה,דיסקיות,,4.24,71,71,1136.0,1320.6,
1634,35941423MATEC,ד.ב קד מגאן 2 04-06,דיסקיות,,0.0,35,35,665.0,665.0,
