,מק'ט,תאור מוצר,תאור משפחה,מוצר משלים,מחיר קניה אחרון,כמות,כמות ביחידות מפעל,ערך שח,ערך תקן שח,ת. תפוגת תוקף
3841,46641241GSP,ציריה ימין ברלינגו 1.9 דיזל,ציריות,,0.0,0,0,0.0,0.0,
3842,46641242GSP,ציריה שמאל ברלינגו 1.9 דיזל,ציריות,,0.0,7,7,858.83,858.83,
3843,46641245GSP,ציריה ימין ברלינגו 1.6 + 2.0 HDI,ציריות,,0.0,0,0,0.0,0.0,
3844,46641246GSP,ציריה שמאל ברלינגו עד 2.0 HDI בלבד !!,ציריות,,0.0,8,8,1042.64,1042.64,
3845,46641249GSP,ציריה שמאל ברלינגו 11 HDI 1.6+,ציריות,,0.0,11,11,1126.29,1773.09,
3846,46641250GSP,ציריה ימין ברלינגו 11 HDI 1.6+,ציריות,,0.0,17,17,3123.24,3123.24,
3847,46641257GSP,ציריה ימין ברלינגו 19+ 1.5 גיר רגיל,ציריות,,37.32,36,36,5849.64,5927.76,
3848,46641313GSP,ציריה שמאל ג'מפי 16+ נפח 2.0/ויוארו,ציריות,,36.18,52,52,8131.76,9140.56,
3849,46641314GSP,ציריה ימין ג'מפי 2.0 17+ דיזל אוטומט,ציריות,,38.16,11,11,1583.78,2039.4,
3850,46641315GSP,ציריה שמאל ג'מפי 2.0 17+ דיזל אוטומט,ציריות,,0.0,3,3,491.76,491.76,
3851,46641322GSP,ציריה ימין ג'מפי 16+ נפח 2.0/ויוארו,ציריות,,0.0,20,20,4571.4,4571.4,
3852,46641349GSP,ציריה שמאל ג'מפי 2.0 10+ אוטומט,ציריות,,40.88,21,21,3310.65,4171.02,
3853,46641350GSP,ציריה שמאל ג'מפי 10+ אוטומט,ציריות,,0.0,47,47,4839.59,6862.0,
3854,46641351GSP,ציריה ימין ג'מפי 10+ אוטומט,ציריות,,34.44,26,26,3378.44,4350.58,
3855,46641353GSP,ציריה שמאל ג'מפי עד 02,ציריות,,0.0,4,4,643.48,643.48,
3856,46641354GSP,ציריה ימין ג'מפי עד 02,ציריות,,0.0,30,30,3825.9,6024.0,
3857,46641358GSP,ציריה שמאל ג'מפי 03-07,ציריות,,0.0,2,2,184.22,288.7,
3858,46641361GSP,ציריה שמאל ג'מפי 1.6 07+/אקספרט,ציריות,,0.0,18,18,2620.26,2651.04,
3859,46641362GSP,ציריה ימין ג'מפי 1.6 07+/אקספרט,ציריות,,0.0,24,24,4152.0,4152.0,
3860,46641364GSP,ציריה ימין ג'מפי 2.0 08+/אקספרט,ציריות,,0.0,46,46,9346.28,9346.28,
3861,46641365GSP,ציריה שמאל ג'מפי 2.0 08+/אקספרט,ציריות,,31.1,47,47,5514.98,7101.7,
3862,46641571GSP,ציריה שמאל סקסו 1.4/1.1 גיר רגיל,ציריות,,0.0,3,3,361.44,361.44,
3863,46641572GSP,ציריה ימין סקסו 1.4/1.1 גיר רגיל,ציריות,,0.0,2,2,278.36,278.36,
3864,46680201GSP,ציריה ימין SX4,ציריות,,36.0,-1,-1,-127.04,-166.0,
3865,46680511GSP,ציריה שמאל אלטו 1.0 09+ גיר רגיל,ציריות,,0.0,5,5,641.3,641.3,
3866,46680512GSP,ציריה ימין אלטו 1.0 09+ גיר רגיל,ציריות,,31.29,6,6,749.1,912.12,
3867,46680675GSP,ציריה ימין בלנו 96-02 אוטומט,ציריות,,0.0,5,5,371.45,608.95,
3868,46680676GSP,ציריה שמאל בלנו 96-02 אוטומט,ציריות,,22.22,11,11,889.57,1187.56,
3869,46680707GSP,ציריה שמאל ג'ימיני 98+,ציריות,,15.42,0,0,0.0,0.0,
3870,46680708GSP,ציריה ימין ג'ימיני 98+,ציריות,,17.2,0,0,0.0,0.0,
3871,46680804GSP,ציריה ימין גרנד ויטרה 06+,ציריות,,33.84,4,4,510.72,657.64,
3872,46680805GSP,ציריה שמאל גרנד ויטרה 06+,ציריות,,0.0,4,4,589.48,589.48,
3873,46680904GSP,ציריה ימין ויטרה 1.6 15+/קרוסאובר 1.6 15+,ציריות,,36.06,8,8,1088.4,1401.6,
3874,46680915GSP,ציריה שמאל ויטרה 1.6 15+/קרוסאובר 1.6 15+,ציריות,,0.0,9,9,1096.56,1182.15,
3875,46681179GSP,ציריה ימין ליאנה 03-08,ציריות,,0.0,1,1,130.86,130.86,
3876,46681180GSP,ציריה שמאל ליאנה 03-08,ציריות,,0.0,-3,-3,-239.07,-386.55,
3877,46681313GSP,ציריה ימין סוויפט 10+ 1.2 גיר רגיל,ציריות,,0.0,12,12,1580.4,1580.4,
3878,46681314GSP,ציריה שמאל סוויפט 10+ 1.2 גיר רגיל,ציריות,,0.0,3,3,298.08,392.4,
3879,46681383GSP,ציריה ימין סוויפט 06+ אוטומט,ציריות,,0.0,2,2,169.68,267.14,
3880,46681384GSP,ציריה שמאל סוויפט 06+ אוטומט,ציריות,,0.0,-1,-1,-98.33,-119.84,
3881,46681510GSP,ציריה ימין ספלאש 09+ אוטומט,ציריות,,26.59,7,7,657.37,931.0,
3882,46681511GSP,ציריה שמאל ספלאש 09+ אוטומט,ציריות,,24.39,3,3,258.42,366.0,
3883,46681536GSP,ציריה ימין ספלאש 09+ גיר רגיל,ציריות,,25.69,2,2,181.44,256.0,
3884,46681537GSP,ציריה שמאל ספלאש 09+ גיר רגיל,ציריות,,23.36,4,4,330.0,468.0,
3885,46681604GSP,ציריה ימין קרוסאובר 13+ לפי שילדה בלבד,ציריות,,0.0,11,11,1540.44,2452.67,
3886,46760391GSP,ציריה שמאל 205 1.1 + 1.4,ציריות,,0.0,1,1,80.46,126.08,
3887,46760392GSP,ציריה ימין 205 1.1 + 1.4,ציריות,,0.0,3,3,451.11,451.11,
3888,46760401GSP,ציריה שמאל 206 1.6 + 1.4 גיר רגיל,ציריות,,0.0,0,0,0.0,0.0,
3889,46760402GSP,ציריה ימין 206 1.6 + 1.4 גיר רגיל,ציריות,,0.0,5,5,725.1,725.1,
3890,46760411GSP,ציריה ימין 206 1.6 אוטומט,ציריות,,0.0,18,18,2870.82,2870.82,
3891,46760413GSP,ציריה שמאל 206 1.6 + 1.4 אוטומט,ציריות,,0.0,26,26,3700.32,3700.32,
3892,46760495GSP,ציריה ימין 206 1.4 גיר רגיל נאבה 23,ציריות,,0.0,31,31,3246.32,5391.21,
3893,46760497GSP,ציריה ימין 206 1.6 אוטומט,ציריות,,0.0,27,27,4568.67,4568.67,
3894,46760515GSP,ציריה ימין 207 אוטומט,ציריות,,0.0,8,8,883.36,883.36,
3895,46760516GSP,ציריה שמאל 207 אוטומט,ציריות,,0.0,5,5,539.85,539.85,
3896,46760519GSP,ציריה ימין 207 גיר רגיל,ציריות,,0.0,4,4,471.12,471.12,
3897,46760521GSP,ציריה שמאל 207 1.4 208/+07 1.4,ציריות,,0.0,23,23,2313.8,2313.8,
3898,46760620GSP,ציריה ימין 11 C3/+14 2008/+12 208+/מנועי דיזל,ציריות,,38.62,10,10,1457.1,1876.4,
3899,46760621GSP,ציריה שמאל 11 C3/+14 2008/+12 208+/מנועי דיזל,ציריות,,31.52,8,8,951.36,1225.12,
3900,46760825GSP,ציריה ימין 306 1.4 עד 98,ציריות,,0.0,1,1,53.98,53.98,
3901,46760912GSP,ציריה שמאל 307 1.6 2.0 אוטומט/C4 נפח 1.6 אוטומט,ציריות,,0.0,1,1,101.08,158.57,
3902,46760931GSP,ציריה שמאל 307 גיר רגיל,ציריות,,0.0,4,4,559.44,559.44,
3903,46760932GSP,ציריה ימין 307 גיר רגיל,ציריות,,0.0,1,1,166.86,166.86,
3904,46761015GSP,ציריה שמאל C4/+09 1.6 308 נפח 1.6 09+,ציריות,,0.0,12,12,1588.08,1935.48,
3905,46761016GSP,ציריה ימין C4/+09 1.6 308 נפח 1.6 09+,ציריות,,0.0,7,7,1302.35,1302.35,
3906,46761211GSP,ציריה ימין 307 1.6 2.0 אוטומט/C4 נפח 1.6 אוטומט,ציריות,,0.0,3,3,426.12,579.3,
3907,46761237GSP,ציריה ימין 306/405 1.8 עד 99,ציריות,,0.0,44,44,6825.72,6825.72,
3908,46761238GSP,ציריה שמאל 306/405 1.8 עד 99,ציריות,,0.0,12,12,1260.24,1260.24,
3909,46761341GSP,ציריה שמאל 406 00+ גיר רגיל,ציריות,,0.0,1,1,161.95,161.95,
3910,46761342GSP,ציריה ימין 406 00+ גיר רגיל,ציריות,,0.0,1,1,132.5,132.5,
3911,46761905GSP,ציריה שמאל 407 2.0 אוטומט,ציריות,,0.0,2,2,343.52,343.52,
3912,46762004GSP,ציריה שמאל C4 פיקסו 1.6 1.6/+14 3008 17+,ציריות,,34.0,75,75,9621.0,12389.25,
3913,46762005GSP,ציריה ימין C4 פיקסו 1.6 1.6/+14 3008 17+,ציריות,,35.2,70,70,9296.7,11971.4,
3914,46762249GSP,ציריה שמאל J5 עד 93/דוקאטו עד 93,ציריות,,0.0,3,3,489.96,489.96,
3915,46762453GSP,ציריה ימין בוקסר 1.4 94+,ציריות,,0.0,3,3,569.61,569.61,
3916,46762454GSP,ציריה שמאל בוקסר 1.4 94+,ציריות,,0.0,10,10,1608.7,1608.7,
3917,46762626GSP,ציריה ימין פרטנר 1.4 11+,ציריות,,0.0,16,16,2612.64,2612.64,
3918,46762627GSP,ציריה שמאל פרטנר 1.4 11+,ציריות,,0.0,3,3,372.69,454.17,
3919,46763710GSP,ציריה שמאל 207 1.6 2008/+07 14+,ציריות,,0.0,3,3,305.73,474.48,
3920,46763711GSP,ציריה ימין 207 1.6 2008/+07 14+,ציריות,,0.0,10,10,1490.0,1490.0,
3921,46763716GSP,ציריה ימין C3/+15 2008/קקטוס 14+,ציריות,,0.0,6,6,852.72,1147.8,
3922,46763717GSP,ציריה שמאל C3/+15 2008/קקטוס 14+,ציריות,,0.0,0,0,0.0,0.0,
3923,46780259GSP,ציריה 96 T4+,ציריות,,0.0,2,2,263.72,263.72,
3924,46780312GSP,ציריה ימין 2.0 +10 T5 גיר רגיל,ציריות,,0.0,67,67,11215.13,17657.18,
3925,46780313GSP,ציריה שמאל 2.0 +10 T6/T5 גיר רגיל,ציריות,,0.0,66,66,8151.66,12834.36,
3926,46780322GSP,ציריה ימין T5 נפח 16 2.0 T6/2.0+,ציריות,,61.7,55,55,12803.45,16487.35,
3927,46780336GSP,ציריה שמאל T5 נפח 2.0 10+ גיר רגיל,ציריות,,0.0,11,11,2023.78,2047.65,
3928,46780337GSP,ציריה ימין T5 נפח 2.0 10+ גיר רגיל,ציריות,,0.0,7,7,1620.57,1620.57,
3929,46780361GSP,ציריה שמאל T5 נפח 1.9 עד 09 גיר רגיל,ציריות,,0.0,24,24,2265.6,3569.28,
3930,46780362GSP,ציריה ימין T5 נפח 1.9 עד 09 גיר רגיל,ציריות,,0.0,6,6,901.14,1398.54,
3931,46780365GSP,ציריה שמאל T5 נפח 2.5 עד 09 גיר רגיל + אוטומט,ציריות,,35.49,126,126,16986.06,21726.18,
3932,46780366GSP,ציריה ימין T5 נפח 2.5 עד 09 גיר רגיל,ציריות,,48.53,118,118,21605.8,27822.04,
3933,46780367GSP,ציריה שמאל T5 נפח 2.0 10+ אוטומט,ציריות,,29.67,48,48,5373.12,6919.2,
3934,46780368GSP,ציריה ימין T5 נפח 2.0 10+ אוטומט,ציריות,,49.19,55,55,10152.45,13144.45,
3935,46780369GSP,ציריה ימין T5 נפח 2.5 עד 09 אוטומט,ציריות,,0.0,5,5,1227.35,1227.35,
3936,46780405GSP,ציריה ימין + שמאל אמרוק 11+,ציריות,,35.14,5,5,662.9,853.65,
3937,46780561GSP,ציריה גולף 2.3 גיר רגיל עד A3/04 עד 04/לאון,ציריות,,0.0,2,2,289.54,289.54,
3938,46780573GSP,ציריה ימין בורה 03+ דיזל/גולף V5 נפח 2.3,ציריות,,0.0,6,6,1060.02,1060.02,
3939,46780712GSP,ציריה ימין גולף בנזין 06 1.4 TSI+,ציריות,,0.0,5,5,620.05,984.65,
3940,46780713GSP,ציריה ימין גולף 07 1.4 TSI+,ציריות,,0.0,7,7,1305.43,1305.43,
3941,46780714GSP,ציריה שמאל גולף 07 1.4 TSI+,ציריות,,0.0,1,1,174.98,174.98,
3942,46780779GSP,ציריה ימין גולף 2.0 05+/קאדי 2.0 05+/אוקטביה 2.0 05+,ציריות,,0.0,0,0,0.0,0.0,
3943,46781081GSP,ציריה ימין + שמאל Q7/טוארג/קאיין,ציריות,,0.0,28,28,4126.36,4126.36,
3944,46781204GSP,ציריה ימין טיגואן 16+/קודיאק 18 Q3/+16+,ציריות,,0.0,0,0,0.0,0.0,
3945,46781205GSP,ציריה שמאל טיגואן 16+/קודיאק 18 Q3/+16+,ציריות,,0.0,2,2,322.94,324.92,
3946,46781212GSP,ציריה שמאל טיגואן 14 Q3/+07+,ציריות,,0.0,23,23,3609.85,3843.07,
3947,46781213GSP,ציריה ימין טיגואן 14 Q3/+07+,ציריות,,0.0,14,14,2307.62,2386.86,
3948,46781332GSP,ציריה שמאל פסאט 2.0 15+/טיגואן 2.0 08+,ציריות,,0.0,24,24,3496.56,3572.88,
3949,46781333GSP,ציריה ימין פאסאט 1.4 15+/טוראן 16+/סופרב 15+/קארוק 18+,ציריות,,41.61,12,12,1965.24,2425.92,
3950,46781334GSP,ציריה שמאל פאסאט 1.4 15+/טוראן 16+/סופרב 15+/קארוק 18+,ציריות,,35.62,16,16,2099.2,2768.96,
3951,46781383GSP,ציריה שמאל אוקטביה 05+/גולף 05+/פאסאט 06+ אוטומט,ציריות,,0.0,11,11,1630.09,1630.09,
3952,46781384GSP,ציריה ימין אוקטביה 05+/גולף 05+/פאסאט 06+ אוטומט,ציריות,,33.18,11,11,1382.81,1773.2,
3953,46781416GSP,ציריה ימין פולו 1.0 15+/פביה 17+/רפיד 18+/איביזה 16+,ציריות,,36.84,64,64,9153.28,11455.36,
3954,46781417GSP,ציריה שמאל פולו 1.0 15+/פביה 17+/רפיד 18+/איביזה 16+,ציריות,,34.96,107,107,15040.99,18173.95,
3955,46781420GSP,ציריה ימין פולו 1.4 11+/איביזה 1.4 08+ גיר רגיל,ציריות,,0.0,2,2,304.52,304.52,
3956,46781421GSP,ציריה שמאל פולו 1.4 11+/איביזה 1.4 08+ גיר רגיל,ציריות,,0.0,2,2,252.64,252.64,
3957,46781426GSP,ציריה ימין פולו 1.6 09+/רפיד 1.3 13+ דיזל,ציריות,,0.0,16,16,2248.48,2248.48,
3958,46781427GSP,ציריה שמאל פולו 1.6 09+/רפיד 1.3 13+ דיזל,ציריות,,0.0,20,20,2418.8,2418.8,
3959,46781459GSP,ציריה ימין פולו 1.2/איביזה 1.2/רפיד,ציריות,,0.0,3,3,371.67,371.67,
3960,46781460GSP,ציריה שמאל פולו 1.2/איביזה 1.2/רפיד,ציריות,,0.0,3,3,350.76,350.76,
3961,46781465GSP,ציריה ימין פולו 11+/איביזה A1/+10,ציריות,,0.0,6,6,855.6,855.6,
3962,46781487GSP,ציריה שמאל פולו 03+ גיר רגיל נאבה 28,ציריות,,0.0,19,19,2601.48,2601.48,
3963,46781488GSP,ציריה ימין פולו 03+ גיר רגיל נאבה 28,ציריות,,0.0,-1,-1,-128.9,-169.7,
3964,46781516GSP,ציריה שמאל קאדי 04-11,ציריות,,0.0,2,2,323.9,323.9,
3965,46800608GSP,ציריה ימין ברבו 1.4 08+,ציריות,,0.0,5,5,557.4,884.65,
3966,46800710GSP,ציריה שמאל גרנד פונטו 07+,ציריות,,0.0,1,1,96.72,127.3,
3967,46800813GSP,ציריה ימין דובלו 1.6 10+ גיר רגיל,ציריות,,0.0,4,4,473.76,745.88,
3968,46800814GSP,ציריה שמאל דובלו 1.6 10+ גיר רגיל,ציריות,,0.0,5,5,773.65,773.65,
3969,46800817GSP,ציריה ימין דובלו 1.3 10+ אוטומט + רגיל/דובלו 1.6 אוטומט,ציריות,,0.0,1,1,137.04,167.01,
3970,46800818GSP,ציריה שמאל דובלו 1.3 10+ אוטומט + רגיל/דובלו 1.6 אוטומט,ציריות,,0.0,8,8,1065.6,1065.6,
3971,46800891GSP,ציריה שמאל דובלו טורבו עד 09/פיורינו,ציריות,,0.0,4,4,467.68,467.68,
3972,46800892GSP,ציריה ימין דובלו טורבו עד 09/פיורינו,ציריות,,0.0,19,19,2399.32,2399.32,
3973,46800900GSP,ציריה שמאל דוקאטו 07+ 3.0/בוקסר 07+ 3.0,ציריות,,0.0,35,35,6136.9,6136.9,
3974,46800901GSP,ציריה ימין דוקאטו 07+ 3.0/בוקסר 07+ 3.0,ציריות,,0.0,20,20,4111.4,4442.2,
3975,46800902GSP,ציריה שמאל דוקאטו 07+ 2.3/בוקסר 07+ 2.3,ציריות,,0.0,13,13,1884.22,1884.22,
3976,46800903GSP,ציריה ימין דוקאטו 07+ 2.3/בוקסר 07+ 2.3,ציריות,,48.74,24,24,4413.6,5683.2,
3977,46800925GSP,ציריה ימין דוקאטו 15+ 2.3,ציריות,,0.0,64,64,13994.24,14573.44,
3978,46800926GSP,ציריה שמאל דוקאטו 15+ 2.3,ציריות,,0.0,51,51,8927.55,9347.28,
3979,46800995GSP,ציריה ימין דוקאטו 1.8 עד 06,ציריות,,0.0,0,0,0.0,0.0,
3980,46800996GSP,ציריה שמאל דוקאטו 1.8 עד 06,ציריות,,0.0,6,6,1074.72,1074.72,
3981,46801005GSP,ציריה ימין טיפו 16+,ציריות,,0.0,23,23,4033.28,4139.31,
3982,46801006GSP,ציריה שמאל טיפו 16+,ציריות,,0.0,24,24,3053.52,3169.44,
3983,46801506GSP,ציריה ימין גרנד פונטו 1.4 05+/פיורינו 08+,ציריות,,0.0,7,7,933.03,933.03,
3984,46801508GSP,ציריה שמאל גרנד פונטו 05+/פיורינו 08+,ציריות,,0.0,12,12,1430.64,1430.64,
3985,46801607GSP,ציריה שמאל פונטו ספייס 01+ גיר רגיל,ציריות,,0.0,2,2,245.38,245.38,
3986,46801609GSP,ציריה ימין פונטו ספייס 01+ גיר רגיל,ציריות,,0.0,4,4,569.28,569.28,
3987,46801711GSP,ציריה שמאל פיורינו 1.3 דיזל אוטומט 08+/קובו 1.3 דיזל 08+,ציריות,,0.0,7,7,827.89,827.89,
3988,46801712GSP,ציריה ימין פיורינו 1.3 08+ דיזל,ציריות,,0.0,11,11,1457.5,1457.5,
3989,46801713GSP,ציריה שמאל פיורינו 1.3 08+ דיזל,ציריות,,0.0,2,2,265.0,265.0,
3990,46801810GSP,ציריה ימין פנדה 12-15/פיאט 500,ציריות,,0.0,16,16,2140.48,2248.48,
3991,46801811GSP,ציריה שמאל פנדה 12+,ציריות,,0.0,25,25,2664.0,2740.0,
3992,46801814GSP,ציריה שמאל פנדה 04-11,ציריות,,25.18,5,5,444.65,630.0,
3993,46801815GSP,ציריה ימין פנדה 04-11,ציריות,,28.79,6,6,610.08,864.0,
3994,46801904GSP,ציריה שמאל קובו 1.4 08+/פיורינו 1.4 08+,ציריות,,0.0,0,0,0.0,0.0,
3995,46802904GSP,ציריה שמאל פונטו ספייס אוטומט,ציריות,,0.0,0,0,0.0,0.0,
3996,46820606GSP,ציריה שמאל אקספלורר 3.5 11+,ציריות,,31.4,6,6,710.82,915.36,
3997,46820607GSP,ציריה ימין אקספלורר 3.5 11+,ציריות,,45.9,7,7,1135.19,1610.0,
3998,46820913GSP,ציריה שמאל טרנזיט 07+,ציריות,,0.0,5,5,1153.25,1153.25,
3999,46821004GSP,ציריה ימין מונדאו 2.0 08+/אסמקס,ציריות,,0.0,8,8,1402.72,1402.72,
4000,46821005GSP,ציריה שמאל מונדאו 2.0 08+/אסמקס,ציריות,,0.0,2,2,213.76,281.4,
4001,46821015GSP,ציריה שמאל מונדאו 2.3 08+,ציריות,,0.0,5,5,721.85,721.85,
4002,46821016GSP,ציריה ימין מונדאו 2.3 08+,ציריות,,0.0,0,0,0.0,0.0,
4003,46821021GSP,ציריה שמאל מונדאו 08 TDCI+,ציריות,,0.0,9,9,1413.36,1413.36,
4004,46821022GSP,ציריה ימין מונדאו 08 TDCI+,ציריות,,0.0,3,3,515.28,515.28,
4005,46821031GSP,ציריה שמאל מונדאו 08 TDCI+,ציריות,,0.0,6,6,853.92,853.92,
4006,46821208GSP,ציריה שמאל פוקוס 1.6 11+ אוטומט,ציריות,,24.39,89,89,8189.78,10546.5,
4007,46821209GSP,ציריה ימין פוקוס 1.6 11+ אוטומט,ציריות,,0.0,37,37,5327.63,5362.78,
4008,46821212GSP,ציריה ימין פוקוס 1.5 11+ מנוע אקובוסט לא למכירה!!,ציריות,,0.0,28,28,5084.24,5084.24,
4009,46821213GSP,ציריה שמאל פוקוס 1.5 11+ מנוע אקובוסט לא למכירה!!!,ציריות,,0.0,10,10,1815.8,1815.8,
4010,46821220GSP,ציריה שמאל פוקוס 1.6 11+ גיר רגיל,ציריות,,0.0,8,8,1334.88,1334.88,
4011,46821221GSP,ציריה שמאל פוקוס 1.6 06-10,ציריות,,26.96,100,100,10172.0,13099.0,
4012,46821222GSP,ציריה ימין פוקוס 1.6 06-10,ציריות,,34.73,61,61,7993.44,10293.14,
4013,46821314GSP,ציריה ימין פיאסטה 1.4 09+,ציריות,,0.0,5,5,824.85,824.85,
4014,46821315GSP,ציריה שמאל פיאסטה 1.4 09+,ציריות,,0.0,15,15,1968.3,1968.3,
4015,46821325GSP,ציריה ימין פיאסטה 98-01,ציריות,,0.0,2,2,377.88,377.88,
4016,46821533GSP,ציריה שמאל קונקט,ציריות,,29.03,32,32,3504.96,4513.28,
4017,46821534GSP,ציריה ימין קונקט,ציריות,,36.58,31,31,4466.48,5509.32,
4018,46821637GSP,ציריה ימין פורד קורייר דיזל,ציריות,,0.0,3,3,485.85,485.85,
4019,46823242GSP,ציריה שמאל טרנזיט 14+,ציריות,,37.9,3,3,401.25,522.0,
4020,46830201GSP,ציריה ימין + שמאל פורש פנרמה 13+,ציריות,,37.25,3,3,394.38,513.0,
4021,46900101GSP,ציריה ימין אופטימה 16+ בנזין/ סונטה הייבריד +15,ציריות,,33.7,38,38,4831.7,6221.74,
4022,46900102GSP,ציריה שמאל אופטימה 16+ בנזין / סונטה הייבריד +15,ציריות,,26.0,38,38,3727.8,4800.16,
4023,46900604GSP,ציריה ימין קאיה סול דיזל,ציריות,,0.0,11,11,1358.72,2288.33,
4024,46900605GSP,ציריה שמאל קאיה סול דיזל,ציריות,,0.0,13,13,1251.12,2143.83,
4025,46900704GSP,ציריה אח ימין סורנטו דיזל/סנטה פה 15+,ציריות,,0.0,10,10,1146.4,1819.4,
4026,46900705GSP,ציריה אח שמאל סורנטו דיזל/סנטה פה 15+,ציריות,,0.0,18,18,1976.58,3329.28,
4027,46900707GSP,ציריה אח ימין סורנטו דיזל/סנטה פה 15+,ציריות,,0.0,14,14,1442.98,2291.52,
4028,46900708GSP,ציריה שמאל סורנטו 2X4 בנזין אוטומט 15+,ציריות,,0.0,3,3,394.95,663.21,
4029,46900709GSP,ציריה ימין סורנטו 2X4 בנזין אוטומט 15+,ציריות,,0.0,8,8,1059.52,1788.64,
4030,46900714GSP,ציריה סורנטו מנועי דיזל,ציריות,,0.0,23,23,3498.99,3498.99,
4031,46900716GSP,קיה סורנטו 17+,ציריות,,0.0,8,8,1150.16,1732.48,
4032,46900739GSP,ציריה ימין סורנטו 03-09,ציריות,,0.0,1,1,96.67,158.41,
4033,46900740GSP,ציריה שמאל סורנטו 03-09,ציריות,,0.0,0,0,0.0,0.0,
4034,46900743GSP,ציריה ימין סורנטו 11+,ציריות,,0.0,0,0,0.0,0.0,
4035,46900808GSP,ציריה ימין סיד 13+ בנזין,ציריות,,0.0,3,3,455.55,487.62,
4036,46900810GSP,ציריה שמאל סיד 10-12,ציריות,,0.0,16,16,1874.24,3168.0,
4037,46900845GSP,ציריה ימין סיד 13+ דיזל,ציריות,,0.0,7,7,741.93,904.19,
4038,46900846GSP,ציריה שמאל סיד 13+ דיזל,ציריות,,0.0,4,4,403.44,531.2,
4039,46900904GSP,ציריה שמאל קיה ספורטאג' 15+ 2.0 לפי שילדה,ציריות,,0.0,2,2,345.84,356.52,
4040,46900906GSP,ציריה שמאל ספורטאג' 15+ לפי שילדה,ציריות,,0.0,1,1,120.33,203.01,
4041,46900908GSP,ציריה ימין ספורטאג' 15+ לפי שילדה,ציריות,,0.0,15,15,2162.85,2176.05,
4042,46900910GSP,ציריה ימין ספורטאג' 15+ לפי שילדה,ציריות,,0.0,9,9,1802.79,1914.66,
4043,46900916GSP,ציריה שמאל ספורטאג' 16+ לפי שילדה,ציריות,,0.0,3,3,559.29,559.29,
4044,46900920GSP,ציריה ימין ספורטאג' IX35/+10 דיזל,ציריות,,0.0,18,18,3445.02,3445.02,
4045,46900921GSP,ציריה שמאל ספורטאג' IX35/+10 דיזל,ציריות,,0.0,20,20,3827.8,3827.8,
4046,46900949GSP,ציריה ימין ספורטאג' 10+ בנזין/IX35 בנזין,ציריות,,0.0,4,4,429.08,675.56,
4047,46900950GSP,ציריה שמאל ספורטאג' 10+ בנזין/IX35 בנזין,ציריות,,0.0,5,5,678.15,678.15,
4048,46900953GSP,ציריה ימין ספורטאג' עד 10,ציריות,,0.0,4,4,530.0,530.0,
4049,46900954GSP,ציריה שמאל ספורטאג' עד 10,ציריות,,0.0,1,1,130.91,130.91,
4050,46900957GSP,ציריה ימין ספורטאג' לפי שילדה,ציריות,,0.0,0,0,0.0,0.0,
4051,46900958GSP,ציריה שמאל ספורטאג' לפי שילדה,ציריות,,0.0,2,2,247.78,247.78,
4052,46901111GSP,ציריה שמאל סרטו 09+,ציריות,,0.0,0,0,0.0,0.0,
4053,46901216GSP,ציריה שמאל פורטה 10+ עם רשיון,ציריות,,0.0,33,33,4387.02,4408.8,
4054,46901217GSP,ציריה ימין פורטה 10+ עם רשיון,ציריות,,0.0,-2,-2,-284.32,-284.32,
4055,46901301GSP,ציריה ימין פיקנטו 17+,ציריות,,32.52,2,2,229.52,300.0,
4056,46901302GSP,ציריה שמאל פיקנטו 17+,ציריות,,29.35,4,4,414.32,540.0,
4057,46901315GSP,ציריה שמאל פיקנטו 17+,ציריות,,0.0,12,12,1410.84,1522.68,
4058,46901316GSP,ציריה ימין פיקנטו 17+,ציריות,,0.0,19,19,2584.76,2770.58,
4059,46901325GSP,ציריה ימין פיקנטו 11+ גיר רגיל,ציריות,,0.0,1,1,105.61,139.0,
4060,46901326GSP,ציריה שמאל פיקנטו 11+ גיר רגיל,ציריות,,0.0,-1,-1,-105.88,-129.03,
4061,46901361GSP,ציריה שמאל פיקנטו אוטומט,ציריות,,0.0,15,15,1614.15,1614.15,
4062,46901362GSP,ציריה ימין פיקנטו אוטומט,ציריות,,0.0,16,16,1944.8,1944.8,
4063,46901365GSP,ציריה שמאל I10 גיר רגיל,ציריות,,24.39,6,6,553.68,711.0,
4064,46901366GSP,ציריה ימין I10 גיר רגיל,ציריות,,0.0,3,3,392.58,392.58,
4065,46901769GSP,ציריה ימין קרניבל עד 06 דיזל,ציריות,,0.0,1,1,157.04,157.04,
4066,46901770GSP,ציריה שמאל קרניבל עד 06 דיזל,ציריות,,0.0,12,12,1724.4,1724.4,
4067,46901774GSP,ציריה שמאל קרניבל 07+ דיזל,ציריות,,0.0,20,20,3273.0,3273.0,
4068,46901775GSP,ציריה ימין קרניבל 07+ דיזל,ציריות,,34.98,9,9,1187.82,1529.55,
4069,46901973GSP,ציריה ימין ריו 12+ בנזין,ציריות,,26.5,5,5,499.9,643.75,
4070,46901974GSP,ציריה שמאל ריו 12+ בנזין,ציריות,,0.0,6,6,645.66,645.66,
4071,46940277GSP,ציריה שמאל רנו 9 1.4,ציריות,,0.0,6,6,664.86,664.86,
4072,46940278GSP,ציריה ימין רנו 9 1.4,ציריות,,0.0,10,10,925.3,1468.5,
4073,46940581GSP,ציריה שמאל רנו 19,ציריות,,0.0,4,4,481.92,481.92,
