משפחה,תאור משפחה,שעות עבודה,מק'ט,תאור מוצר
73,קצוות הגה,,73640527GSP,ק.ה שמאל סיטרואן 02-08 C3/פיג'ו 1007
73,קצוות הגה,,73640529ARM,ק.ה L סיטרואן C3 מ 02-08 / פיג'ו 1007
73,קצוות הגה,,73640531ARM,ק.ה R סיטרואן C3 מ 02-08 / פיג'ו 1007
73,קצוות הגה,,73640539ARM,ק.ה שמאל סיטרואן 09 C3+/סיטרואן 09 DS3+
73,קצוות הגה,,73640542ARM,ק.ה ימין סיטרואן 09 C3+/סיטרואן 09 DS3+
73,קצוות הגה,,73640602ER,ק.ה שמאל סיטרואן C4/גרנד פיקסו 07-13
73,קצוות הגה,,73640604OCAP,ק.ה ימין סיטרואן C4 מ 04-11 / סיטרואן AX / פיג'ו 206
73,קצוות הגה,,73640606OCAP,ק.ה שמאל סיטרואן C4
73,קצוות הגה,,73640630OCAP,ק.ה סיטרואן C5 מ 07-13 / C4 ג. פיקסו 07-13
73,קצוות הגה,,73640732OCAP,ק.ה ימין סיטרואן 01-05 C5
73,קצוות הגה,,73640734OCAP,ק.ה שמאל סיטרואן 02-07 C5
73,קצוות הגה,,73640736OCAP,ק.ה ימין סיטרואן 05-08 C5
73,קצוות הגה,,73640737ARM,ק.ה שמאל סיטרואן 02-07 C5
73,קצוות הגה,,73640738OCAP,ק.ה שמאל סיטרואן 05-08 C5
73,קצוות הגה,,73640739ARM,ק.ה ימין סיטרואן 02-07 C5
73,קצוות הגה,,73640740OCAP,ק.ה סיטרואן C5 ימין מ 08-15
73,קצוות הגה,,73640742OCAP,ק.ה שמאל סיטרואן 08-15 C5
73,קצוות הגה,,73641200ER,ק.ה שמאל ברלינגו 08+/פיג'ו 308/פיג'ו 3008/פיג'ו 5008
73,קצוות הגה,,73641201ER,ק.ה ימין ברלינגו 08+/פיג'ו 308/פיג'ו 3008/פיג'ו 5008
73,קצוות הגה,,73641204ER,ק.ה סיטרואן ברלינגו עד C4/505/504/305/306/307/07
73,קצוות הגה,,73641241ARM,ק.ה ימין ברלינגו 08+/פיג'ו 308/פיג'ו 3008/פיג'ו 5008
73,קצוות הגה,,73641243ARM,ק.ה שמאל ברלינגו 08+ / פיג'ו 308 / פיג'ו 3008 / פיג'ו 5008
73,קצוות הגה,,73641285GSP,ק.ה סיטרואן ברלינגו עד C4/505/504/305/306/307/07
73,קצוות הגה,,73641302ER,ק.ה גמפי 04-06/סקודו 04-06
73,קצוות הגה,,73641306ER,ק.ה ג'מפי 07-15/אקספרט 07+
73,קצוות הגה,,73641308ER,ק.ה ימין ג'מפי 16+
73,קצוות הגה,,73641308OCAP,ק.ה גמפי 04-06/סקודו 04-06
73,קצוות הגה,,73641309ER,ק.ה שמאל ג'מפי 16+
73,קצוות הגה,,73641310OCAP,ק.ה ג'מפי 07-15/אקספרט 07+
73,קצוות הגה,,73641312OCAP,ק.ה גמפי מ 07-16
73,קצוות הגה,,73641345ARM,ק.ה ג'מפי 07-15/אקספרט 07+
73,קצוות הגה,,73641547GSP,ק.ה שמאל פיג'ו 206/פיג'ו 307 עד 106/06/סקסו
73,קצוות הגה,,73641549GSP,ק.ה ימין פיג'ו 206/פיג'ו 307 עד 106/06/סקסו
73,קצוות הגה,,73641551BAW,ק.ה שמאל פיג'ו 206/פיג'ו 307 עד 106/06/סקסו
73,קצוות הגה,,73641553BAW,ק.ה ימין פיג'ו 206/פיג'ו 307 עד 106/06/סקסו
73,קצוות הגה,,73642416ER,ק.ה ימין C3/301/207 פיקאסו 09+/אליזה C
73,קצוות הגה,,73642417ER,ק.ה שמאל C3/301/207 פיקאסו 09+/אליזה C
73,קצוות הגה,,73642422OCAP,ק.ה ימין C3/301/207 פיקאסו 09+/אליזה C
73,קצוות הגה,,73642424OCAP,ק.ה שמאל C אליזה / C3 פיקאסו 09+ / פיג'ו 207 / פיג'ו 301
73,קצוות הגה,,73642726OCAP,ק.ה ימין פיג'ו 308 13+/פיג'ו 3008 16+/סיטרואן C4 פיקסו
73,קצוות הגה,,73642728OCAP,ק.ה שמאל סיטרואן C4 פיקסו מ 14 / פיזו 208 פיזו 2008
73,קצוות הגה,,73642933ARM,ק.ה שמאל C3/301/207 פיקאסו 09+/אליזה C
73,קצוות הגה,,73642935ARM,ק.ה ימין C3/301/207 פיקאסו 09+/אליזה C
73,קצוות הגה,,73643044OCAP,ק.ה  סיטרואן C8 פיזו 807
73,קצוות הגה,,73680202ER,ק.ה סוזוקי SX4
73,קצוות הגה,,73680255BAW,ק.ה סוזוקי SX4
73,קצוות הגה,,73680500ER,ק.ה אלטו 09+
73,קצוות הגה,,73680500OCAP,ק.ה אלטו מ 09
73,קצוות הגה,,73680502OCAP,ק.ה אלטו מ 09
73,קצוות הגה,,73680604OCAP,ק.ה בלנו/ליאנה/איגניס/סוויפט עד 04
73,קצוות הגה,,73680657BAW,ק.ה בלנו/ליאנה/איגניס/סוויפט עד 04
73,קצוות הגה,,73680659GSP,ק.ה בלנו/ליאנה/איגניס/סוויפט עד 04
73,קצוות הגה,,73680661ARM,ק.ה בלנו/ליאנה/איגניס/סוויפט עד 04
73,קצוות הגה,,73680702ER,ק.ה ימין ג'ימיני עד 16
73,קצוות הגה,,73680703ER,ק.ה שמאל ג'ימיני עד 16
73,קצוות הגה,,73680804ER,ק.ה ימין גרנד ויטרה 98-06
73,קצוות הגה,,73680805ER,ק.ה שמאל גרנד ויטרה 98-06
73,קצוות הגה,,73680806OCAP,ק.ה ג.ויטרה 05-15
73,קצוות הגה,,73680863BAW,ק.ה ימין גרנד ויטרה 98-06
73,קצוות הגה,,73680865BAW,ק.ה שמאל גרנד ויטרה 98-06
73,קצוות הגה,,73680867ARM,ק ק.ה שמאל גרנד ויטרה 98-06
73,קצוות הגה,,73680869ARM,ק.ה ימין גרנד ויטרה 98-06
73,קצוות הגה,,73680871BAW,ק.ה ג.ויטרה 07+
73,קצוות הגה,,73680915BAW,ק.ה ימין חיצוני ויטרה 99-90 קצר
73,קצוות הגה,,73680975BAW,ק.ה שמאל פנימי ויטרה 90-99 ארוך
73,קצוות הגה,,73681304ER,ק.ה סוויפט 06-10/ספלאש 09+
73,קצוות הגה,,73681306ER,ק.ה ימין סוויפט 11+
73,קצוות הגה,,73681307ER,ק.ה שמאל סוויפט 11+
73,קצוות הגה,,73681308BAW,ק.ה שמאל סוויפט 11+
73,קצוות הגה,,73681377BAW,ק.ה סוויפט 06-10/ספלאש 09+
73,קצוות הגה,,73681379BAW,ק.ה ימין סוויפט 11+
73,קצוות הגה,,73681610ER,ק.ה גרנד ויטרה 07+
73,קצוות הגה,,73760200ER,ק.ה ימין פיג'ו C1/107/אייגו
73,קצוות הגה,,73760201ER,ק.ה שמאל פיג'ו C1/107/אייגו
73,קצוות הגה,,73760281ARM,ק.ה שמאל פיג'ו C1/107/אייגו
73,קצוות הגה,,73760283ARM,ק.ה ימין פיג'ו C1/107/אייגו
73,קצוות הגה,,73760406ER,ק.ה ימין פיג'ו 206/פיג'ו 307 עד 106/06/סקסו
73,קצוות הגה,,73760407ER,ק.ה שמאל פיג'ו 206/פיג'ו 307 עד 106/06/סקסו
73,קצוות הגה,,73760610ER,ק.ה ימין פיג'ו 208 12+/פיג'ו 2008 13+/סיטרואן C4 קקטוס
73,קצוות הגה,,73760611ER,ק.ה שמאל פיג'ו 208 12+/פיג'ו 2008 13+/סיטרואן C4 קקטוס
73,קצוות הגה,,73761014ER,ק.ה ימין 308 13+/פיג'ו 3008 16+/סיטרואן C4 פיקסו
73,קצוות הגה,,73761015ER,ק.ה שמאל 308 13+/פיג'ו 3008 16+/סיטרואן C4 פיקסו
73,קצוות הגה,,73761287ARM,ק.ה L פיג'ו 405 עד 96 / פיג'ו 305
73,קצוות הגה,,73761289ARM,ק.ה R פיג'ו 405 עד 96 / פיג'ו 305
73,קצוות הגה,,73761391ARM,ק.ה שמאל פיג'ו 406 05-10
73,קצוות הגה,,73761393ARM,ק.ה ימין פיג'ו 406 05-10
73,קצוות הגה,,73761418ER,ק.ה ימין פיג'ו 04-08 C5/04-07 407
73,קצוות הגה,,73761419ER,ק.ה שמאל פיג'ו 04-07 C5/04-07 407
73,קצוות הגה,,73761495ARM,ק.ה שמאל פיג'ו 407 05-10
73,קצוות הגה,,73761497ARM,ק.ה ימין פיג'ו 407 05-10
73,קצוות הגה,,73761526ER,ק.ה שמאל פיג'ו 508 10-18
73,קצוות הגה,,73761699ARM,ק.ה סיטרואן ברלינגו עד 08 / 306 / 205 / 305 / 309 / 504 / 5
73,קצוות הגה,,73761727ER,ק.ה ימין פיג'ו 508 10-18
73,קצוות הגה,,73762201GSP,ק.ה פיג'ו J5/דוקאטו 82-93
73,קצוות הגה,,73762402ER,ק.ה הרקולס 95-02/בוקסר 95-02
73,קצוות הגה,,73762903GSP,ק.ה שמאל פיג'ו 405 עד 96/פיג'ו 305
73,קצוות הגה,,73762905GSP,ק.ה ימין פיג'ו 405 עד 96/פיג'ו 305
73,קצוות הגה,,73780209GSP,ק.ה ימין 90-95 T4
73,קצוות הגה,,73780210ER,ק.ה שמאל 96-02 T4/אאודי TT
73,קצוות הגה,,73780211GSP,ק.ה שמאל 90-95 T4
73,קצוות הגה,,73780213BAW,ק.ה שמאל 90-95 T4
73,קצוות הגה,,73780215BAW,ק.ה ימין 90-95 T4
73,קצוות הגה,,73780215ER,ק.ה ימין 96-02 T4/אאודי TT
73,קצוות הגה,,73780217GSP,ק.ה ימין 96-02 T4/אאודי TT
73,קצוות הגה,,73780219GSP,ק.ה שמאל 96-02 T4/אאודי TT
73,קצוות הגה,,73780221BAW,ק.ה ימין 96-02 T4/אאודי TT
73,קצוות הגה,,73780223BAW,ק.ה שמאל 96-02 T4/אאודי TT
73,קצוות הגה,,73780300ER,ק.ה ימין 03 T5+
73,קצוות הגה,,73780301ER,ק.ה שמאל 03 T5+
73,קצוות הגה,,73780312OCAP,ק.ה ימין טרנספורטר T5
73,קצוות הגה,,73780314OCAP,ק.ה שמאל 03 T5+
73,קצוות הגה,,73780325BAW,ק.ה ימין 03 T5+
73,קצוות הגה,,73780327BAW,ק.ה שמאל 03 T5+
73,קצוות הגה,,73780729GSP,ק.ה שמאל גולף עד 97/פולו עד 02/פאסאט עד 96/איביזה 93+
73,קצוות הגה,,73780731GSP,ק.ה ימין גולף עד 97/פולו עד 02/פאסאט עד 96/איביזה 93+
73,קצוות הגה,,73780733BAW,ק.ה ימין גולף עד 97/פולו עד 02/פאסאט עד 96/איביזה 93+
73,קצוות הגה,,73780735BAW,ק.ה שמאל גולף עד 97/פולו עד 02/פאסאט עד 96/איביזה 93+
73,קצוות הגה,,73780737ARM,ק.ה שמאל אוקטביה 05-12/גולף/יטי/קודיאק/קארוק/סופרב/גטה/פסאט
73,קצוות הגה,,73780739ARM,ק.ה ימין אוקטביה 05-12/גולף/יטי/קודיאק/קארוק/סופרב/גטה/פסאט
73,קצוות הגה,,73781006ER,ק.ה ימין טוארג Q7/03-10/אמארוק/קאיין
73,קצוות הגה,,73781007ER,ק.ה שמאל טוארג Q7/03-10/אמארוק/קאיין
73,קצוות הגה,,73781341ARM,ק.ה שמאל טוארג מ 03-10 / אאודי Q7 אמארוק / קאיין
73,קצוות הגה,,73781343ARM,ק.ה ימין טוארג 03-10 / אאודי Q7 / אמארוק / קאיין
73,קצוות הגה,,73781445GSP,ק.ה ימין פולו פוקס 94+
73,קצוות הגה,,73781447GSP,ק.ה שמאל פולו פוקס 94+
73,קצוות הגה,,73781804ER,ק.ה ספרינטר 97 LT35/97-06+
73,קצוות הגה,,73781908OCAP,ק.ה ימין סיטיגו/אפ/סיאט מי
73,קצוות הגה,,73781910OCAP,ק.ה שמאל סיטיגו/אפ/סיאט מי
73,קצוות הגה,,73800202OCAP,ק.ה פיאט 500 ימין 07-16 / פנדה 03-12
73,קצוות הגה,,73800204OCAP,ק.ה פיאט 500 שמאל 07-16 / פנדה 03-12
73,קצוות הגה,,73800206OCAP,ק.ה ימין פיאט 12 500L+
73,קצוות הגה,,73800208OCAP,ק.ה שמאל פיאט 12 500L+
73,קצוות הגה,,73800216ER,ק.ה ימין פיאט 500 07+/פנדה 03-12
73,קצוות הגה,,73800217ER,ק.ה שמאל פיאט 500 07+/פנדה 03-11
73,קצוות הגה,,73800220ER,ק.ה ימין פיאט 12 500L+
73,קצוות הגה,,73800221ER,ק.ה שמאל פיאט 12 500L+
73,קצוות הגה,,73800224ER,ק.ה ימין פיאט 15 500X+/ג'יפ רנגייד 14+
73,קצוות הגה,,73800225ER,ק.ה שמאל פיאט 15 500X+/ג'יפ רנגייד 14+
73,קצוות הגה,,73800349GSP,ק.ה אונו/אוטוביאנקי Y10
73,קצוות הגה,,73800651ARM,ק.ה בראבו 08+/דלתא 09+
73,קצוות הגה,,73800706ER,ק.ה ימין גרנד פונטו 06+/פיורינו/קובו/מיטו/קורסה/נמו/ביפר
73,קצוות הגה,,73800707ER,ק.ה שמאל גרנד פונטו 06+/פיורינו/קובו/מיטו/קורסה/נמו/ביפר
73,קצוות הגה,,73800753ARM,ק.ה L גרנד פונטו/ פיורינו 08+/ אופל קורסה 06+
73,קצוות הגה,,73800755ARM,ק.ה ימין גרנד פונטו 06+/פיורינו/קובו/מיטו/קורסה/נמו/ביפר
73,קצוות הגה,,73800810ER,ק.ה ימין דובלו JTD טורבו דיזל עד 09
73,קצוות הגה,,73800811ER,ק.ה שמאל דובלו JTD טורבו דיזל עד 09
73,קצוות הגה,,73800822OCAP,ק.ה ימין דובלו עד 09
73,קצוות הגה,,73800824OCAP,ק.ה שמאל דובלו עד 09
73,קצוות הגה,,73800826OCAP,ק.ה דובלו 01-10 / מולטיפלה 99-10
73,קצוות הגה,,73800857GSP,ק.ה דובלו/מריאה/מולטיפלה
73,קצוות הגה,,73800859ARM,ק.ה L דובלן JTD טורבו דיזל
73,קצוות הגה,,73800861ARM,ק.ה R דובלו JTD טורבו דיזל
73,קצוות הגה,,73800863ARM,ק.ה דובלו/מריאה/מולטיפלה
73,קצוות הגה,,73800865ARM,ק.ה L דובלו 10+
73,קצוות הגה,,73800867ARM,ק.ה R דובלו 10+
73,קצוות הגה,,73800900ER,ק.ה ימין דוקאטו 07+
73,קצוות הגה,,73800901ER,ק.ה שמאל דוקאטו 07+
73,קצוות הגה,,73800928OCAP,ק.ה דוקאטו 94-02 / בוקסר 94-02
73,קצוות הגה,,73800930OCAP,ק.ה ימין דוקאטו 07+
73,קצוות הגה,,73800932OCAP,ק.ה שמאל דוקאטו 07+
73,קצוות הגה,,73800969GSP,ק.ה דוקאטו/הרקולס 94-01
73,קצוות הגה,,73800971ARM,ק.ה דוקאטו 02-06
73,קצוות הגה,,73800973ARM,ק.ה שמאל דוקאטו 07+
73,קצוות הגה,,73800975ARM,ק.ה R דוקאטו + הרקולס 07+
73,קצוות הגה,,73801014ER,ק.ה טיפו 16+
73,קצוות הגה,,73801077ARM,ק.ה טיפו 16+
73,קצוות הגה,,73801710OCAP,ק.ה ימין גרנד פונטו 06+/פיורינו/קובו/מיטו/קורסה/נמו/ביפר
73,קצוות הגה,,73801712OCAP,ק.ה ימין פיאט פיורינו 2008
73,קצוות הגה,,73801714OCAP,ק.ה פיורינו ימין מ 08 / נמו מ 08
73,קצוות הגה,,73801716OCAP,ק.ה פיורינו ימין מ 08 / נמו מ 08
73,קצוות הגה,,73801718OCAP,ק.ה שמאל גרנד פונטו 06+/פיורינו/קובו/מיטו/קורסה/נמו/ביפר
73,קצוות הגה,,73801720OCAP,ק.ה פיורינו שמאל מ 08 / נמו מ 08
73,קצוות הגה,,73801781GSP,ק.ה פיורינו 93+
73,קצוות הגה,,73801883ARM,ק.ה שמאל פיאט 500 07+/פנדה 03-11
73,קצוות הגה,,73801885ARM,ק.ה ימין פיאט 500 07+/פנדה 03-12
73,קצוות הגה,,73802187GSP,ק.ה דונה/פיורינו 88-92
73,קצוות הגה,,73802902ER,ק.ה פונטו/פונטו ספייס
73,קצוות הגה,,73802979GSP,ק.ה פונטו/פונטו ספייס
73,קצוות הגה,,73820240ER,ק.ה ימין פורד אדג'
73,קצוות הגה,,73820241ER,ק.ה שמאל פורד אדג'
73,קצוות הגה,,73820289BAW,ק.ה שמאל פורד אדג'
73,קצוות הגה,,73820291BAW,ק.ה ימין פורד אדג'
73,קצוות הגה,,73820593BAW,ק.ה שמאל אקונוליין ES3203
73,קצוות הגה,,73820595BAW,ק.ה ימין אקונוליין ES3202
73,קצוות הגה,,73820601GSP,ק.ה אקספלורר 07+
73,קצוות הגה,,73820606ER,ק.ה אקספלורר 02-05
73,קצוות הגה,,73820608ER,ק.ה אקספלורר 06-10
73,קצוות הגה,,73820610KOR,ק.ה אקספלורר 11-16
73,קצוות הגה,,73820612ER,ק.ה אקספלורר 11-16
73,קצוות הגה,,73820697GSP,ק.ה אקספלורר 98-03
73,קצוות הגה,,73820699BAW,ק.ה אקספלורר 07+
73,קצוות הגה,,73820703GSP,ק.ה פיאסטה עד 93/אריקה עד 90
73,קצוות הגה,,73820705GSP,ק.ה ימין אריקה 91+
73,קצוות הגה,,73820707GSP,ק.ה שמאל אריקה 91+
73,קצוות הגה,,73820900ER,ק.ה טרנזיט 00-13
73,קצוות הגה,,73820904ER,ק.ה טרנזיט 14+
73,קצוות הגה,,73820909GSP,ק.ה טרנזיט 86-91
73,קצוות הגה,,73820911GSP,ק.ה טרנזיט 92-99
73,קצוות הגה,,73820913GSP,ק.ה טרנזיט 00-13
73,קצוות הגה,,73820915ARM,ק.ה טרנזיט 00-13
73,קצוות הגה,,73821002ER,ק.ה מונדאו 01-07
73,קצוות הגה,,73821010KOR,ק.ה ימין מונדאו 08+/אסמקס/גלקסי/לנדרובר פרילנדר
73,קצוות הגה,,73821011KOR,ק.ה שמאל מונדאו 08+/אסמקס/גלקסי/לנדרובר פרילנדר
73,קצוות הגה,,73821017ARM,ק.ה שמאל מונדאו עד 00
73,קצוות הגה,,73821019ARM,ק.ה ימין מונדאו עד 00
73,קצוות הגה,,73821021GSP,ק.ה מונדאו 01-07
73,קצוות הגה,,73821023ARM,ק.ה מונדאו 01-07
73,קצוות הגה,,73821025ARM,ק.ה L מונדאו +MAX-S / 08 /  גלקסי
73,קצוות הגה,,73821027ARM,ק.ה R מונדאו +MAX-S / 08 /  גלקסי
73,קצוות הגה,,73821028ER,ק.ה ימין מונדאו 08+/אסמקס/גלקסי/לנדרובר פרילנדר
73,קצוות הגה,,73821029ER,ק.ה שמאל מונדאו 08+/אסמקס/גלקסי/לנדרובר פרילנדר
73,קצוות הגה,,73821129GSP,ק.ה פנימי 4X4 CK/יוקון/סוברבן/סיארה
73,קצוות הגה,,73821131BAW,ק.ה ימין סיארה
73,קצוות הגה,,73821133BAW,ק.ה שמאל סייארה
73,קצוות הגה,,73821206OCAP,ק.ה ימין פוקוס עד 04
73,קצוות הגה,,73821208OCAP,ק.ה שמאל פוקוס עד 04
73,קצוות הגה,,73821210OCAP,ק.ה ימין פוקוס 06+/וולוו S40 04+/וולוו V50
73,קצוות הגה,,73821212ER,ק.ה ימין פוקוס 19+
73,קצוות הגה,,73821212OCAP,ק.ה שמאל פוקוס 06+/וולוו 04 S40+/וולוו V50
73,קצוות הגה,,73821213ER,ק.ה שמאל פוקוס 18+
73,קצוות הגה,,73821214ER,ק.ה ימין פוקוס עד 04
73,קצוות הגה,,73821214OCAP,ק.ה פוקוס שמאל 05-10
73,קצוות הגה,,73821215ER,ק.ה שמאל פוקוס עד 04
73,קצוות הגה,,73821216OCAP,ק.ה ימין פוקוס 11+/קוגה
73,קצוות הגה,,73821218ER,ק.ה ימין פוקוס 06+/וולוו S40 04+/וולוו V50
73,קצוות הגה,,73821218OCAP,ק.ה שמאל פוקוס 11+/קוגה
73,קצוות הגה,,73821219ER,ק.ה שמאל פוקוס 06+/וולוו 04 S40+/וולוו V50
73,קצוות הגה,,73821224ER,ק.ה ימין פוקוס 11+/קוגה
73,קצוות הגה,,73821225ER,ק.ה שמאל פוקוס 11+/קוגה
73,קצוות הגה,,73821239ARM,ק.ה L פוקוס עד 05
73,קצוות הגה,,73821241ARM,ק.ה R פוקוס עד 05
73,קצוות הגה,,73821243GSP,ק.ה ימין פוקוס 06+/וולוו S40 04+/וולוו V50
73,קצוות הגה,,73821245GSP,ק.ה שמאל פוקוס 06+/וולוו 04 S40+/וולוו V50
73,קצוות הגה,,73821247ARM,ק.ה שמאל פוקוס 06+/וולוו 04 S40+/וולוו V50
73,קצוות הגה,,73821249ARM,ק.ה ימין פוקוס 06+/וולוו S40 04+/וולוו V50
73,קצוות הגה,,73821251ARM,ק.ה R פוקוס 11+
73,קצוות הגה,,73821253ARM,ק.ה L פוקוס 11+
73,קצוות הגה,,73821300OCAP,ק.ה פיאסטה ימין 08-16
73,קצוות הגה,,73821302OCAP,ק.ה שמאל פיאסטה 09+
73,קצוות הגה,,73821332ER,ק.ה ימין פיאסטה 09+
73,קצוות הגה,,73821333ER,ק.ה שמאל פיאסטה 09+
73,קצוות הגה,,73821336ER,ק.ה ימין פיאסטה 17+
73,קצוות הגה,,73821337ER,ק.ה שמאל פיאסטה 17+
73,קצוות הגה,,73821355BAW,ק.ה פיאסטה עד 93/אריקה עד 90
73,קצוות הגה,,73821357GSP,ק.ה פיאסטה 95-94/קורייר
73,קצוות הגה,,73821359GSP,ק.ה ימין פיאסטה 96-02
73,קצוות הגה,,73821361GSP,ק.ה שמאל פיאסטה 96-02
73,קצוות הגה,,73821363ARM,ק.ה שמאל פיאסטה 03-08
73,קצוות הגה,,73821365ARM,ק.ה ימין פיאסטה 03-08
73,קצוות הגה,,73821367ARM,ק.ה L פיאסטה 09+
73,קצוות הגה,,73821369ARM,ק.ה R פיאסטה 09+
73,קצוות הגה,,73821504OCAP,ק.ה קונקט
73,קצוות הגה,,73821544ER,ק.ה קונקט
73,קצוות הגה,,73821571ARM,ק.ה קונקט
73,קצוות הגה,,73821773BAW,ק.ה אירוסטאר ES2262
73,קצוות הגה,,73821775GSP,ק.ה אירוסטאר ES2262
73,קצוות הגה,,73822177BAW,ק.ה טאורוס 96-04
73,קצוות הגה,,73900279BAW,ק.ה בסטה/סופר טראק/מזדה E2000
73,קצוות הגה,,73900704ER,ק.ה ימין סורנטו עד 09
73,קצוות הגה,,73900705ER,ק.ה שמאל סורנטו עד 09
73,קצוות הגה,,73900781BAW,ק.ה שמאל סורנטו עד 09
73,קצוות הגה,,73900783BAW,ק.ה ימין סורנטו עד 09
73,קצוות הגה,,73900904ER,ק.ה ימין טוסון 05+/ספורטאז 05+
73,קצוות הגה,,73901085BAW,ק.ה ספיה
73,קצוות הגה,,73901304ER,ק.ה ימין פיקנטו עד 14
73,קצוות הגה,,73901306ER,ק.ה שמאל פיקנטו עד 16
73,קצוות הגה,,73901307ER,ק.ה ימין פיקנטו עד 16
73,קצוות הגה,,73901308ER,ק.ה שמאל פיקנטו עד 16
73,קצוות הגה,,73901311ER,ק.ה ימין פיקנטו 17+
73,קצוות הגה,,73901587GSP,ק.ה פרייד
73,קצוות הגה,,73901689BAW,ק.ה קלארוס/קארנס/שומה
73,קצוות הגה,,73901691GSP,ק.ה קלארוס/קארנס/שומה
73,קצוות הגה,,73901701BAW,ק.ה שמאל קרניבל 07-14
73,קצוות הגה,,73901703BAW,ק.ה ימין קרניבל 07-14
73,קצוות הגה,,73901704ER,ק.ה שמאל קרניבל עד 06
73,קצוות הגה,,73901708ER,ק.ה ימין קרניבל 07-14
73,קצוות הגה,,73901709ER,ק.ה שמאל קרניבל 07-14
73,קצוות הגה,,73901793BAW,ק.ה שמאל קרניבל עד 06
73,קצוות הגה,,73901795BAW,ק.ה ימין קרניבל עד 06
73,קצוות הגה,,73901797GSP,ק.ה ימין קרניבל עד 06
73,קצוות הגה,,73901799GSP,ק.ה שמאל קרניבל עד 06
73,קצוות הגה,,73901805GSP,ק.ה שמאל קרנס 06+
73,קצוות הגה,,73901807GSP,ק.ה ימין קרנס 06+
73,קצוות הגה,,73901900ER,ק.ה ימין ריו 17+
73,קצוות הגה,,73901900OCAP,ק.ה ריו עד 05
73,קצוות הגה,,73901901ER,ק.ה שמאל ריו 17+
73,קצוות הגה,,73901906ER,ק.ה ימין ריו 06-11
73,קצוות הגה,,73901907ER,ק.ה שמאל ריו 06-11
73,קצוות הגה,,73901909GSP,ק.ה ריו עד 05
73,קצוות הגה,,73901911BAW,קצה הגה קיה ריו R 21.0 2005-2011
73,קצוות הגה,,73901913BAW,ק.ה L קיה ריו +568201G900 05
73,קצוות הגה,,73901915GSP,ק.ה ימין ריו 06-11
73,קצוות הגה,,73901917GSP,ק.ה שמאל ריו 05+
73,קצוות הגה,,73940912ER,ק.ה ימין טראפיק 02+/לגונה 01-07/אופל ויורו
73,קצוות הגה,,73940913ER,ק.ה שמאל טראפיק 02+/לגונה 01-07/אופל ויורו
73,קצוות הגה,,73940918ER,ק.ה ימין מסטר עד 09
73,קצוות הגה,,73940919ER,ק.ה שמאל מסטר עד 09
73,קצוות הגה,,73940926ER,ק.ה ימין מסטר 10+
73,קצוות הגה,,73940927ER,ק.ה שמאל מסטר 10+
73,קצוות הגה,,73941019ARM,ק.ה L לגונה 07+
73,קצוות הגה,,73941021ARM,ק.ה R לגונה 07+
73,קצוות הגה,,73941323ARM,ק.ה שמאל מסטר עד 09
73,קצוות הגה,,73941325ARM,ק.ה ימין מסטר עד 09
73,קצוות הגה,,73941327ARM,ק.ה שמאל מסטר 10+
73,קצוות הגה,,73941329ARM,ק.ה ימין מסטר 10+
73,קצוות הגה,,73941330OCAP,ק.ה ימין מסאטר 10+
73,קצוות הגה,,73941332OCAP,ק.ה שמאל מסטר 10+
73,קצוות הגה,,73941400ER,ק.ה ימין מגאן 04-08/סניק 03+
73,קצוות הגה,,73941401ER,ק.ה שמאל מגאן 04-08/סניק 03+
73,קצוות הגה,,73941404ER,ק.ה ימין מגאן 09-15/פלואנס
73,קצוות הגה,,73941405ER,ק.ה שמאל מגאן 09-15/פלואנס
73,קצוות הגה,,73941408ER,ק.ה ימין מגאן 16+ גרנד קופה
73,קצוות הגה,,73941409ER,ק.ה שמאל מגאן 16+ גרנד קופה
73,קצוות הגה,,73941410OCAP,ק.ה מגאן ימין עד 03
73,קצוות הגה,,73941416OCAP,ק.ה שמאל רנו מגאן 04-08
73,קצוות הגה,,73941418OCAP,ק.ה מגאן ימין 04-09
73,קצוות הגה,,73941420OCAP,ק.ה מגאן שמאל 04-09
73,קצוות הגה,,73941431ARM,ק.ה שמאל קנגו עד 99
73,קצוות הגה,,73941433ARM,ק.ה ימין קנגו עד 99
73,קצוות הגה,,73941435ARM,ק.ה שמאל מגאן 04-08/סניק 03+
73,קצוות הגה,,73941437ARM,ק.ה ימין מגאן 04-08/סניק 03+
73,קצוות הגה,,73941439GSP,ק.ה ימין מגאן 04-08/סניק 03+
73,קצוות הגה,,73941441GSP,ק.ה שמאל מגאן 04-08/סניק 03+
73,קצוות הגה,,73941443ARM,ק.ה R מגאן 09+ / פלואנס
73,קצוות הגה,,73941445ARM,ק.ה L מגאן 09+ / פלואנס
73,קצוות הגה,,73941622OCAP,ק.ה ימין פלואנס 09-17  / מגאן 09-15
73,קצוות הגה,,73941624OCAP,ק.ה שמאל פלואנס 09-17  מגאן 09-15
73,קצוות הגה,,73941726OCAP,ק.ה ימין קשקאי 08-13/אקסטרייל 07-14/קולאוס
73,קצוות הגה,,73941728OCAP,ק.ה שמאל קשקאי 08-13/אקסטרייל 07-14/קולאוס
73,קצוות הגה,,73941812OCAP,ק.ה קליאו ימין 12-19 / קפצור מ 13
73,קצוות הגה,,73941814OCAP,ק.ה שמאל קליאו 13+/קפצ'ור 13+
73,קצוות הגה,,73941834ER,ק.ה ימין קליאו 13+/קפצ'ור 13+
