מס' ספק,שם ספק,חשבונית,סטטוס,משפחה,מק'ט,מספר פנימי,תאור מוצר,תאור משפחה,תאור סוג ספק,שורה בחשבונית,מחיר ליחידה,הנחה (%),הנחה כללית (%),סטטוס קצב מכירות,מוצר משלים,מק'ט ספק/יצרן,סכום כולל מע'מ,תאריך,תאריך פרעון,סכום (שח),כמות ביח' מפעל,כמות,month,year,year_month,"סכום כולל מע""מ","מק""ט ספק/יצרן","מק""ט"
,,KOR-24489,סופית,57,57451558KOR,GI24000992,קולר שמן מזדה 6/מזדה 3/מזדה 5/מונדאו 01+ 2.0 עגול,קולר שמן,"ספק חו""ל",12,12.50,0.00,0.00,,,,,2024-11-18,18/11/24,467.88,10.0,10.0,11,2024,2024-11,77297.45,,
,,KOR-24489,סופית,57,57580109KOR,GI24000992,קולר מים סעפת יניקה אוקטביה CJZ 1.2,קולר שמן,"ספק חו""ל",13,30.00,0.00,0.00,,,,,2024-11-18,18/11/24,3368.7,30.0,30.0,11,2024,2024-11,77297.45,,
,,KOR-24489,סופית,57,57580109KOR,GI24000992,קולר מים סעפת יניקה אוקטביה CJZ 1.2,קולר שמן,"ספק חו""ל",131,30.00,0.00,0.00,,,,,2024-11-18,18/11/24,3368.7,30.0,30.0,11,2024,2024-11,77297.45,,
,,KOR-24489,סופית,57,57580198KOR,GI24000992,קולר שמן אוקטביה 13+/ג'טה 13+ עם בית + חיישן EGR,קולר שמן,"ספק חו""ל",14,33.00,0.00,0.00,,,,,2024-11-18,18/11/24,2470.38,20.0,20.0,11,2024,2024-11,77297.45,,
,,KOR-24489,סופית,57,57580198KOR,GI24000992,קולר שמן אוקטביה 13+/ג'טה 13+ עם בית + חיישן EGR,קולר שמן,"ספק חו""ל",132,33.00,0.00,0.00,,,,,2024-11-18,18/11/24,6175.95,50.0,50.0,11,2024,2024-11,77297.45,,
,,KOR-24489,סופית,57,57580199KOR,GI24000992,קולר שמן אוקטביה/לאון/סופרב/פאסאט/גולף קודיאק CJS/CJX/CHH,קולר שמן,"ספק חו""ל",15,10.50,0.00,0.00,,,,,2024-11-18,18/11/24,786.03,20.0,20.0,11,2024,2024-11,77297.45,,
,,KOR-24489,סופית,57,57610161KOR,GI24000992,קולר שמן איביזה/אטקה/קודיאק/קארוק/פביה/גולף/קאדי CJZ +13,קולר שמן,"ספק חו""ל",16,8.50,0.00,0.00,,,,,2024-11-18,18/11/24,636.31,20.0,20.0,11,2024,2024-11,77297.45,,
,,KOR-24489,סופית,57,57610561KOR,GI24000992,קולר שמן לאון 07+/איביזה 09+/ג'טה 07 A3/+10 A1/+07+,קולר שמן,"ספק חו""ל",17,18.60,0.00,0.00,,,,,2024-11-18,18/11/24,696.2,10.0,10.0,11,2024,2024-11,77297.45,,
,,KOR-24489,סופית,57,57641219KOR,GI24000992,קולר שמן ברלינגו HDI 1.6 1.4 (עם גומיות),קולר שמן,"ספק חו""ל",18,8.20,0.00,0.00,,,,,2024-11-18,18/11/24,613.85,20.0,20.0,11,2024,2024-11,77297.45,,
,,KOR-24489,סופית,57,57762424KOR,GI24000992,קולר שמן פיאט דוקטו/הרקולס 2.3 מ-12,קולר שמן,"ספק חו""ל",19,24.00,0.00,0.00,,,,,2024-11-18,18/11/24,898.32,10.0,10.0,11,2024,2024-11,77297.45,,
,,KOR-24489,סופית,57,57781687KOR,GI24000992,קולר שמן קראפטר/פביה/סופרב/יטי/רפיד/אוקטביה/פאסאט/Q5 עם בית,קולר שמן,"ספק חו""ל",20,19.00,0.00,0.00,,,,,2024-11-18,18/11/24,711.17,10.0,10.0,11,2024,2024-11,77297.45,,
,,KOR-24489,סופית,57,57781687KOR,GI24000992,קולר שמן קראפטר/פביה/סופרב/יטי/רפיד/אוקטביה/פאסאט/Q5 עם בית,קולר שמן,"ספק חו""ל",138,19.00,0.00,0.00,,,,,2024-11-18,18/11/24,2133.51,30.0,30.0,11,2024,2024-11,77297.45,,
,,KOR-24489,סופית,57,57800880KOR,GI24000992,קולר שמן דובלו 10+ 1.6,קולר שמן,"ספק חו""ל",21,37.60,0.00,0.00,,,,,2024-11-18,18/11/24,703.68,5.0,5.0,11,2024,2024-11,77297.45,,
,,KOR-24489,סופית,57,57800880KOR,GI24000992,קולר שמן דובלו 10+ 1.6,קולר שמן,"ספק חו""ל",137,37.60,0.00,0.00,,,,,2024-11-18,18/11/24,703.68,5.0,5.0,11,2024,2024-11,77297.45,,
,,KOR-24489,סופית,57,57821382KOR,GI24000992,קולר שמן מנוע וגיר פיאסטה 09+/קוגה/מונדאו 08+/אסמקס/גלקסי,קולר שמן,"ספק חו""ל",22,10.00,0.00,0.00,,,,,2024-11-18,18/11/24,374.3,10.0,10.0,11,2024,2024-11,77297.45,,
,,KOR-24489,סופית,57,57941991KOR,GI24000992,קולר שמן קנגו 08+/פלואנס,קולר שמן,"ספק חו""ל",23,12.00,0.00,0.00,,,,,2024-11-18,18/11/24,898.32,20.0,20.0,11,2024,2024-11,77297.45,,
,,KOR-24489,סופית,57,57942020KOR,GI24000992,קולר שמן קפצ'ור 13+/דוקר/דסטר/לוגן/לודג'י/ג'וק/מנועי 1.2,קולר שמן,"ספק חו""ל",24,11.00,0.00,0.00,,,,,2024-11-18,18/11/24,823.46,20.0,20.0,11,2024,2024-11,77297.45,,
,,KOR-24489,סופית,57,57960230KOR,GI24000992,קולר שמן אוואו 12+/קרוז 12+/טראקס 12+/אורלנדו 12+ מנועי 1.4,קולר שמן,"ספק חו""ל",25,27.00,0.00,0.00,,,,,2024-11-18,18/11/24,2021.22,20.0,20.0,11,2024,2024-11,77297.45,,
,,KOR-24489,סופית,57,57960230KOR,GI24000992,קולר שמן אוואו 12+/קרוז 12+/טראקס 12+/אורלנדו 12+ מנועי 1.4,קולר שמן,"ספק חו""ל",136,27.00,0.00,0.00,,,,,2024-11-18,18/11/24,4042.44,40.0,40.0,11,2024,2024-11,77297.45,,
,,KOR-24489,סופית,57,57963222KOR,GI24000992,קולר שמן קפטיבה 11+ 2.2/אורלנדו,קולר שמן,"ספק חו""ל",26,15.65,0.00,0.00,,,,,2024-11-18,18/11/24,585.78,10.0,10.0,11,2024,2024-11,77297.45,,
,,KOR-24489,סופית,57,57963319KOR,GI24000992,קולר שמן קרוז 1.6/סוניק/אוואו 09+ 1.4,קולר שמן,"ספק חו""ל",27,23.50,0.00,0.00,,,,,2024-11-18,18/11/24,2638.82,30.0,30.0,11,2024,2024-11,77297.45,,
,,KOR-24489,סופית,58,58580101KOR,GI24000992,קולר גיר אוקטביה 05+ 1.6 1.8/סופרב/פאסאט 06+ 2.0,קולר גיר,"ספק חו""ל",134,16.90,0.00,0.00,,,,,2024-11-18,18/11/24,379.54,6.0,6.0,11,2024,2024-11,77297.45,,
,,KOR-24489,סופית,59,59480400KOR,GI24000992,בולם אויר אח ימין S300/+06 S350/+09 S400/+06 S63/+06 S500,בולמים,"ספק חו""ל",28,165.00,0.00,0.00,,,,,2024-11-18,18/11/24,3087.98,5.0,5.0,11,2024,2024-11,77297.45,,
,,KOR-24489,סופית,59,59480448KOR,GI24000992,בולם אויר אח שמאל S300/+06 S350/+09 S400/+06 S63/+06 S500,בולמים,"ספק חו""ל",29,175.00,0.00,0.00,,,,,2024-11-18,18/11/24,3275.13,5.0,5.0,11,2024,2024-11,77297.45,,
,,KOR-24489,סופית,59,59480552KOR,GI24000992,בולם אויר קד ימין + שמאל 06 ML350/+06 GL500/+06 GL450 05-11,בולמים,"ספק חו""ל",30,185.00,0.00,0.00,,,,,2024-11-18,18/11/24,3462.28,5.0,5.0,11,2024,2024-11,77297.45,,
,,KOR-24489,סופית,63,63030202KOR,GI24000992,מ.מים דימקס 17+,משאבות מים,"ספק חו""ל",31,21.10,0.00,0.00,,,,,2024-11-18,18/11/24,394.89,5.0,5.0,11,2024,2024-11,77297.45,,
,,KOR-24489,סופית,63,63040308KOR,GI24000992,מ.מים אסטרה קורסה 1.4 10+/סוניק 1.4 12+/אוואו 1.4,משאבות מים,"ספק חו""ל",32,15.98,0.00,0.00,,,,,2024-11-18,18/11/24,1196.26,20.0,20.0,11,2024,2024-11,77297.45,,
,,KOR-24489,סופית,63,63140106KOR,GI24000992,מ.מים ב.מ.וו 10-17 X3,משאבות מים,"ספק חו""ל",33,128.00,0.00,0.00,,,,,2024-11-18,18/11/24,3832.83,8.0,8.0,11,2024,2024-11,77297.45,,
,,KOR-24489,סופית,63,63140300KOR,GI24000992,מ.מים ב.מ.וו סדרה 1 07+/סדרה 3/סדרה 5 חשמלית,משאבות מים,"ספק חו""ל",34,111.00,0.00,0.00,,,,,2024-11-18,18/11/24,3323.78,8.0,8.0,11,2024,2024-11,77297.45,,
,,KOR-24489,סופית,63,63371414KOR,GI24000992,מ.מים פריוס 05+ 1.5 חשמלית,משאבות מים,"ספק חו""ל",35,21.00,0.00,0.00,,,,,2024-11-18,18/11/24,1572.06,20.0,20.0,11,2024,2024-11,77297.45,,
,,KOR-24489,סופית,63,63371511KOR,GI24000992,מ.מים קורולה 08+/אוריס 08+/אבנסיס 09+/ראב 4 09+/ורסו 09+,משאבות מים,"ספק חו""ל",36,14.00,0.00,0.00,,,,,2024-11-18,18/11/24,1048.04,20.0,20.0,11,2024,2024-11,77297.45,,
,,KOR-24489,סופית,63,63391368KOR,GI24000992,מ.מים אקסנט 06+/אלנטרה נפח 1.6 01+/גטס 06+,משאבות מים,"ספק חו""ל",37,9.00,0.00,0.00,,,,,2024-11-18,18/11/24,336.87,10.0,10.0,11,2024,2024-11,77297.45,,
,,KOR-24489,סופית,63,63391717KOR,GI24000992,מ.מים טוסון 15+ 2.0/ספורטאג' 15+ 2.0/קרנס 13+ 2.0,משאבות מים,"ספק חו""ל",38,9.95,0.00,0.00,,,,,2024-11-18,18/11/24,372.43,10.0,10.0,11,2024,2024-11,77297.45,,
,,KOR-24489,סופית,63,63451212KOR,GI24000992,מ.מים מזדה 3 1.6/מזדה 2,משאבות מים,"ספק חו""ל",40,12.85,0.00,0.00,,,,,2024-11-18,18/11/24,0.0,0.0,0.0,11,2024,2024-11,77297.45,,
,,KOR-24489,סופית,63,63550712KOR,GI24000992,מ.מים טידה 1.6/נוט 14+ נפח 1.6/ג'וק 10+/מיקרה 11+,משאבות מים,"ספק חו""ל",41,8.20,0.00,0.00,,,,,2024-11-18,18/11/24,306.93,10.0,10.0,11,2024,2024-11,77297.45,,
,,KOR-24489,סופית,63,63580109KOR,GI24000992,מ.מים אוקטביה/סופרב/קאדי/קודיאק/קארוק 13+ נפח 1.6 TDI,משאבות מים,"ספק חו""ל",42,10.90,0.00,0.00,,,,,2024-11-18,18/11/24,4079.87,100.0,100.0,11,2024,2024-11,77297.45,,
,,KOR-24489,סופית,63,63580202KOR,GI24000992,מ.מים סקודה יטי נפח 07 A4/15-19 2.0+/רפיד 15+,משאבות מים,"ספק חו""ל",43,10.20,0.00,0.00,,,,,2024-11-18,18/11/24,381.79,10.0,10.0,11,2024,2024-11,77297.45,,
,,KOR-24489,סופית,63,63641212KOR,GI24000992,מ.מים ברלינגו 1.6 C3/+08/ג'מפי C4/307/206/+07 1.6,משאבות מים,"ספק חו""ל",44,10.10,0.00,0.00,,,,,2024-11-18,18/11/24,378.04,10.0,10.0,11,2024,2024-11,77297.45,,
,,KOR-24489,סופית,63,63780707KOR,GI24000992,מ.מים גולף 13 1.4 A1/+12 1.2 1.4 A3/+13 TSI 1.2+,משאבות מים,"ספק חו""ל",124,20.00,0.00,0.00,VVV,,,,2024-11-18,18/11/24,0.0,0.0,0.0,11,2024,2024-11,77297.45,,
,,KOR-24489,סופית,63,63780759KOR,GI24000992,מ.מים גולף 13 1.4 A1/+12 1.2 1.4 A3/+13 TSI 1.2+,משאבות מים,"ספק חו""ל",45,20.50,0.00,0.00,VVV,,,,2024-11-18,18/11/24,15346.3,200.0,200.0,11,2024,2024-11,77297.45,,
,,KOR-24489,סופית,63,63780770KOR,GI24000992,מ.מים גולף 1.4 06+/ג'טה 07+/פביה 11+/איביזה 10+ דאבל פולי,משאבות מים,"ספק חו""ל",46,48.50,0.00,0.00,,,,,2024-11-18,18/11/24,5446.07,30.0,30.0,11,2024,2024-11,77297.45,,
,,KOR-24489,סופית,63,63781315KOR,GI24000992,מ.מים פאסאט 08+ נפח 1.8 מנועי TSI עם בית/אוקטביה 08+,משאבות מים,"ספק חו""ל",47,26.30,0.00,0.00,VVV,,,,2024-11-18,18/11/24,4922.05,50.0,50.0,11,2024,2024-11,77297.45,,
,,KOR-24489,סופית,63,63821212KOR,GI24000992,מ.מים פוקוס נפח 1.6 05+/וולוו 05+/פיאסטה 09+,משאבות מים,"ספק חו""ל",48,11.00,0.00,0.00,,,,,2024-11-18,18/11/24,823.46,20.0,20.0,11,2024,2024-11,77297.45,,
,,KOR-24489,סופית,63,63900101KOR,GI24000992,מ.מים אופטימה 15+/סיד 15+/סול 15+ דיזל CRDI,משאבות מים,"ספק חו""ל",49,13.40,0.00,0.00,,,,,2024-11-18,18/11/24,250.78,5.0,5.0,11,2024,2024-11,77297.45,,
,,KOR-24489,סופית,63,63901385KOR,GI24000992,מ.מים פיקנטו/ריו/סטוניק מI20 17 מ15,משאבות מים,"ספק חו""ל",39,18.95,0.00,0.00,,,,,2024-11-18,18/11/24,709.3,10.0,10.0,11,2024,2024-11,77297.45,,
,,KOR-24489,סופית,63,63941494KOR,GI24000992,מ.מים מגאן 11-15 נפח 1.5 מנועי DCI/סניק 11+/פלואנס,משאבות מים,"ספק חו""ל",50,16.80,0.00,0.00,,,,,2024-11-18,18/11/24,1257.65,20.0,20.0,11,2024,2024-11,77297.45,,
,,KOR-24489,סופית,68,68390505KOR,GI24000992,הגה מכני 11-17 I25/ריו 13+,הגה מכני,"ספק חו""ל",129,48.00,0.00,0.00,,,,,2024-11-18,18/11/24,1616.98,9.0,9.0,11,2024,2024-11,77297.45,,
,,KOR-24489,סופית,68,68391039KOR,GI24000992,הגה מכני 10-15 IX35/ספורטאג' 10-15,הגה מכני,"ספק חו""ל",130,54.50,0.00,0.00,,,,,2024-11-18,18/11/24,1835.94,9.0,9.0,11,2024,2024-11,77297.45,,
,,KOR-24489,סופית,90,90040300KOR,GI24000992,מיכל עיבוי אסטרה 09+,מיכלי עיבוי,"ספק חו""ל",51,6.80,0.00,0.00,,,,,2024-11-18,18/11/24,763.57,30.0,30.0,11,2024,2024-11,77297.45,,
,,KOR-24489,סופית,90,90140101KOR,GI24000992,מיכל עיבוי 14 X4/+11 X3+,מיכלי עיבוי,"ספק חו""ל",52,16.30,0.00,0.00,,,,,2024-11-18,18/11/24,305.05,5.0,5.0,11,2024,2024-11,77297.45,,
,,KOR-24489,סופית,90,90140352KOR,GI24000992,מיכל עיבוי ב.מ.וו סדרה 1 11+/סדרה 3 11+,מיכלי עיבוי,"ספק חו""ל",53,16.50,0.00,0.00,,,,,2024-11-18,18/11/24,308.8,5.0,5.0,11,2024,2024-11,77297.45,,
,,KOR-24489,סופית,90,90486969KOR,GI24000992,מיכל עיבוי מרצדס 11 W166+,מיכלי עיבוי,"ספק חו""ל",54,15.40,0.00,0.00,,,,,2024-11-18,18/11/24,576.42,10.0,10.0,11,2024,2024-11,77297.45,,
,,KOR-24489,סופית,90,90580182KOR,GI24000992,מיכל עיבוי אוקטביה 05-12/גולף 04+/פאסאט 06+/רפיד,מיכלי עיבוי,"ספק חו""ל",127,3.50,0.00,0.00,,,,,2024-11-18,18/11/24,1323.15,101.0,101.0,11,2024,2024-11,77297.45,,
,,KOR-24489,סופית,90,90580505KOR,GI24000992,מיכל עיבוי פביה/פולו 00+/איביזה 02+/רומסטר,מיכלי עיבוי,"ספק חו""ל",126,3.20,0.00,0.00,,,,,2024-11-18,18/11/24,1077.98,90.0,90.0,11,2024,2024-11,77297.45,,
,,KOR-24489,סופית,90,90781616KOR,GI24000992,מיכל עיבוי קראפטר 07+/ספרינטר 07+,מיכלי עיבוי,"ספק חו""ל",125,9.15,0.00,0.00,,,,,2024-11-18,18/11/24,2739.88,80.0,80.0,11,2024,2024-11,77297.45,,
,,KOR-24489,סופית,90,90961414KOR,GI24000992,מיכל עיבוי טראקס 12+/מוקה 14+,מיכלי עיבוי,"ספק חו""ל",128,4.50,0.00,0.00,,,,,2024-11-18,18/11/24,757.96,45.0,45.0,11,2024,2024-11,77297.45,,
,,KOR-24489,סופית,91,91780707KOR,GI24000992,סט חוטי הצתה גולף 2.0 99-06 בורה 2.0 עד 05,חוטי הצתה,"ספק חו""ל",55,6.00,0.00,0.00,,,,,2024-11-18,18/11/24,4491.6,200.0,200.0,11,2024,2024-11,77297.45,,
,,KOR-24489,סופית,94,94480848KOR,GI24000992,מסנן שמן ספרינטר עד 00,מסנן שמן,"ספק חו""ל",140,37.50,0.00,0.00,,,,,2024-11-18,18/11/24,7018.13,50.0,50.0,11,2024,2024-11,77297.45,,
,,KOR-24489,סופית,95,95962696KOR,GI24000992,מסנן אויר סילברדו 11+ 6.6,מסנן אויר,"ספק חו""ל",122,3.20,0.00,0.00,,,,,2024-11-18,18/11/24,1197.76,100.0,100.0,11,2024,2024-11,77297.45,,
,,KOR-24489,סופית,B1,F3392220KOR,GI24000992,שסתום EGR סנטפה 09+/סורנטו IX35/+10/קרניבל/ספורטאז',שסתום EGR,"ספק חו""ל",66,52.15,0.00,0.00,,,,,2024-11-18,18/11/24,1951.97,10.0,10.0,11,2024,2024-11,77297.45,,
,,KOR-24489,סופית,B1,F3580110KOR,GI24000992,שסתום EGR אוקטביה 10+/פביה/רומסטר/ג'טה/גולף/טוראן/קאדי,שסתום EGR,"ספק חו""ל",67,81.00,0.00,0.00,,,,,2024-11-18,18/11/24,3031.83,10.0,10.0,11,2024,2024-11,77297.45,,
,,KOR-24489,סופית,B3,B3580110KOR,GI24000992,חיישן MAP אוקטביה 13+,חיישן מאניפוילד MAP,"ספק חו""ל",56,6.50,0.00,0.00,,,,,2024-11-18,18/11/24,486.59,20.0,20.0,11,2024,2024-11,77297.45,,
,,KOR-24489,סופית,B4,B4451010KOR,GI24000992,חיישן נקישות לנטיס/מזדה 3/מזדה 2,חיישן נקישות,"ספק חו""ל",57,3.55,0.00,0.00,,,,,2024-11-18,18/11/24,664.38,50.0,50.0,11,2024,2024-11,77297.45,,
,,KOR-24489,סופית,C2,C2580110KOR,GI24000992,קרטר אוקטביה 13+ 1.4 עם חיישן,קרטרים,"ספק חו""ל",58,15.00,0.00,0.00,,,,,2024-11-18,18/11/24,280.73,5.0,5.0,11,2024,2024-11,77297.45,,
,,KOR-24489,סופית,C2,C2580116KOR,GI24000992,קרטר אוקטביה 13+ 1.2/לאון 13+/פביה 13+/יטי 13+/פולו TSI +13,קרטרים,"ספק חו""ל",59,21.30,0.00,0.00,,,,,2024-11-18,18/11/24,398.63,5.0,5.0,11,2024,2024-11,77297.45,,
,,KOR-24489,סופית,C2,C2580116KOR,GI24000992,קרטר אוקטביה 13+ 1.2/לאון 13+/פביה 13+/יטי 13+/פולו TSI +13,קרטרים,"ספק חו""ל",144,21.30,0.00,0.00,,,,,2024-11-18,18/11/24,637.81,8.0,8.0,11,2024,2024-11,77297.45,,
,,KOR-24489,סופית,C2,C2580154KOR,GI24000992,קרטר אוקטביה 13+/גולף 12 A3/+13+/פאסאט CJS 1.8 2.0 /+12,קרטרים,"ספק חו""ל",60,22.00,0.00,0.00,,,,,2024-11-18,18/11/24,411.73,5.0,5.0,11,2024,2024-11,77297.45,,
,,KOR-24489,סופית,D7,D7490303KOR,GI24000992,מותח רצועה אאוטלנדר 13+ 2.0/לנסר 12+ 1.8 (מושלם),מותח רצועה,"ספק חו""ל",61,12.00,0.00,0.00,,,,,2024-11-18,18/11/24,449.16,10.0,10.0,11,2024,2024-11,77297.45,,
,,KOR-24489,סופית,D8,D8140414KOR,GI24000992,פולי מנוע ב.מ.וו סדרה 3 04+/סדרה 5 04+/סדרה 6/סדרה X5/X3/7,פולי מנוע,"ספק חו""ל",142,89.00,0.00,0.00,,,,,2024-11-18,18/11/24,6662.54,20.0,20.0,11,2024,2024-11,77297.45,,
,,KOR-24489,סופית,D8,D8451661DOR,GI24000992,פולי מנוע מזדה 626 כל המודלים,פולי מנוע,"ספק חו""ל",143,15.95,0.00,0.00,,,,,2024-11-18,18/11/24,2865.64,48.0,48.0,11,2024,2024-11,77297.45,,
,,KOR-24489,סופית,E5,E5391331KOR,GI24000992,אטם מכסה שסתומים אקסנט 06+/אלנטרה 06+ 1.6,אטם מכסה שסתומים,"ספק חו""ל",62,2.05,0.00,0.00,,,,,2024-11-18,18/11/24,767.32,100.0,100.0,11,2024,2024-11,77297.45,,
,,KOR-24489,סופית,E5,E5960295KOR,GI24000992,אטם מכסה שסתומים אוואו 09+ 1.4 1.6/קרוז/אסטרה/סוניק,אטם מכסה שסתומים,"ספק חו""ל",63,2.45,0.00,0.00,,,,,2024-11-18,18/11/24,917.04,100.0,100.0,11,2024,2024-11,77297.45,,
,,KOR-24489,סופית,E7,E7041313KOR,GI24000992,מכסה שסתומים אדם 12+/אסטרה 09+/ כולל אטם,מכסה שסתומים,"ספק חו""ל",64,17.50,0.00,0.00,,,,,2024-11-18,18/11/24,655.03,10.0,10.0,11,2024,2024-11,77297.45,,
,,KOR-24489,סופית,E7,E7640606KOR,GI24000992,מכסה שסתומים 508/207/308/C3/C4/מיני קופר/5FV/5FX/5FN/5FD,מכסה שסתומים,"ספק חו""ל",65,39.60,0.00,0.00,,,,,2024-11-18,18/11/24,1482.23,10.0,10.0,11,2024,2024-11,77297.45,,
,,KOR-24489,סופית,F8,F8390660KOR,GI24000992,משאבת דלק I30 עד 11/סיד עד 11 מנועי 1.6 1.4,משאבת דלק,"ספק חו""ל",68,33.40,0.00,0.00,,,,,2024-11-18,18/11/24,1250.16,10.0,10.0,11,2024,2024-11,77297.45,,
,,KOR-24489,סופית,F8,F8390660KOR,GI24000992,משאבת דלק I30 עד 11/סיד עד 11 מנועי 1.6 1.4,משאבת דלק,"ספק חו""ל",139,33.40,0.00,0.00,,,,,2024-11-18,18/11/24,750.1,6.0,6.0,11,2024,2024-11,77297.45,,
,,KOR-24489,סופית,F8,F8391717KOR,GI24000992,משאבת דלק טוסון בנזין 2.7 2.0 מושלמת,משאבת דלק,"ספק חו""ל",69,28.60,0.00,0.00,,,,,2024-11-18,18/11/24,535.25,5.0,5.0,11,2024,2024-11,77297.45,,
,,KOR-24489,סופית,F8,F8392222KOR,GI24000992,משאבת דלק סנטפה/סורנטו 09+,משאבת דלק,"ספק חו""ל",70,28.00,0.00,0.00,,,,,2024-11-18,18/11/24,524.02,5.0,5.0,11,2024,2024-11,77297.45,,
,,KOR-24489,סופית,F8,F8392223KOR,GI24000992,משאבת דלק סנטפה 07+ 2.7 מושלמת,משאבת דלק,"ספק חו""ל",71,36.00,0.00,0.00,,,,,2024-11-18,18/11/24,673.74,5.0,5.0,11,2024,2024-11,77297.45,,
,,KOR-24489,סופית,F8,F8392229KOR,GI24000992,משאבת דלק סנטפה 12+/סורנטו 10+ מנועי 2.2 מושלמת + מצוף,משאבת דלק,"ספק חו""ל",72,30.00,0.00,0.00,,,,,2024-11-18,18/11/24,561.45,5.0,5.0,11,2024,2024-11,77297.45,,
,,KOR-24489,סופית,F8,F8451212KOR,GI24000992,משאבת דלק מזדה 3 עד 08 (מצוף 2 יציאות),משאבת דלק,"ספק חו""ל",73,26.50,0.00,0.00,,,,,2024-11-18,18/11/24,495.95,5.0,5.0,11,2024,2024-11,77297.45,,
,,KOR-24489,סופית,F8,F8580100KOR,GI24000992,משאבת דלק אוקטביה 13+/גולף 13 A3/+13+,משאבת דלק,"ספק חו""ל",74,30.80,0.00,0.00,,,,,2024-11-18,18/11/24,576.42,5.0,5.0,11,2024,2024-11,77297.45,,
,,KOR-24489,סופית,F8,F8580105KOR,GI24000992,מש' דלק מושלמת אוקטביה מ05 לחץ גבוהה,משאבת דלק,"ספק חו""ל",75,77.50,0.00,0.00,,,,,2024-11-18,18/11/24,1450.41,5.0,5.0,11,2024,2024-11,77297.45,,
,,KOR-24489,סופית,F8,F8821011KOR,GI24000992,משאבת דלק מונדאו 2.0 08+/גלקסי/אסמקס מושלמת,משאבת דלק,"ספק חו""ל",76,42.00,0.00,0.00,,,,,2024-11-18,18/11/24,786.03,5.0,5.0,11,2024,2024-11,77297.45,,
,,KOR-24489,סופית,F8,F8821281KOR,GI24000992,משאבת דלק פוקוס 06+/מזדה 3/ מושלם + מצוף יציאה 1,משאבת דלק,"ספק חו""ל",77,38.50,0.00,0.00,,,,,2024-11-18,18/11/24,720.53,5.0,5.0,11,2024,2024-11,77297.45,,
,,KOR-24489,סופית,J1,J1580303KOR,GI24000992,מפריד שמן נשם סופרב 13+/אוקטביה CJS 1.8 +13,מפריד שמן,"ספק חו""ל",78,14.60,0.00,0.00,,,,,2024-11-18,18/11/24,1092.96,20.0,20.0,11,2024,2024-11,77297.45,,
,,KOR-24489,סופית,J1,J1781313KOR,GI24000992,מפריד שמן נשם פאסאט/A3/סופרב/אוקטביה/גולף/אלטאה/TSI 2.0 1.8,מפריד שמן,"ספק חו""ל",79,12.00,0.00,0.00,,,,,2024-11-18,18/11/24,898.32,20.0,20.0,11,2024,2024-11,77297.45,,
,,KOR-24489,סופית,J1,J1781313KOR,GI24000992,מפריד שמן נשם פאסאט/A3/סופרב/אוקטביה/גולף/אלטאה/TSI 2.0 1.8,מפריד שמן,"ספק חו""ל",164,12.00,0.00,0.00,,,,,2024-11-18,18/11/24,359.33,8.0,8.0,11,2024,2024-11,77297.45,,
,,KOR-24489,סופית,J2,J2781331KOR,GI24000992,סעפת יניקה פאסאט/ג'טה/גולף/איביזה/A3 לפי שילדה,סעפת יניקה,"ספק חו""ל",80,57.65,0.00,0.00,,,,,2024-11-18,18/11/24,1078.92,5.0,5.0,11,2024,2024-11,77297.45,,
,,KOR-24489,סופית,J3,J3240124KOR,GI24000992,טרמוסטט דסטר/דוקר/לודג'י/מגאן 13+/קליאו 13+/קפצ'ור/קשקאי,טרמוסטטים,"ספק חו""ל",81,18.20,0.00,0.00,,,,,2024-11-18,18/11/24,2043.68,30.0,30.0,11,2024,2024-11,77297.45,,
,,KOR-24489,סופית,J3,J3240127KOR,GI24000992,טרמוסטט דסטר 14+ 1.2/דסטר/קדג'אר/קשקאי,טרמוסטטים,"ספק חו""ל",82,21.00,0.00,0.00,,,,,2024-11-18,18/11/24,2358.09,30.0,30.0,11,2024,2024-11,77297.45,,
,,KOR-24489,סופית,J3,J3391225KOR,GI24000992,טרמוסטט אלנטרה/גטס/מנועי 16V כולל בית,טרמוסטטים,"ספק חו""ל",161,10.00,0.00,0.00,,,,,2024-11-18,18/11/24,1871.5,50.0,50.0,11,2024,2024-11,77297.45,,
,,KOR-24489,סופית,J3,J3487558KOR,GI24000992,טרמוסטט מרצדס CLA 11-18 W246 12-18 W176 13-19,טרמוסטטים,"ספק חו""ל",83,21.50,0.00,0.00,,,,,2024-11-18,18/11/24,804.75,10.0,10.0,11,2024,2024-11,77297.45,,
,,KOR-24489,סופית,J3,J3580110KOR,GI24000992,טרמוסטט אוקטביה 13+ 1.6 דיזל כולל בית,טרמוסטטים,"ספק חו""ל",84,20.00,0.00,0.00,,,,,2024-11-18,18/11/24,2245.8,30.0,30.0,11,2024,2024-11,77297.45,,
,,KOR-24489,סופית,J3,J3580159KOR,GI24000992,טרמוסטט אוקטביה 10+/רומסטר/גולף/פולו/פביה/קאדי/A3/ כולל בית,טרמוסטטים,"ספק חו""ל",85,15.50,0.00,0.00,,,,,2024-11-18,18/11/24,1160.33,20.0,20.0,11,2024,2024-11,77297.45,,
